line,page,hb,gb,name,school,sanitaty,isr,grk,rk,parish_dist
1439,856,Drohobycz,Medenice,Wróblowice,Wróblowice,,Drohobycz,Horucko,Medenice,rk. Medenice|grk. Horucko|isr. Drohobycz
1440,856,Drohobycz,Medenice,,,,Drohobycz,Wróblowice,Rychcice,rk. Rychcice|grk. Wróblowice|isr. Drohobycz
1441,856,Drohobycz,Podbuż,Bystrzyca,,,,,,
1442,856,Drohobycz,Podbuż,Dołhe Podbuskie,Dołhe Podbuskie,,Drohobycz,Bystrzyca,Podbuż,rk. Podbuż|grk. Bystrzyca|isr. Drohobycz
1443,856,Drohobycz,Podbuż,Kropiwnik Nowy,Kropiwnik Nowy,,Borysław,Dołhe Podbuskie,Podbuż,rk. Podbuż|grk. Dołhe Podbuskie|isr. Borysław
1444,856,Drohobycz,Podbuż,Kropiwnik Stary,Kropiwnik Stary,,Borysław,Kropiwnik Nowy,Podbuż,rk. Podbuż|grk. Kropiwnik Nowy|isr. Borysław
1445,856,Drohobycz,Podbuż,Łastówki,,,Borysław,Kropiwnik Stary,Podbuż,rk. Podbuż|grk. Kropiwnik Stary|isr. Borysław
1446,856,Drohobycz,Podbuż,,,,Borysław,Łastówki,Turka (BH: Turka),rk. Turka (BH: Turka)|grk. Łastówki|isr. Borysław
1447,856,Drohobycz,Podbuż,Majdan,Majdan,,Borysław,Dołhe Podbuskie,Podbuż,rk. Podbuż|grk. Dołhe Podbuskie|isr. Borysław
1448,856,Drohobycz,Podbuż,Opaka,Opaka,,Drohobycz,Opaka,Podbuż,rk. Podbuż|grk. Opaka|isr. Drohobycz
1449,856,Drohobycz,Podbuż,Podbuż,Podbuż,,Drohobycz,Podbuż,,rk.|grk. Podbuż|isr. Drohobycz
1450,856,Drohobycz,Podbuż,Podmanasterek,,,Drohobycz,Uroż,Podbuż,rk. Podbuż|grk. Uroż|isr. Drohobycz
1451,856,Drohobycz,Podbuż,Rybnik,Rybnik,,Borysław,Rybnik,Podbuż,rk. Podbuż|grk. Rybnik|isr. Borysław
1452,856,Drohobycz,Podbuż,Smólna,Smólna,,Drohobycz,Smólna,Podbuż,rk. Podbuż|grk. Smólna|isr. Drohobycz
1453,856,Drohobycz,Podbuż,Stronna,Stronna,,Drohobycz,Stronna,Podbuż,rk. Podbuż|grk. Stronna|isr. Drohobycz
1454,856,Drohobycz,Podbuż,Uroż,Uroż,,Drohobycz,Uroż,Podbuż,rk. Podbuż|grk. Uroż|isr. Drohobycz
1455,856,Drohobycz,Podbuż,Winniki,Winniki,,Drohobycz,Mokrzany,Podbuż,rk. Podbuż|grk. Mokrzany (BH: Sambor)|isr. Drohobycz
1456,856,Drohobycz,Podbuż,Załokieć,Załokieć,,Drohobycz,Załokieć,Podbuż,rk. Podbuż|grk. Załokieć|isr. Drohobycz
1457,856,Drohobycz,Podbuż,Zdzianna,,,Drohobyez,Smólna,Podbuż,rk. Podbuż|grk. Smólna|isr. Drohobyez
1458,856,Gorlice,Biecz,Biecz,"(Biecz:,Belna (Gm. Biecz): Biecz (SG)",,Biecz,,,rk.|isr. Biecz
1459,856,Gorlice,Biecz,Binarowa,Exp.,,Biecz,,Binarowa,rk. Binarowa|isr. Biecz
1460,856,Gorlice,Biecz,Bugaj,Rozembrk,,Biecz,,Rozembrk,rk. Rozembrk|isr. Biecz
1461,856,Gorlice,Biecz,Głęboka,Hrklowa (BH: Jaslo),,Biecz,,Hrklowa (BH: Jasło),rk. Hrklowa (BH: Jasło)|isr. Biecz
1462,856,Gorlice,Biecz,Grudna Kępska,Hrklowa (BH: Jaslo),,Biecz,,Hrklowa (BH: Jasło),rk. Hrklowa (BH: Jasło)|isr. Biecz
1463,856,Gorlice,Biecz,Klęczany,Klęczany,,Gorlice,," Biecz,Kobylanka","rk. Biecz,Kobylanka|isr. Gorlice"
1464,856,Gorlice,Biecz,Kołkówka,Kołkówka,,Rzepiennik Strzyżewski,," Rzepiennik Biskupi,(isr. Rzepiennik Strzyżewski","rk. Rzepiennik Biskupi,(isr. Rzepiennik Strzyżewski"
1465,856,Gorlice,Biecz,Korezyna,,,Biecz,,,rk.|isr. Biecz
1466,856,Gorlice,Biecz,Kwiatonowice,,,,,,
1467,856,Gorlice,Biecz,Libusza,Libusza,,Gorlice,,Biecz,rk. Biecz|isr. Gorlice
1468,856,Gorlice,Biecz,Moszczenica,Moszczenica,,Biecz,,Libusza,rk. Libusza|isr. Biecz
1469,856,Gorlice,Biecz,Olszyny,Olszyny,,Gorlice,,Moszczenica,rk. Moszczenica|isr. Gorlice
1470,856,Gorlice,Biecz,Pagorzyna,Pagorzyna,,Rzepiennik Strzyżewski,,,isr. Rzepiennik Strzyżewski
1471,856,Gorlice,Biecz,Racławice,Rozembrk,,Biecz,,Lipinki,rk. Lipinki|isr. Biecz
1472,856,Gorlice,Biecz,Rozembrk,Rozembrk,,Biecz,,Rozembrk,rk. Rozembrk|isr. Biecz
1473,856,Gorlice,Biecz,Rzepiennik Biskupi,Rzepiennik Biskupi,,Biecz,,Rozembrk,rk. Rozembrk|isr. Biecz
1474,856,Gorlice,Biecz,Rzepiennik Marciszewski,Rzepiennik Marziszewski,,Rzepiennik Strzyżewski,,Rzepiennik Biskupi,rk. Rzepiennik Biskupi|isr. Rzepiennik Strzyżewski
1475,856,Gorlice,Biecz,,,,Rzepiennik Strzyżewski,," Rzepiennik Biskupi,(isr. Rzepiennik Strzyżewski","rk. Rzepiennik Biskupi,(isr. Rzepiennik Strzyżewski"
1476,857,Rzepiennik Strzyżewski,Biecz,,Rzepiennik Strzyżewski,,Rzepiennik Strzyżewski,,Rzepiennik Biskupi,rk. Rzepiennik Biskupi|isr. Rzepiennik Strzyżewski
1477,857,Rzepiennik Suchy,Biecz,,Rzepiennik Suchy,,Rzepiennik Strzyżewski,,Rzepiennik Biskupi,rk. Rzepiennik Biskupi|isr. Rzepiennik Strzyżewski
1478,857,Rzepiennik Suchy,Biecz,Sietnica,Sietnica,,Rzepiennik Strzyżewski,,Rozembrk,rk. Rozembrk|isr. Rzepiennik Strzyżewski
1479,857,Rzepiennik Suchy,Biecz,Strzeszyn,Strzeszyn,,Biecz,,,rk.|isr. Biecz
1480,857,Rzepiennik Suchy,Biecz,Turza,Turza,,Rzepiennik Strzyżewski,,Turza,rk. Turza|isr. Rzepiennik Strzyżewski
1481,857,Rzepiennik Suchy,Biecz,Wójtowa,Wójtowa,,Biecz,,Wójtowa,rk. Wójtowa|isr. Biecz
1482,857,Rzepiennik Suchy,Biecz,Zagórzany,Zagórzany,,Gorlice,,Zagórzany,rk. Zagórzany|isr. Gorlice
1483,857,Rzepiennik Suchy,Gorlice,Banica,Banica,Gładyszów,Gorlice,Krywa,Sękowa,rk. Sękowa|grk. Krywa|isr. Gorlice
1484,857,Rzepiennik Suchy,Gorlice,Bartne,Bartne,Gładyszów,Gorlice,Bartne,Sekowa,rk. Sekowa|grk. Bartne|isr. Gorlice
1485,857,Rzepiennik Suchy,Gorlice,Bednrka,Bednrka,Gładyszów,Biecz,Bednrka,Lipinki,rk. Lipinki|grk. Bednrka|isr. Biecz
1486,857,Rzepiennik Suchy,Gorlice,Bielanka,Bielanka,Gładyszów,Gorlice,Leszczyny,Szymbrk,rk. Szymbrk|grk. Leszczyny|isr. Gorlice
1487,857,Rzepiennik Suchy,Gorlice,Biesna,Siedliska (BH: Grybów),,Gorlice,,Siedliska (BH: Grybów),rk. Siedliska (BH: Grybów)|isr. Gorlice
1488,857,Rzepiennik Suchy,Gorlice,Bieśnik,Bieśnik,,Gorlice,,Szalowa,rk. Szalowa|isr. Gorlice
1489,857,Rzepiennik Suchy,Gorlice,Blechnrka,Blechnrka,Gładyszów,Gorlice,Wysowa,Ropa,rk. Ropa|grk. Wysowa|isr. Gorlice
1490,857,Rzepiennik Suchy,Gorlice,Bodaki,Bodaki,,Gorlice,Bartne,g Bartne,grk. Bartne|isr. Gorlice
1491,857,Rzepiennik Suchy,Gorlice,Bystra,Bystra,Krempna (BH: Jasło),Gorlice,,Szymbrk,rk. Szymbrk|isr. Gorlice
1492,857,Rzepiennik Suchy,Gorlice,Czarne,,,Gorlice,Czarne,Sękowa,rk. Sękowa|grk. Czarne|isr. Gorlice
1493,857,Rzepiennik Suchy,Gorlice,Długie,Długie,Krempna (BH: Jasło),Gorlice,Radocyna,Żmigród Nowy (BH: Jasło),rk. Żmigród Nowy (BH: Jasło)|grk. Radocyna|isr. Gorlice
1494,857,Rzepiennik Suchy,Gorlice,Dominikowice,Dominikowice,Gładyszów,Gorlice,,Kobylanka,rk. Kobylanka|isr. Gorlice
1495,857,Rzepiennik Suchy,Gorlice,Gladyszów,Gladyszów,Gładyszów,Gorlice,Gładyszów,Sękowa,rk. Sękowa|grk. Gładyszów|isr. Gorlice
1496,857,Rzepiennik Suchy,Gorlice,Glinik Maryampolski,Glinik Maryampolski,,Gorlice,,,rk.|isr. Gorlice
1497,857,Rzepiennik Suchy,Gorlice,Gorlice,Gorlice: 2,Gorlice (SG),Gorlice,,,rk.|isr. Gorlice
1498,857,Rzepiennik Suchy,Gorlice,Hańczowa,Hańezowa,Gładyszów,Gorlice,Hańczowa,Ropa,rk. Ropa|grk. Hańczowa|isr. Gorlice
1499,857,Rzepiennik Suchy,Gorlice,Jasionka,Jasionka,Gładyszów,Gorlice,Krywa,Sękowa,rk. Sękowa|grk. Krywa|isr. Gorlice
1500,857,Rzepiennik Suchy,Gorlice,Klimkówka,Klimkówka,Gładyszów,Gorlice,Klimkówka,Ropa,rk. Ropa|grk. Klimkówka|isr. Gorlice
1501,857,Rzepiennik Suchy,Gorlice,Kobylanka,Kobylanka,,Gorlice,,Kobylanka,rk. Kobylanka|isr. Gorlice
1502,857,Rzepiennik Suchy,Gorlice,Konieczna,Zdynia,Gładyszów,Gorlice,Zdynia,Sękowa,rk. Sękowa|grk. Zdynia|isr. Gorlice
1503,857,Rzepiennik Suchy,Gorlice,Kryg,Kryg,Gładyszów,Gorlice,,Libusza,rk. Libusza|isr. Gorlice
1504,857,Rzepiennik Suchy,Gorlice,Krywa,Krywa,Gładyszów,Gorlice,Krywa,Sękowa,rk. Sękowa|grk. Krywa|isr. Gorlice
1505,857,Rzepiennik Suchy,Gorlice,Kunkowa,Kunkowa,Gładyszów,Gorlice,Leszczyny,Ropa,rk. Ropa|grk. Leszczyny|isr. Gorlice
1506,857,Rzepiennik Suchy,Gorlice,Kwiatoń,,Gładyszów,Gorlice,Uście Ruskie,Ropa,rk. Ropa|grk. Uście Ruskie|isr. Gorlice
1507,857,Rzepiennik Suchy,Gorlice,Leszczyny,Leszczyny,Gładyszów,Gorlice,Leszczyny,Ropa,rk. Ropa|grk. Leszczyny|isr. Gorlice
1508,857,Rzepiennik Suchy,Gorlice,Lipinki,Lipinki,Krempna (BH: Jasło),Biecz,,Lipinki,rk. Lipinki|isr. Biecz
1509,857,Rzepiennik Suchy,Gorlice,Lipna,,,,,,
1510,857,Rzepiennik Suchy,Gorlice,Losie,Losie,Gładyszów,Gorlice,Czarne,Sękowa,rk. Sękowa|grk. Czarne|isr. Gorlice
1511,857,Rzepiennik Suchy,Gorlice,Lug,Zdynia,Gładyszów,Gorlice,Klimkówka,Ropa,rk. Ropa|grk. Klimkówka|isr. Gorlice
1512,857,Rzepiennik Suchy,Gorlice,Łużna,Łużna,Gładyszów,Gorlice,Zdynia,Sękowa,rk. Sękowa|grk. Zdynia|isr. Gorlice
1513,857,Rzepiennik Suchy,Gorlice,Malastów,Małastów,Gładyszów,Gorlice,,Łużna.,rk. Łużna.|isr. Gorlice
1514,857,Rzepiennik Suchy,Gorlice,Męcina Mała,,,Gorlice,Małastów,Sękowa,rk. Sękowa|grk. Małastów|isr. Gorlice
1515,857,Rzepiennik Suchy,Gorlice,Męcina Wielka,,,Gorlice,Męcina Wielka,Kobylanka,rk. Kobylanka|grk. Męcina Wielka|isr. Gorlice
1516,857,Rzepiennik Suchy,Gorlice,Mszanka,,,Gorlice,Męcina Wielka,Kobylanka,rk. Kobylanka|grk. Męcina Wielka|isr. Gorlice
1517,857,Rzepiennik Suchy,Gorlice,Nieznajowa,,Krempna (BH: Jasło),Gorlice,,Moszczenica,rk. Moszczenica|isr. Gorlice
1518,857,Rzepiennik Suchy,Gorlice,Nowica,,Gładyszów,Gorlice,Czarne,Żmigród Nowy (BH: Jasło),rk. Żmigród Nowy (BH: Jasło)|grk. Czarne|isr. Gorlice
1519,857,Rzepiennik Suchy,Gorlice,Petna,,Gładyszów,Gorlice,Nowica,Sękowa,rk. Sękowa|grk. Nowica|isr. Gorlice
1520,857,Rzepiennik Suchy,Gorlice,Przegonina,Przegonina,Gładyszów,Gorlice,Małastów,Sękowa,rk. Sękowa|grk. Małastów|isr. Gorlice
1521,857,Rzepiennik Suchy,Gorlice,Przysłóp,Przysłóp,Gładyszów,Gorlice,Bartne,Sekowa,rk. Sekowa|grk. Bartne|isr. Gorlice
1522,857,Rzepiennik Suchy,Gorlice,Pstrążne,Pstrążne,Gładyszów,Gorlice,Nowica,g Nowica,grk. Nowica|isr. Gorlice
1523,857,Rzepiennik Suchy,Gorlice,Radocyna,,Krempna (BH: Jasło),Gorlice,Męcina Wielka,Kobylanka,rk. Kobylanka|grk. Męcina Wielka|isr. Gorlice
1524,857,Rzepiennik Suchy,Gorlice,Regetów Niżny,,Gładyszów,Gorlice,Radocyna,Żmigród Nowy (BH: Jasło),rk. Żmigród Nowy (BH: Jasło)|grk. Radocyna|isr. Gorlice
1525,857,Rzepiennik Suchy,Gorlice,Regetów Wyżny,,Gładyszów,Gorlice,Regetów Wyżny,Sękowa,rk. Sękowa|grk. Regetów Wyżny|isr. Gorlice
1526,857,Rzepiennik Suchy,Gorlice,Ropa,Ropa,Gładyszów,Gorlice,Regetów Wyżny,Sękowa,rk. Sękowa|grk. Regetów Wyżny|isr. Gorlice
1527,858,Rzepiennik Suchy,Gorlice,Ropica Polska,Ropica Polska,,Gorlice,,,rk.|isr. Gorlice
1528,858,Rzepiennik Suchy,Gorlice,Ropica Ruska,Ropica Ruska,,Gorlice,Małastów,Sękowa,rk. Sękowa|grk. Małastów|isr. Gorlice
1529,858,Rzepiennik Suchy,Gorlice,Ropki,Ropki,Gładyszów,Gorlice,Hańczowa,Ropa,rk. Ropa|grk. Hańczowa|isr. Gorlice
1530,858,Rzepiennik Suchy,Gorlice,Rozdziele,,,Biecz,Męcina Wielka,Lipinki,rk. Lipinki|grk. Męcina Wielka|isr. Biecz
1531,858,Rzepiennik Suchy,Gorlice,Rychwałd,,,Gorlice,Rychwałd,Sękowa,rk. Sękowa|grk. Rychwałd|isr. Gorlice
1532,858,Rzepiennik Suchy,Gorlice,Sekowa,Sękowa,,Gorlice,Małastów,Sękowa,rk. Sękowa|grk. Małastów|isr. Gorlice
1533,858,Rzepiennik Suchy,Gorlice,Siary,Siary,Gładyszów,Gorlice,Rychwałd,Sękowa,rk. Sękowa|grk. Rychwałd|isr. Gorlice
1534,858,Rzepiennik Suchy,Gorlice,Skwirtne,,,Gorlice,Regetów Wyżnyisr Gorlice,Sękowa,"rk. Sękowa|grk. Regetów Wyżny,isr. Gorlice"
1535,858,Rzepiennik Suchy,Gorlice,Smerekowiec,,Gładyszów,Gorlice,Smerekowiee,Sękowa,rk. Sękowa|grk. Smerekowiee|isr. Gorlice
1536,858,Rzepiennik Suchy,Gorlice,Sokół,Sokół,Gładyszów,Gorlice,,,rk.|isr. Gorlice
1537,858,Rzepiennik Suchy,Gorlice,Staszkówka,Staszkówka,,Rzepiennik Strzyżewski,,Staszkówka,rk. Staszkówka|isr. Rzepiennik Strzyżewski
1538,858,Rzepiennik Suchy,Gorlice,Strożówka,Strożówka,,Gorlice,,,rk.|isr. Gorlice
1539,858,Rzepiennik Suchy,Gorlice,Szalowa,Szalowa,,Gorlice,,Szalowa,rk. Szalowa|isr. Gorlice
1540,858,Rzepiennik Suchy,Gorlice,Szymbrk,Szymbrk,,Gorlice,Doliny,Szymbrk,rk. Szymbrk|grk. Doliny (Gm. Szymbrk).isr. Gorlice
1541,858,Rzepiennik Suchy,Gorlice,Uście Ruskie,Uście Ruskie,Gładyszów,Gorlice,Uście Ruskie,Ropa,rk. Ropa|grk. Uście Ruskie|isr. Gorlice
1542,858,Rzepiennik Suchy,Gorlice,Wapienne,Wapienne,,Gorlice,Mecina Wielka,g Mecina Wielka,grk. Mecina Wielka|isr. Gorlice
1543,858,Rzepiennik Suchy,Gorlice,Wirchne,Gładyszów,Gładyszów,Gorlice,Gładyszów,g Gładyszów,grk. Gładyszów|isr. Gorlice
1544,858,Rzepiennik Suchy,Gorlice,Wola Łużańska,Wola Łużańska,,Gorlice,,Łużna,rk. Łużna|isr. Gorlice
1545,858,Rzepiennik Suchy,Gorlice,Wołowiec,Wołowiec,Krempna (BH: Jasło),Gorlice,Krywa,Sękowa,rk. Sękowa|grk. Krywa|isr. Gorlice
1546,858,Rzepiennik Suchy,Gorlice,Wysowa,Wysowa,Gładyszów,Gorlice,Wysowa,Ropa,rk. Ropa|grk. Wysowa|isr. Gorlice
1547,858,Rzepiennik Suchy,Gorlice,Zdynia,Zdynia,Gładyszów,Gorlice,Zdynia,Sękowa,rk. Sękowa|grk. Zdynia|isr. Gorlice
1548,858,Gródek,Gródek,Artyszczów,,Gródek (SD),Gródek,Małkowice,,rk.|isr. Gródek|grk. Małkowice
1549,858,Gródek,Gródek,Bar,Bar,Gródek (SD),Gródek,Dolhomościska," Milczyce (BH: Rudki),Rodatycze","rk. Milczyce (BH: Rudki),Rodatycze|grk. Dolhomościska (BH: Mościska),Wol-ezuchy|isr. Gródek"
1550,858,Gródek,Gródek,Bartatów,Bartatów,Lubień Wielki,Gródek,Obroszyn,,rk.|grk. Obroszyn|isr. Gródek
1551,858,Gródek,Gródek,Bratkowice,Bratkowice,Gródek (SD),Gródek,Haliczanów,Rodatycze,rk. Rodatycze|grk. Haliczanów|isr. Gródek
1552,858,Gródek,Gródek,Brundorf,,Lubień Wielki,Gródek,Kiernica,,rk.|isr. Gródek|grk. Kiernica
1553,858,Gródek,Gródek,Burgthal,Burgthal,Gródek (SD),Gródek,,,rk.|grk.|isr. Gródek
1554,858,Gródek,Gródek,Cuniów,Cuniów,Gródek (SD),Gródek,Powitno,,rk.|grk. Powitno|isr. Gródek
1555,858,Gródek,Gródek,Czerlany,Czerlany,Gródek (SD),Gródek,Małkowice,,rk.|isr. Gródek|grk. Małkowice
1556,858,Gródek,Gródek,Dobrostany,Dobrostany,Janów,Janów,Dobrostany,Weißenberg,rk. Weißenberg|grk. Dobrostany|isr. Janów
1557,858,Gródek,Gródek,Dobrzany,Dobrzany,Gródek (SD),Gródek,Dobrzany,Rodatyeze,rk. Rodatyeze|grk. Dobrzany|isr. Gródek
1558,858,Gródek,Gródek,Doliniany,Doliniany,Gródek (SD),Gródek,Wołczuchy,,rk.|isr. Gródek|grk. Wołczuchy
1559,858,Gródek,Gródek,Drozdowice,Drozdowice,Gródek (SD),Gródek,,,rk.|grk.|isr. Gródek
1560,858,Gródek,Gródek,Ebenau,Ebenau,Gródek (SD),Gródek,,,rk.|grk.|isr. Gródek
1561,858,Gródek,Gródek,Gródek,Gródek: 3,Gródek (SG),Gródek,Haliczanów,,rk.|isr. Gródek|grk. Haliczanów
1562,858,Gródek,Gródek,Haliczanów,Haliczanów,Gródek (SD),Gródek,Rzeczyczany,g Rzeczyczany,grk. Rzeczyczany|isr. Gródek
1563,858,Gródek,Gródek,Hartfeld,,Gródek (SD),Gródek,Dobrostany,Weißenberg,rk. Weißenberg|grk. Dobrostany|isr. Gródek
1564,858,Gródek,Gródek,Kamienobród,Kamienobród,Gródek (SD),Gródek,,,rk.|grk.|isr. Gródek
1565,858,Gródek,Gródek,Kiernica,Kiernica,Lubień Wielki,Gródek,Kiernica,,rk.|isr. Gródek|grk. Kiernica
1566,858,Gródek,Gródek,Kosowiec,,Lubień Wielki,Gródek,Lubień Wielki," Komarno (BH: Rudki),Gródek","rk. Komarno (BH: Rudki),Gródek|grk. Lubień Wielki|isr. Gródek"
1567,858,Gródek,Gródek,Leśniowice,Leśniowice,Gródek (SD),Janów,Mołoszkowice,Rodatycze,rk. Rodatycze|grk. Mołoszkowice (BH:Jaworów|isr. Janów
1568,858,Gródek,Gródek,Lubień Mały,Lubień Mały,Lubień Wielki,Gródek,Lubień Wielki,,rk.|isr. Gródek|grk. Lubień Wielki
1569,858,Gródek,Gródek,Lubień Wielki,Lubień Wielki,Lubień Wielki,Gródek,Małkowice,,rk.|isr. Gródek|grk. Małkowice
1570,858,Gródek,Gródek,Małkowice,Małkowice,Lubień Wielki,Gródek,Dołhomościska,Milczyce (BH: Rudki),"rk. Milczyce (BH: Rudki)|grk. Dołhomościska (BH: Mościska),isr. Gródek"
1571,858,Gródek,Gródek,Milatyn,Milatyn,Gródek (SD),Gódeek,Zawidowice,g Zawidowice,grk. Zawidowice|isr. Gódeek
1572,858,Gródek,Gródek,Neuhof,,Lubień Wielki,Gródek,Obroszyn,,rk.|grk. Obroszyn|isr. Gródek
1573,858,Gródek,Gródek,Obroszyn,Obroszyn,Lubień Wielki,Gródek,Porzecze Grunt,.,rk..|isr. Gródek|grk. Porzecze Grunt (BH Rudki)
1574,858,Gródek,Gródek,Porzecze Lubieńskie,,,,,,
1575,859,Gródek,Gródek,Powitno,Powitno,,Janów,Powitno,,rk.|grk. Powitno|isr. Janów
1576,859,Gródek,Gródek,Putiatycze,Dobrzany,,Gródek,Dobrzany,Milczyce (BH: Rudki),rk. Milczyce (BH: Rudki)|grk. Dobrzany|isr. Gródek
1577,859,Gródek,Gródek,Rodatycze,Rodatycze,,Gródek,Wołczuchy,Rodatycze,rk. Rodatycze|grk. Wołczuchy|isr. Gródek
1578,859,Gródek,Gródek,Rzeezyezany,Rzeczyczany,,Gródek,Rzeczyczany,Rodatycze,rk. Rodatycze|grk. Rzeczyczany|isr. Gródek
1579,859,Gródek,Gródek,Stawezany,Stawezany,,Gródek,Stawezany,Obroszyn,rk. Obroszyn|grk. Stawezany|isr. Gródek
1580,859,Gródek,Gródek,Stodułki,Ebenau,,Gródek,,,rk.|grk.|isr. Gródek
1581,859,Gródek,Gródek,Stronna,Powitno,,Janów,Powitno,,rk.|grk. Powitno|isr. Janów
1582,859,Gródek,Gródek,Uherce Niezabitowskie,Uherce Niezabitowskie,,Gródek,Uherce Niezabitowskie,,rk.|isr. Gródek|grk. Uherce Niezabitowskie
1583,859,Gródek,Gródek,Vorderberg,,,Gródek,,,rk.|grk.|isr. Gródek
1584,859,Gródek,Gródek,Weißenberg,Weißenberg,,Gródek,Dobrostany,Weißenberg,rk. Weißenberg|grk. Dobrostany|isr. Gródek
1585,859,Gródek,Gródek,Wola Dobrostańska,,,Janów,Dobrostany,Weißenberg,rk. Weißenberg|grk. Dobrostany|isr. Janów
1586,859,Gródek,Gródek,Wołczuchy,Wołczuchy,,Gródek,Wołczuchy,Rodatycze,rk. Rodatycze|grk. Wołczuchy|isr. Gródek
1587,859,Gródek,Gródek,Zaszkowice,Zaszkowice,,Gródek,Zawidowice,Komarno (BH Rudki),rk. Komarno (BH Rudki)|grk. Zawidowice|isr. Gródek
1588,859,Gródek,Gródek,Zawidowice,Zawidowice,,Gródek,Zawidowice,Gródek,rk. Gródek|grk. Zawidowice|isr. Gródek
1589,859,Gródek,Gródek,Zuszyce,Cuniów,,Janów,Powitno,,rk.|grk. Powitno|isr. Janów
1590,859,Gródek,Janów,Dąbrowica,Dąbrowica,,Janów,Dąbrowica,,rk.|isr. Janów|grk. Dąbrowica
1591,859,Gródek,Janów,Domażyr,Domażyr,,Janów,Domażyr,,rk.|isr. Janów|grk. Domażyr
1592,859,Gródek,Janów,Jamelna,Jamelna,,Janów,Stradez,,rk.|isr. Janów|grk. Stradez
1593,859,Gródek,Janów,Janów,Janów,,Janów,,,rk.|gr.|isr. Janów
1594,859,Gródek,Janów,Jaśniska,Jaśniska,,Janów,Jaśniska,,rk.|isr. Janów|grk. Jaśniska
1595,859,Gródek,Janów,Karaczynów,,,Janów,Wroców,,rk.|isr. Janów|grk. Wroców
1596,859,Gródek,Janów,Lelechówka,Lelechówka,,Janów,,,rk.|grk.|isr. Janów
1597,859,Gródek,Janów,Łozina,Łozina,,Janów,Łozina,,rk.|isr. Janów|grk. Łozina
1598,859,Gródek,Janów,Majdan,,,Janów,Wereszyca,,rk.|isr. Janów|grk. Wereszyca
1599,859,Gródek,Janów,Malczyce,Malezyce,,Janów,Malczyce,Powitno,rk. Powitno|grk. Malczyce|isr. Janów
1600,859,Gródek,Janów,Mszana,Mszana,,Janów,Mszana,Powitno,rk. Powitno|grk. Mszana|isr. Janów
1601,859,Gródek,Janów,Ottenhausen,Ottenhausen,,Janów,Dobrostany,Weißenberg,rk. Weißenberg|grk. Dobrostany|isr. Janów
1602,859,Gródek,Janów,Porzecze Janowskie,Porzecze Janowskie,,Janów,Stradez,,rk.|isr. Janów|grk. Stradez
1603,859,Gródek,Janów,Rokitno,Rokitno,,Janów,Rokitno,Rzęsna Polska (BH: Lemberg),rk. Rzęsna Polska (BH: Lemberg)|grk. Rokitno|isr. Janów
1604,859,Gródek,Janów,Rottenhan,,,Janów,Stradez,,rk.|isr. Janów|grk. Stradez
1605,859,Gródek,Janów,Schönthal,,,Janów,Wroców,,rk.|isr. Janów|grk. Wroców
1606,859,Gródek,Janów,Stawki,Stawki,,Janów,Stradez,,rk.|isr. Janów|grk. Stradez
1607,859,Gródek,Janów,Stradez,Stradez,,Janów,Stradez,,rk.|isr. Janów|grk. Stradez
1608,859,Gródek,Janów,Suchowola,Suchowola,,Janów,Mszana,Zimna Woda (BH: Lemberg),rk. Zimna Woda (BH: Lemberg)|grk. Mszana|isr. Janów
1609,859,Gródek,Janów,Walddorf,Walddorf: Exp.,,Janów,Wiszenka Wielka,,rk.|isr. Janów|grk. Wiszenka Wielka (Gm Wiszenka)
1610,859,Gródek,Janów,Wereszyca,,,Janów,Wereszyca,,rk.|isr. Janów|grk. Wereszyca
1611,859,Gródek,Janów,Wielkopole,Wielkopole,,Janów,Wielkopole,Powitno,rk. Powitno|grk. Wielkopole|isr. Janów
1612,859,Gródek,Janów,Wiszenka,"(Wiszenka Mała (Gm. Wi-szenka),Wiszenka Wielka (Gm. Wiszenka)",,Janów,Wiszenka Mała,,"rk.|isr. Janów,2|grk.: Wiszenka Mała (Gm. Wiszenka),Wiszenka Wielka (Gm. Wiszenka)"
1613,859,Gródek,Janów,Wroców,Wroców,,Janów,Wroców,,rk.|isr. Janów|grk. Wroców
1614,859,Gródek,Janów,Zalesie,,,Janów,,,rk.|grk.|isr. Janów
1615,859,Gródek,Janów,Załuże,Powitno,,Janów,Malczyce,",Powitno","rk.,Powitno|grk. Malczyce|isr. Janów"
1616,859,Gródek,Janów,Zielów,Zielów,,Janów,Domażyr,,rk.|isr. Janów|grk. Domażyr
1617,859,Gródek,Janów,Zorniska,Zorniska,,Janów,Domażyr,,rk.|isr. Janów|grk. Domażyr
1618,860,Grybów,Ciężkowice,Berdechów ad Bobowa,Bobowa,,Bobowa,,,rk.|isr. Bobowa
1619,860,Grybów,Ciężkowice,Bobowa,Bobowa,,Bobowa,,,rk.|isr. Bobowa
1620,860,Grybów,Ciężkowice,Bogoniowice,Ciężkowice,,Bobowa,,Ciężkowice,rk. Ciężkowice|isr. Bobowa
1621,860,Grybów,Ciężkowice,Bruśnik,Bruśnik,,Bobowa,,Bruśnik,rk. Bruśnik|isr. Bobowa
1622,860,Grybów,Ciężkowice,Brzana Dolna,Bobowa,,Bobowa,,,rk.|isr. Bobowa
1623,860,Grybów,Ciężkowice,Brzana Górna,Bobowa,,Bobowa,,,rk.|isr. Bobowa
