line,page,hb,gb,name,school,sanitaty,isr,grk,rk,parish_dist
2656,882,Lańcut,Leżajsk,Biedaczów,,,Żołynia Miasteczko,,Giedlarowa,rk. Giedlarowa|isr. Żołynia Miasteczko
2657,882,Lańcut,Leżajsk,Brzóza Królewska,Brzóza Królewska,,Leżajsk,,Brzzaó Królewska,rk. Brzzaó Królewska|isr. Leżajsk
2658,882,Lańcut,Leżajsk,Brzyska Wola,Brzyska Wola,,Leżajsk,Kuryłówka,Tarnawiec (Gm. Kuryłówka),rk. Tarnawiec (Gm. Kuryłówka)|grk. Kuryłówka|isr. Leżajsk
2659,882,Lańcut,Leżajsk,Chodaczów,,,Žolynia Miasteczko,," Grodzisko Dolne,Gniewczyna Łańcucka (BH: Przeworsk)","rk. Grodzisko Dolne,Gniewczyna Łańcucka (BH: Przeworsk)|isr. Žolynia Miasteczko"
2660,882,Lańcut,Leżajsk,Dębno,Dębno,,Leżajsk,Dębno,,rk.|isr. Leżajsk|grk. Dębno
2661,882,Lańcut,Leżajsk,Dornbach,Dornbach,,Leżajsk,Kuryłówka,Tarnawiec (Gm. Kuryłówka),rk. Tarnawiec (Gm. Kuryłówka)|grk. Kuryłówka|isr. Leżajsk
2662,883,Lańcut,Leżajsk,Giedlarowa,Giedlarowa,,Leżajsk,,Giedlarowa,rk. Giedlarowa|isr. Leżajsk
2663,883,Lańcut,Leżajsk,Gillershof,Gillershof,,Leżajsk,,,isr. Leżajsk
2664,883,Lańcut,Leżajsk,Grodzisko Dolne,Grodzisko Dolne,,,Dębno,Grodzisko Dolne,"rk. Grodzisko Dolne|grk. Dębno,"
2665,883,Lańcut,Leżajsk,Grodzisko Górne,Grodzisko Górne,,Leżajsk,,Grodzisko Dolne,rk. Grodzisko Dolne|isr. Leżajsk
2666,883,Lańcut,Leżajsk,Grodzisko Miasteczko,Grodzisko Miasteczko,,Leżajsk,,Grodzisko Dolne,rk. Grodzisko Dolne|isr. Leżajsk
2667,883,Lańcut,Leżajsk,Gwizdów,,,Žolynia Miasteczko,,Grodzisko Dolne,rk. Grodzisko Dolne|isr. Žolynia Miasteczko
2668,883,Lańcut,Leżajsk,Hucisko,,,Leżajsk,,,rk.|isr. Leżajsk
2669,883,Lańcut,Leżajsk,Jastrzębiec,,,,," Tarnawiec (Gm. Kuryłówka,","rk. Tarnawiec (Gm. Kuryłówka,"
2670,883,Lańcut,Leżajsk,Jelna,Jelna,,Leżajsk,,,rk.|grk.|isr. Leżajsk
2671,883,Lańcut,Leżajsk,Königsberg,,,Leżajsk,,Wola Zarezyeka,rk. Wola Zarezyeka|isr. Leżajsk
2672,883,Lańcut,Leżajsk,Kuryłówka,Kuryłówka,,,," Tarnawiec (Gm. Kuryłówka),Jrk. Grodzisko Dolne,","rk. Tarnawiec (Gm. Kuryłówka),Jrk. Grodzisko Dolne,"
2674,883,Lańcut,Leżajsk,Leżajsk,Leżajsk: 2,,Leżajsk,,,rk.|grk.|isr. Leżajsk
2675,883,Lańcut,Leżajsk,Łukowa,,,Leżajsk,,,rk.|grk.|isr. Leżajsk
2676,883,Lańcut,Leżajsk,Opalenisko,,,Leżajsk,,Grodzisko Dolne,rk. Grodzisko Dolne|isr. Leżajsk
2677,883,Lańcut,Leżajsk,Ożanna,Ożanna,,,,Tarnawiec (Gm. Kuryłówka),rk. Tarnawiec (Gm. Kuryłówka)
2678,883,Lańcut,Leżajsk,Przychojee,Przychojec,,Leżajsk,,,rk.|grk.|isr. Leżajsk
2679,883,Lańcut,Leżajsk,Ruda,,,Leżajsk,,Sarzyna,rk. Sarzyna|grk.|isr. Leżajsk
2680,883,Lańcut,Leżajsk,Rzuchów,,,Leżajsk,Kuryłówka,,rk.|isr. Leżajsk|grk. Kuryłówka
2681,883,Lańcut,Leżajsk,Sarzyna,Sarzyna,,Leżajsk,,Sarzyna,rk. Sarzyna|isr. Leżajsk
2682,883,Lańcut,Leżajsk,Siedlanka,,,Leżajsk,,,"rk.|grk.|isr. Leżajsk,"
2683,883,Lańcut,Leżajsk,Stare Miasto,Stare Miasto,,Leżajsk,,,rk.|grk.|isr. Leżajsk
2684,883,Lańcut,Leżajsk,Wierzawice,Wierzawice,,Leżajsk,,,rk.|grk.|isr. Leżajsk
2685,883,Lańcut,Leżajsk,Wola Zarczycka,Wola Zarezyeka,,Leżajsk,,Wola Zarezyeka,rk. Wola Zarezyeka|isr. Leżajsk
2686,883,Lańcut,Leżajsk,Wulka Grodziska,,,Leżajsk,,Grodzisko Dolne,rk. Grodzisko Dolne|isr. Leżajsk
2687,883,Lańcut,Leżajsk,Wulka Niedźwiedzka,,,Leżajsk,," Sokołów (BH: Kolbuszowa),isr. Leżajsk","rk. Sokołów (BH: Kolbuszowa),isr. Leżajsk"
2689,883,Lemberg,Lemberg Umgebung,Basiówka,Basiówka,,,Rudno,Hodowica,"rk. Hodowica|grk. Obroszyn (BH: Gródek),Jrk. Zimna Woda|grk. Rudno,"
2692,883,Lemberg,Lemberg Umgebung,Borki Janowskie,Borki Janowskie,,,," Janów (BH: Gródek),","rk. Janów (BH: Gródek),"
2693,883,Lemberg,Lemberg Umgebung,Brzuchowice,Brzuchowice,,,Ceperów," Rzęsna Polska,Jrk. Kukizów","rk. Rzęsna Polska,Jrk. Kukizów|grk. Ceperów,"
2695,883,Lemberg,Lemberg Umgebung,Dublany,Dublany,,Lemberg,Malechów,,rk.|grk. Malechów|isr. Lemberg (Zniesienie)
2696,883,Lemberg,Lemberg Umgebung,Grzęda,Grzęda,,,Grzęda,Kościejów,"rk. Kościejów|grk. Grzęda,"
2697,883,Lemberg,Lemberg Umgebung,Grzybowice,"(Grzybowice,Grzybowice Małe",,,Grzybowice,Malechów,"rk. Malechów|grk. Grzybowice,"
2698,883,Lemberg,Lemberg Umgebung,Hodowica,Hodowica,,Nawarya,,Hodowica,rk. Hodowica|grk.|isr. Nawarya
2699,883,Lemberg,Lemberg Umgebung,Hołosko Male,Kleparów,,,," Lemberg (Pfarre Set. Martin),","rk. Lemberg (Pfarre Set. Martin),"
2700,884,Lemberg,Lemberg Umgebung,Hołosko Wielkie,Hołosko Wielkie,,Lemberg,Hołosko Wielkie,Lemberg (Pt. Set. Martin),rk. Lemberg (Pt. Set. Martin)|grk. Hołosko Wielkie|isr. Lemberg (Zniesienie)
2701,884,Lemberg,Lemberg Umgebung,Jaryczów Nowy,Jaryczów Nowy,,Jaryczów Nowy,,,rk.|grk.|isr. Jaryczów Nowy
2702,884,Lemberg,Lemberg Umgebung,Jaryczów Stary,Jaryczów Stary,,Jaryczów Nowy,,,rk.|grk.|isr. Jaryczów Nowy
2703,884,Lemberg,Lemberg Umgebung,Kaltwasser,,,Lemberg,Rudno,Zimna Woda,rk. Zimna Woda|grk. Rudno|isr. Lemberg (Zniesienie)
2704,884,Lemberg,Lemberg Umgebung,Kleparów,Kleparów,,Lemberg,Lemberg,Lemberg (Pf. Set. Nikolai),"rk. Lemberg (Pf. Set. Nikolai)|grk. Lemberg (Pf. Paraskeva),(isr. Lemberg (Zniesienie)"
2705,884,Lemberg,Lemberg Umgebung,Kościejów,Kóściejów,,Lemberg,Zarudee,Kościejów,rk. Kościejów|grk. Zarudee|isr. Lemberg (Zniesienie)
2706,884,Lemberg,Lemberg Umgebung,Kozice,Kozice,,Lemberg,Domażyr,Janów (BH: Gródek),rk. Janów (BH: Gródek)|grk. Domażyr (BH: Gródek)|isr. Lemberg (Zniesienie)
2707,884,Lemberg,Lemberg Umgebung,Kozielniki,Kozielniki,,Winniki,Sichów,Zubrza,rk. Zubrza|grk. Sichów|isr. Winniki
2708,884,Lemberg,Lemberg Umgebung,Krzywczyce,Krzywezyce,,Lemberg,Zniesienie,Lemberg (Pf. Set. Anton),rk. Lemberg (Pf. Set. Anton)|grk. Zniesienie|isr. Lemberg (Zniesienie)
2709,884,Lemberg,Lemberg Umgebung,Kuhajów,Kuhajów,,Nawarya,Wołków,,rk.|grk. Wołków|isr. Nawarya
2710,884,Lemberg,Lemberg Umgebung,Kukizów,Kukizów,,Jaryczów Nowy,Kukizów,Jaryczów Nowy ,Jaryczów Nowy rk.|grk. Kukizów|isr. Jaryczów Nowy
2711,884,Lemberg,Lemberg Umgebung,Kulprków,Kulprków,,Lemberg,Lemberg,"Lemberg (2 : Lemberg (Pf. Set. Magdalena,Pl. Set. 2 Nikolab 2","Lemberg (2 rk.: Lemberg (Pf. Set. Magdalena,Pl. Set. 2 Nikolab 2|grk.: Lemberg (Metropolitanpf.,Skniłów),(isr. Lemberg (Zniesienie)"
2712,884,Lemberg,Lemberg Umgebung,Laszki Murowane,Laszki Murowane,,Lemberg,Sroki Lwowskie,Prusy,rk. Prusy|grk. Sroki Lwowskie|isr. Lemberg (Zniesienie)
2713,884,Lemberg,Lemberg Umgebung,Malechów,Malechów,,Lemberg,Malechów,,rk.|grk. Malechów|isr. Lemberg (Zniesienie)
2714,884,Lemberg,Lemberg Umgebung,Pasieki Zubrzyckie,Pasieki Zubrzyckie,,Winniki,Sichów,Zubrza,rk. Zubrza|grk. Sichów|isr. Winniki
2715,884,Lemberg,Lemberg Umgebung,Podciemno,Podciemno,,Nawarya,Tołszczów,Rakowiec,rk. Rakowiec|grk. Tołszczów|isr. Nawarya
2716,884,Lemberg,Lemberg Umgebung,Podliski Małe,Podliski Małe,,Jaryezów Nowy,Stroniatyn,Kulików (BH: Żółkiew),rk. Kulików (BH: Żółkiew)|grk. Stroniatyn|isr. Jaryezów Nowy
2717,884,Lemberg,Lemberg Umgebung,Podliski Wielkie,Podliski Wielkie,,Jaryezów Nowy,,,rk.|grk.|isr. Jaryezów Nowy
2718,884,Lemberg,Lemberg Umgebung,Prusy,Prusy,,Lemberg,Pikułowice,Prusy,rk. Prusy|grk. Pikułowice|isr. Lemberg (Zniesienie)
2719,884,Lemberg,Lemberg Umgebung,Remenów,Remenów,,Jaryczów Nowy,Remenów,Kukizów,rk. Kukizów|grk. Remenów|isr. Jaryczów Nowy
2720,884,Lemberg,Lemberg Umgebung,Rudańce,Rudańce,,Jaryezów Nowy,Kukizów,,rk.|grk. Kukizów|isr. Jaryezów Nowy
2721,884,Lemberg,Lemberg Umgebung,Rudno,Rudno,,Lemberg,Rudno,Zimna Woda,"rk. Zimna Woda|grk. Rudno,(isr. Lemberg (Zniesienie)"
2722,884,Lemberg,Lemberg Umgebung,Rzęsna Polska,Rzęsna Polska,,Lemberg,Rudno,Rzęsna Polska,rk. Rzęsna Polska|grk. Rudno|isr. Lemberg (Zniesienie)
2723,884,Lemberg,Lemberg Umgebung,Rzęsna Ruska,Rzęsna Ruska,,Lemberg,Rudno,Rzęsna Polska,rk. Rzęsna Polska|grk. Rudno|isr. Lemberg (Zniesienie)
2724,884,Lemberg,Lemberg Umgebung,Sichów,Sichów,,Winniki,Sichów,Zubrza,rk. Zubrza|grk. Sichów|isr. Winniki
2725,884,Lemberg,Lemberg Umgebung,Sieciechów,Sieciechów,,Jaryczów Nowy,Grzęda,Kościejów,rk. Kościejów|grk. Grzęda|isr. Jaryczów Nowy
2726,884,Lemberg,Lemberg Umgebung,Skniłów,Skniłów,,Lemberg,Skniłów,Zimna Woda,rk. Zimna Woda|grk. Skniłów|isr. Lemberg (Zniesienie)
2727,884,Lemberg,Lemberg Umgebung,Skniłówek,Skniłów,,Lemberg,Skniłów,g Skniłów,grk. Skniłów|isr. Lemberg (Zniesienie)
2728,884,Lemberg,Lemberg Umgebung,Sokolniki,Sokolniki,,Nawarya,Sołonka,Sokolniki,rk. Sokolniki|grk. Sołonka|isr. Nawarya
2729,884,Lemberg,Lemberg Umgebung,Sołonka,Sołonka,,Nawarya,Sołonka,Zubrza,rk. Zubrza|grk. Sołonka|isr. Nawarya
2730,884,Lemberg,Lemberg Umgebung,Stroki Lwowskie,Sroki Lwowskie,,Lemberg,Sroki Lwowskie,Prusy,rk. Prusy|grk. Sroki Lwowskie|isr. Lemberg (Zniesienie)
2731,884,Lemberg,Lemberg Umgebung,Stroniatyn,Stroniatyn,,Jaryczów Nowy,Stroniatyn,Kulików (BH: Zółkiew),rk. Kulików (BH: Zółkiew)|grk. Stroniatyn|isr. Jaryczów Nowy
2732,884,Lemberg,Lemberg Umgebung,Sygniówka,Sygniówka,,Lemberg,Rudno,Zimna Woda,rk. Zimna Woda|grk. Rudno|isr. Lemberg (Zniesienie)
2733,884,Lemberg,Lemberg Umgebung,Wisłoboki,Wisłoboki,,Jaryczów Nowy,Remenów Jaryczów Nowy,Kukizów,"rk. Kukizów|grk. Remenów,Jaryczów Nowy|isr. Jaryczów Nowy"
2734,884,Lemberg,Lemberg Umgebung,Wołków,Wołków,,Nawarya,Wołków,,rk.|grk. Wołków|isr. Nawarya
2735,884,Lemberg,Lemberg Umgebung,Wulka Hamulecka,Wulka Hamulecka,,Lemberg,Grzęda,Kościejów,rk. Kościejów|grk. Grzęda|isr. Lemberg (Zniesienie)
2736,884,Lemberg,Lemberg Umgebung,Zagórze,Zagórze,,Nawarya,Wołków,,rk.|grk. Wołków|isr. Nawarya
2737,885,Lemberg,Lemberg Umgebung,Zamarstynów,Zamarstynów,,,Lemberg," Lemberg (Pf. Set. Martin),2","rk. Lemberg (Pf. Set. Martin),2|grk.: Lemberg (Pf. Sct. Paraskeva),Hołosko Wielkie,"
2738,885,Lemberg,Lemberg Umgebung,Zapytów,Zapytów,,Jaryczów Nowy,Zapytów,,rk.|isr. Jaryczów Nowy|grk. Zapytów
2739,885,Lemberg,Lemberg Umgebung,Zarudce,Zarudce: 2,,Lemberg,Zaszków,isr. Lemberg (Zniesienie)  Kościejów,"isr. Lemberg (Zniesienie) rk. Kościejów|grk. Zarudee,isr. Lemberg,(Zniesienie) frk. Kościejów|grk. Zaszków,"
2746,885,Lemberg,Lemberg Umgebung,Zubrza,Zubrza,,Winniki,Sichów,isr. Lemberg (Zniesienie)  Zubrza,isr. Lemberg (Zniesienie) rk. Zubrza|grk. Sichów|isr. Winniki
2747,885,Lemberg,Lemberg Umgebung,Żydatyeze,Żydatycze,,Lemberg,Sroki Lwowskie,Prusy,rk. Prusy|grk. Sroki Lwowskie|isr. Lemberg (Zniesienie)
2748,885,Lemberg,Lemberg Umgebung,Żyrawka,Żyrawka,,Nawarya,Żyrawka,Krotoszyn,rk. Krotoszyn|grk. Żyrawka|isr. Nawarya
2749,885,Lemberg,Szczerzec,Brodki,Brodki,,Szczerzec,Brodki,Rakowiec,rk. Rakowiec|grk. Brodki|isr. Szczerzec
2750,885,Lemberg,Szczerzec,Chrusno Nowe,-,,Szczerzec,Chrusno Stare,Siemianówka,rk. Siemianówka|grk. Chrusno Stare|isr. Szczerzec
2751,885,Lemberg,Szczerzec,Chrusno Stare,Chrusno Stare,,Szczerzec,Chrusno Stare,Siemianówka,rk. Siemianówka|grk. Chrusno Stare|isr. Szczerzec
2752,885,Lemberg,Szczerzec,Czerkasy,Czerkasy,,Szczerzec,Horbacze,Mikołajów (BH: Żydaczów),rk. Mikołajów (BH: Żydaczów)|grk. Horbacze|isr. Szczerzec
2753,885,Lemberg,Szczerzec,Dmytrze,Dmytrze,,Szczerzec,Dmytrze,,rk.|isr. Szczerzec|grk. Dmytrze
2754,885,Lemberg,Szczerzec,Dobrzany,Dobrzany,,Szczerzec,Dobrzany,Siemianówka,rk. Siemianówka|grk. Dobrzany|isr. Szczerzec
2755,885,Lemberg,Szczerzec,Dornfeld,-,,Szczerzec,Dobrzany,Siemianówka,rk. Siemianówka|grk. Dobrzany|isr. Szczerzec
2756,885,Lemberg,Szczerzec,Einsiedel,-,,Szczerzec,,,rk.|isr. Szczerzec
2757,885,Lemberg,Szczerzec,Falkenstein,-,,Szezerzee,Szoki ad Szczerzec,,rk.|isr. Szezerzee|grk. Szoki ad Szczerzec
2758,885,Lemberg,Szczerzec,Glinna,Glinna,,Nawarya,,,rk.|grk.|isr. Nawarya
2759,885,Lemberg,Szczerzec,Głuchowice,Głuchowiec,,Szczerzec,Brodki,Mikołajów (BH: Żydaczów),rk. Mikołajów (BH: Żydaczów)|grk. Brodki|isr. Szczerzec
2760,885,Lemberg,Szczerzec,Horbacze,Horbacze,,Szczerzec,Horbacze Nowarya,,"rk.|isr. Szczerzec|grk. Horbacze,Nowarya"
2761,885,Lemberg,Szczerzec,Humieniec,Humieniec,,Szczerzee,Humieniec,,rk.|isr. Szczerzee|grk. Humieniec
2762,885,Lemberg,Szczerzec,Jastrzębków,Sroki ad Szczerzec,,Szczerzee,Sroki ad Szczerzec,,rk.|isr. Szczerzee|grk. Sroki ad Szczerzec
2763,885,Lemberg,Szczerzec,Krasów,Krasów,,Szezerzee,Krasów,Rakowiec,rk. Rakowiec|grk. Krasów|isr. Szezerzee
2764,885,Lemberg,Szczerzec,Lany,Lany,,Szczerzec,,,rk.|grk.|isr. Szczerzec
2765,885,Lemberg,Szczerzec,Leśniowice,Leśniowice,,Nawarya,Pustomyty,,rk.|isr. Nawarya|grk. Pustomyty
2766,885,Lemberg,Szczerzec,Lindenfeld,-,,Szczerzec,Brodki,Mikołajów (BH: Zydaczów),rk. Mikołajów (BH: Zydaczów)|grk. Brodki|isr. Szczerzec
2767,885,Lemberg,Szczerzec,Lubiana,Lubiana,,Szczerzec,Brodki,Mikołajow (BH: Żydaczów),rk. Mikołajow (BH: Żydaczów)|grk. Brodki|isr. Szczerzec
2768,885,Lemberg,Szczerzec,Maliczkowice,Maliczkowice,,Nawarya,,Hodowica,rk. Hodowica|grk.|isr. Nawarya
2769,885,Lemberg,Szczerzec,Miłoszowice,Miłoszowice,,Nawarya,Miłoszowice,Siemianówka,rk. Siemianówka|grk. Miłoszowice|isr. Nawarya
2770,885,Lemberg,Szczerzec,Mostki,Mostki,,Nawarya,Mostki,,rk.|isr. Nawarya|grk. Mostki
2771,885,Lemberg,Szczerzec,Nagórzany,Nagórzany,,Nawarya,,,rk.|grk.|isr. Nawarya
2772,885,Lemberg,Szczerzec,Nawarya,Nawarya,,Nawarya,,,rk.|grk.|isr. Nawarya
2773,885,Lemberg,Szczerzec,Nikonkowice,Nikonkowice,,Szczerzec,Sroki ad Szczerzec,,rk.|isr. Szczerzec|grk. Sroki ad Szczerzec
2774,885,Lemberg,Szczerzec,Nowosiółki,Nowosiółki,,Szczerzee,Krasów,Rakowiec,rk. Rakowiec|grk. Krasów|isr. Szczerzee
2775,885,Lemberg,Szczerzec,Ostrów,Ostrów,,Szczerzec,,,rk.|grk.|isr. Szczerzec
2776,885,Lemberg,Szczerzec,Piaski,Piaski,,Szczerzec,,,rk.|grk.|isr. Szczerzec
2777,885,Lemberg,Szczerzec,Podsadki,Podsadki,,Nawarya,Porszna,,rk.|isr. Nawarya|grk. Porszna
2778,885,Lemberg,Szczerzec,Polana,"(Polana,Huta Szczerzecka (Gm. Polanka)",,Szczerzec,Polana," Mikołajów (BH Żydaczów),Rakowiec","rk. Mikołajów (BH Żydaczów),Rakowiec|grk. Polana|isr. Szczerzec"
2779,886,Lemberg,Szczerzec,Polanka,Polanka,,Nawarya,Mostki,,rk.|isr. Nawarya|grk. Mostki
2780,886,Lemberg,Szczerzec,Popielany,Popielany,,Szczerzec,Dobrzany,,rk.|isr. Szczerzec|grk. Dobrzany
2781,886,Lemberg,Szczerzec,Porszna,Porszna,,Nawarya,Porszna,,rk.|isr. Nawarya|grk. Porszna
2782,886,Lemberg,Szczerzec,Pustomyty,Pustomyty,,Nawarya,Pustomyty,Hodowica,rk. Hodowica|grk. Pustomyty|isr. Nawarya
2783,886,Lemberg,Szczerzec,Rakowiec,Rakowiec,,Szczerzec,Krasów,Rakowiec,rk. Rakowiec|grk. Krasów|isr. Szczerzec
2784,886,Lemberg,Szczerzec,Reichenbach,Rakowiec,,Szczerzec,Krasów,Rakowiec,rk. Rakowiec|grk. Krasów|isr. Szczerzec
2785,886,Lemberg,Szczerzec,Rosenberg,-,,Szczerzec,,,rk.|grk.|isr. Szczerzec
2786,886,Lemberg,Szczerzec,Serdyca,Serdyca,,Szczerzec,,,rk.|grk.|isr. Szczerzec
2787,886,Lemberg,Szczerzec,Siemianówka,Siemianówka,,Szczerzec,Miłoszowice Szczerzee,Siemianówka,"rk. Siemianówka|grk. Miłoszowice,Szczerzee|isr. Szczerzec"
2788,886,Lemberg,Szczerzec,Sroki ad Szczerzec,Sroki ad Szczerzec,,Szczerzee,Sroki ad Szezerzec,,rk.|isr. Szczerzee|grk. Sroki ad Szezerzec
2789,886,Lemberg,Szczerzec,Szczerzec,Szczerzec,,Szczerzec,,,rk.|grk.|isr. Szczerzec
2790,886,Lemberg,Szczerzec,Zagródki,Zagródki,,Szczerzec,,,rk.|grk.|isr. Szczerzec
2791,886,Lemberg,Winniki,Barszczowice,"Barszczowice,Chałupki (Gm. Barszczowice)",,Jaryczów Nowy,Pikułowice,,rk.|isr. Jaryczów Nowy|grk. Pikułowice
2792,886,Lemberg,Winniki,Bilka Królewska,Bilka Królewska,,Jaryczów Nowy,Zuchorzyce,Biłka Szlachecka,rk. Biłka Szlachecka|grk. Zuchorzyce|isr. Jaryczów Nowy
2793,886,Lemberg,Winniki,Bilka Szlachecka,"Bilka Szlachecka,Zuchorzyce",,Jaryczów Nowy,Zuchorzyce,Bilka Szlachecka,rk. Bilka Szlachecka|grk. Zuchorzyce|isr. Jaryczów Nowy
2794,886,Lemberg,Winniki,Czarnuszowice,Czarnuszowice,,Jaryczów Nowy,Czarnuszowice,Wyżniany (BH: Przemyślany),rk. Wyżniany (BH: Przemyślany)|grk. Czarnuszowice|isr. Jaryczów Nowy
2795,886,Lemberg,Winniki,Czerepin,Czerepin,,Nawarya,Czerepin,Dawidów,rk. Dawidów|grk. Czerepin|isr. Nawarya
2796,886,Lemberg,Winniki,Czyszki,Czyszki,,Winniki,Dmytrowice,Czyszki,rk. Czyszki|grk. Dmytrowice|isr. Winniki
2797,886,Lemberg,Winniki,Czyżyków,Czyżyków,,Winniki,Czyżyków,Czyszki,rk. Czyszki|grk. Czyżyków|isr. Winniki
2798,886,Lemberg,Winniki,Dawidów,Dawidów,,Winniki,Czerepin,Dawidów,rk. Dawidów|grk. Czerepin|isr. Winniki
2799,886,Lemberg,Winniki,Dmytrowice,Dmytrowice,,Winniki,Dmytrowice,Czyszki,rk. Czyszki|grk. Dmytrowice|isr. Winniki
2800,886,Lemberg,Winniki,Gaje,Gaje,,Winniki,Gaje,Czyszki,rk. Czyszki|grk. Gaje|isr. Winniki
2801,886,Lemberg,Winniki,Gańczary,Gańczary,,Winniki,Dmytrowice,Dawidów,rk. Dawidów|grk. Dmytrowice|isr. Winniki
2802,886,Lemberg,Winniki,Głuchowice,Głuchowice,,Winniki,Dymtrowice,Czyszki,rk. Czyszki|grk. Dymtrowice|isr. Winniki
2803,886,Lemberg,Winniki,Hermanów,Hermanów,,Jaryczów Nowy,Hermanów,Biłka Szlachecka,rk. Biłka Szlachecka|grk. Hermanów|isr. Jaryczów Nowy
2804,886,Lemberg,Winniki,Kamienopol,Kamienopol,,Lemberg,Podborce,Prusy,rk. Prusy|grk. Podborce|isr. Lemberg (Zniesienie)
2805,886,Lemberg,Winniki,Krotoszyn,Krotoszyn,,Nawarya,Żyrawka,Krotoszyn,rk. Krotoszyn|grk. Żyrawka|isr. Nawarya
2806,886,Lemberg,Winniki,Lesienice,Lesienice,,Winniki,Lesienice,,rk.|isr. Winniki|grk. Lesienice
2807,886,Lemberg,Winniki,Mikłaszów,Mikłaszów,,Winniki,Mikłaszów,,rk.|isr. Winniki|grk. Mikłaszów
2808,886,Lemberg,Winniki,Milatyeze,Milatyeze,,Nawarya,Wołków,,rk.|grk. Wołków|isr. Nawarya
2809,886,Lemberg,Winniki,Pikułowice,Pikułowice,,Jaryczów Nowy,Pikułowice,Prusy,rk. Prusy|grk. Pikułowice|isr. Jaryczów Nowy
2810,886,Lemberg,Winniki,Podbereżce,Podbereżce,,Winniki,Podbereżee,,rk.|isr. Winniki|grk. Podbereżee
2811,886,Lemberg,Winniki,Podborce,Podboree,,Winniki,Podborce,Prusy,rk. Prusy|grk. Podborce.|isr. Winniki
2812,886,Lemberg,Winniki,Siedliska,Siedliska,,Nawarya,Tołszczów,Wołków,rk. Wołków|grk. Tołszczów|isr. Nawarya
2813,886,Lemberg,Winniki,Tołszczów,Tołszczów,,Nawarya,Tołszczów,Wołków,rk. Wołków|grk. Tołszczów|isr. Nawarya
2814,886,Lemberg,Winniki,Weinbergen,-,,Winniki,,,"rk.|isr. Winniki|gr. Winniki,Podbereżce"
2815,886,Lemberg,Winniki,Winniczki,Winniczki,,Winniki,Dmytrowice,Czyszki,rk. Czyszki|grk. Dmytrowice|isr. Winniki
2816,886,Lemberg,Winniki,Winniki,Winniki,,Winniki,,,rk.|grk.|isr. Winniki
2817,886,Lemberg,Winniki,Zuchorzyce,Zuchorzyce,,Jaryezów Nowy,Zuchorzyce,Biłka Szlachecka,rk. Biłka Szlachecka|grk. Zuchorzyce|isr. Jaryezów Nowy
2818,886,Lemberg,Winniki,Żurawniki,Żurawniki,,Jaryczów Nowy,Czarnuszowice,Wyżniany (BH: Przemyślany),rk. Wyżniany (BH: Przemyślany)|grk. Czarnuszowice|isr. Jaryczów Nowy
2819,886,Limanowa,Limanowa,Bałazówka,Łososina Górna,,Limanowa,,Łososina Górna,rk. Łososina Górna|isr. Limanowa
2820,886,Limanowa,Limanowa,Góra Św. Jana,-,,Limanowa,,Góra Św. Jana,rk. Góra Św. Jana|isr. Limanowa
2821,886,Limanowa,Limanowa,Jadamwola,Czarny Potok (BH: Neusandez),,Limanowa,,Czarny Potok (BH: Neusandez),rk. Czarny Potok (BH: Neusandez)|isr. Limanowa
2822,887,Limanowa,Limanowa,Janowice,Skrzydlna,,Limanowa,," Skrzydlna,Szczyrzyce","rk. Skrzydlna,Szczyrzyce|isr. Limanowa"
2823,887,Limanowa,Limanowa,Jasna,Tymbrk,,Limanowa,,Tymbrk,rk. Tymbrk|isr. Limanowa
2824,887,Limanowa,Limanowa,Jastrzębie,Jastrzębie,,Limanowa,," Czarny Potok (BH: Neusandez),Łuko-wica","rk. Czarny Potok (BH: Neusandez),Łuko-wica|isr. Limanowa"
2825,887,Limanowa,Limanowa,Jaworzna,,,Limanowa,,Ujanowice,rk. Ujanowice|isr. Limanowa
2826,887,Limanowa,Limanowa,Jodłownik,Jodłownik,,Limanowa,," Szczyrzyce,Góra Św. Jana","rk. Szczyrzyce,Góra Św. Jana|isr. Limanowa"
2827,887,Limanowa,Limanowa,Kamienica,Kamienica,,Limanowa,,Kamienica,rk. Kamienica|isr. Limanowa
2828,887,Limanowa,Limanowa,Kamionka Mała,Kamionka Mała,,Limanowa,,Kamionka Mała,rk. Kamionka Mała|isr. Limanowa
2829,887,Limanowa,Limanowa,Kanina,,,Limanowa,,Kanina,rk. Kanina|isr. Limanowa
2830,887,Limanowa,Limanowa,Kisielówka,,,Limanowa,,Rybie Nowe,rk. Rybie Nowe|isr. Limanowa
2831,887,Limanowa,Limanowa,Kobyłezyna,Ujanowice,,Limanowa,,Ujanowice,rk. Ujanowice|isr. Limanowa
2832,887,Limanowa,Limanowa,Kostrza Ryje,,,Limanowa,,Szezyrzyce,rk. Szezyrzyce|isr. Limanowa
2833,887,Limanowa,Limanowa,Koszary,Łososina Górna,,Limanowa,,Łososina Górna,rk. Łososina Górna|isr. Limanowa
2834,887,Limanowa,Limanowa,Krasne,Krasne,,Limanowa,,Góra Św. Jana: Exp.,rk. Góra Św. Jana: Exp.|isr. Limanowa
2835,887,Limanowa,Limanowa,Krosna,,,Limanowa,,Ujanowice,rk. Ujanowice|isr. Limanowa
2836,887,Limanowa,Limanowa,Laskowa,Laskowa,,Limanowa,," Łososina Górna,Rzegocina (BH Bochnia)","rk. Łososina Górna,Rzegocina (BH Bochnia)|isr. Limanowa"
