line_id,code,jg_id,ejl_line,name,dist,prov,area,region,prov1900,prov1930,jg_dist,jg_dist1930,country1900,country1930
1103,GLC_LWW_NWRY,,3393,Miedzeszynek,Warszawa,Warszawa,Congress Poland,Warsaw,,,,,,
1104,PRU_OST_NDNB,-516253,3394,Miedzna,Wegrow,Siedlce,Congress Poland,Lublin,Siedlce,Lublin,Vengrov,Węgrów,Russian Empire,Poland
1105,KVN_RSS_NMKS,-516257,3395,Miedzno,Czestochowa,Piotrkow,Congress Poland,Kielce,Piotrków,Kielce,Chenstokhov,Częstochowa,Russian Empire,Poland
1106,POD_BRT_NMRV,-516329,3397,Mielec,Mielec,Galicia,Galicia,Cracow,Galicia,Kraków,Mielec,Mielec,Austrian Empire,Poland
1107,VLN_TRK_NMNT,-2616728,3398,Melengiany,Sventsiany,Vilna,Pale,Vilna,Vilna,Wilno,Sventsiany,Święciany,,Soviet Union
1108,KVN_PNV_RDZV,-1046439,3399,Mielnica,Brody,Galicia,Galicia,Tarnopol,Galicia,Tarnopol,Borszczów,Borszczów,,Soviet Union
1109,CRL_FRD_NRT,-1046438,3400,Melnitsa,Kovel,Volhynia,Pale,Volhynia,Volhynia,Wołyń,Kovel',Kowel,Russian Empire,Soviet Union
1110,PRU_PMM_NSTT,,3401,Mielniczne,Turka,Galicia,Galicia,Lwow,,,,,,
1111,KVN_TLS_NVRN,-516355,3402,Melnik,Bielsk,Grodno,Pale,Bialystok,Grodno,Białystok,Bielsk,Bielsk,Russian Empire,Poland
1112,VTB_NVL_NVL,-1046531,3403,Mezhirich,Rovno,Volhynia,Pale,Volhynia,Volhynia,Wołyń,Rovno,Równe,Russian Empire,Soviet Union
1113,GLC_LWW_NBYL,-516296,3404,Międzyrzec,Radzyn,Siedlce,Congress Poland,Lublin,Siedlce,Lublin,Radin,Radzyń,Russian Empire,Poland
2663,MNS_SLT_MDVD,-1046548,3406,Myhove,Wiznitz,Bukovina,,Bukovina,Bukovina,Bucovina,Wiznitz,Storojineţ,Austrian Empire,Soviet Union
1114,MNS_NVG_NGNV,-1946240,3407,Mikashevichi,Mozyr,Minsk,Pale,Polesie,Minsk,Polesie,Mozyr',Łuniniec,Russian Empire,Soviet Union
1115,PTR_BND_NMC,-1047258,3410,Mikołajów,Zydaczow,Galicia,Galicia,Stanislawow,Galicia,Stanisławów,Żydaczów,Żydaczów,,Soviet Union
1116,VLN_VLN_NMNC,-1047644,3411,Mikołajów,Bobrka,Galicia,Galicia,Lwow,Galicia,Lwów,Bóbrka,Bóbrka,,Soviet Union
1117,GLC_LWW_NMRW,-516545,3412,Mixstadt,Ostrzeszow,Preussen,Prussia,Poznan,Preußen,Poznań,Posen,Ostrzeszów,Germany,Poland
1118,GRD_BLS_NMRV,-1046700,3413,Mikuliczyn,Nadworna,Galicia,Galicia,Stanislawow,Galicia,Stanisławów,Nadwórna,Nadwórna,,Soviet Union
1119,GLC_CRC_NPLM,-1046703,3414,Mikulińce,Tarnopol,Galicia,Galicia,Tarnopol,Galicia,Tarnopol,Tarnopol,Tarnopol,Austrian Empire,Soviet Union
1120,VLH_KVL_NSKH,-2958143,3415,Mikulino,Orsha,Mogilev,Pale,Smolensk,Mogilev,Russian SSR,Orsha,Smolensk,Russian Empire,Soviet Union
1121,MNS_SLT_NSVZ,-1046724,3418,Milianovichi,Kovel,Volhynia,Pale,Volhynia,Volhynia,Wołyń,Kovel',Kowel,Russian Empire,Soviet Union
2667,WRS_NSH_NSZW,-1046709,3422,Miliyeve,Wiznitz,Bukovina,,Bukovina,Bukovina,Bucovina,Wiznitz,Storojineţ,Austrian Empire,Soviet Union
2694,CRN_NZH_NZHN,,3423,Militsch,Schlesien,Prussia,,Lower Silesia,,,,,,
1122,KHR_KHR_NKLV,-1946311,3426,Miloslavichi,Klimovichi,Mogilev,Pale,Mogilev,Mogilev,Belarus SSR,Klimovichi,Mogilev,Russian Empire,Soviet Union
1123,PRU_OST_NKLK,,3428,Milowka,Zywiec,Galicia,Galicia,Cracow,,,,,,
1124,POD_PRS_NKLV,-1046739,3433,Minkovtsy,Novaia Ushitsa,Podolia,Pale,Kamenets-Podolski,Podolia,Ukraine SSR,Novaia Ushitsa,Kamenets-Podolski,Russian Empire,Soviet Union
1125,EKT_EKT_NKPL,-1946324,3434,Minsk,Minsk,Minsk,Pale,Minsk,Minsk,Belarus SSR,Minsk,Minsk,Russian Empire,Soviet Union
1126,GLC_LWW_NSK,-516724,3435,Nowo-Mińsk,Minsk Mazowiecki,Warszawa,Congress Poland,Warsaw,Warszawa,Warszawa,Novo-Minsk,Mińsk Mazowiecki,Russian Empire,Poland
1127,PTR_BND_NWK,-1946338,3436,Miory,Disna,Vilna,Pale,Vilna,Vilna,Wilno,Disna,Brasław,,Soviet Union
1128,VLN_VLK_NVK,-1946340,3437,Mir,Novogrudok,Minsk,Pale,Nowogrodek,Minsk,Nowogródek,Novogrudok,Stołpce,Russian Empire,Soviet Union
1129,GLC_LWW_NZNK,-1046747,3438,Mirgorod,Mirgorod,Poltava,Pale,Poltava,Poltava,Ukraine SSR,Mirgorod,Poltava,Russian Empire,Soviet Union
1130,EKT_NVM_AMR,-1046799,3440,Miropol,Novograd-Volynskii,Volhynia,Pale,Zhitomir,Volhynia,Ukraine SSR,Novograd-Volynskii,Zhitomir,Russian Empire,Soviet Union
1131,GLC_STN_NZNW,-2616836,3442,Miroslav,Seiny,Suwalki,Congress Poland,Alytus,Suwałki,,Seiny,Alytus,Russian Empire,Soviet Union
1132,PRU_PMM_NRNB,-1046849,3447,Mizoch,Dubno,Volhynia,Pale,Volhynia,Volhynia,Wołyń,Dubno,Zdołbunów,Russian Empire,Soviet Union
1133,TRD_BRD_NGSK,-1055142,3448,Mizuń Stary,Dolina,Galicia,Galicia,Stanislawow,Galicia,Stanisławów,Dolina,Dolina,Austrian Empire,Soviet Union
1134,PRU_OST_NRDN,-516819,3451,Mława,Mlawa,Plock,Congress Poland,Warsaw,Płock,Warszawa,Mlava,Mława,Russian Empire,Poland
1135,VLH_OVR_NRNS,-1046859,3453,Mlynov,Dubno,Volhynia,Pale,Volhynia,Volhynia,Wołyń,Dubno,Dubno,Russian Empire,Soviet Union
1136,MGL_GML_NSVC,-516962,3454,Mniszew,Kozienice,Radom,Congress Poland,Kielce,Radom,Kielce,Kozenitsy,Kozienice,Russian Empire,Poland
1137,CRN_NZH_NSVK,-517039,3458,Modliborzyce,Janow,Lublin,Congress Poland,Lublin,Lublin,Lublin,Ianov,Janów,Russian Empire,Poland
1138,BSS_KHT_NVSL,-517096,3470,Mogielnica,Grojec,Warszawa,Congress Poland,Warsaw,Warszawa,Warszawa,Groitsy,Grójec,Russian Empire,Poland
1139,KHR_ALK_NVPR,-1945803,3471,Mogilev,Mogilev,Mogilev,Pale,Mogilev,Mogilev,Belarus SSR,Mogilev,Mogilev,Russian Empire,Soviet Union
1140,KIV_BRD_NVPR,-1046905,3472,Mogilev,Mogilev,Podolia,Pale,Vinnitsa,Podolia,Ukraine SSR,Mogilev,Vinnitsa,Russian Empire,Soviet Union
1141,POD_NVU_NVUS,-517108,3473,Mogilno,Mogilno,Preussen,Prussia,Poznan,Preußen,Poznań,Posen,Mogilno,Germany,Poland
1142,NVG_NVG_VLKN,-1946405,3474,Mogilno,Igumen,Minsk,Pale,Minsk,Minsk,Belarus SSR,Igumen,Minsk,Russian Empire,Soviet Union
1143,CRN_NVG_NVGR,-517125,3480,Mokobody,Siedlce,Siedlce,Congress Poland,Lublin,Siedlce,Lublin,Siedlets,Siedlce,Russian Empire,Poland
1144,KHR_ELZ_NVAR,-1046938,3481,Mokraia Kaligorka,Zvenigorodka,Kiev,Pale,Kiev,Kiev,Ukraine SSR,Zvenigorodka,Kiev,Russian Empire,Soviet Union
1145,EKT_ALK_BGDR,-1946437,3484,Molchad,Slonim,Grodno,Pale,Nowogrodek,Grodno,Nowogródek,Slonim,Baranowicze,Russian Empire,Soviet Union
2614,POD_LTN_NVKN,-1164579,3486,Moldovita,Kimpolung,Bukovina,,Bukovina,Bukovina,Bucovina,Kimpolung,Câmpu-Lung,Austrian Empire,Romania
1146,KHR_ELZ_NVMR,-2616888,3487,Maliaty,Vilnius,Vilna,Pale,Utena,Vilna,,Vilnius,Utena,,Soviet Union
1147,EKT_NVM_NVMS,-1945843,3490,Molodechno,Vileika,Vilna,Pale,Vilna,Vilna,Wilno,Vileika,Mołodeczno,,Soviet Union
1148,KHR_ANN_NVPV,-1047031,3494,Monasterzyska,Buczacz,Galicia,Galicia,Tarnopol,Galicia,Tarnopol,Buczacz,Buczacz,Austrian Empire,Soviet Union
1149,KHR_KHR_NVPL,-1047028,3496,Monastyrishche,Lipovets,Kiev,Pale,Vinnitsa,Kiev,Ukraine SSR,Lipovets,Vinnitsa,Russian Empire,Soviet Union
1150,PSK_NVR_NVRZ,-2959841,3497,Monastyrshchina,Mstislavl,Mogilev,Pale,Smolensk,Mogilev,Russian SSR,Mstislavl',Smolensk,Russian Empire,Soviet Union
1151,PSK_VLK_NVSK,,3498,Monchocice,Kielce,Radom,Congress Poland,Kielce,,,,,,
1152,KHR_ELZ_PVLV,-517273,3511,Mordy,Siedlce,Siedlce,Congress Poland,Lublin,Siedlce,Lublin,Siedlets,Siedlce,Russian Empire,Poland
1153,KHR_KHR_NVVT,-1047129,3517,Mościska,Mosciska,Galicia,Galicia,Lwow,Galicia,Lwów,Mościska,Mościska,,Soviet Union
1154,KHR_KHR_NVVR,-2616904,3518,Masiady,Telshi,Kovno,Pale,Kretinga,Kovno,,Tel'shi,Kretinga,Russian Empire,Soviet Union
1155,KHR_KHR_NVZH,-1047094,3519,Moshny,Cherkasy,Kiev,Pale,Kiev,Kiev,Ukraine SSR,Cherkasy,Kiev,Russian Empire,Soviet Union
1156,CRN_NVZ_NVZY,-1047110,3520,Moskalówka,Kosow,Galicia,Galicia,Stanislawow,Galicia,Stanisławów,Kosów,Kosów,,Soviet Union
1157,EKT_ALK_NVZL,-1047138,3524,Mostovoe,Ananev,Kherson,Pale,Odessa,Kherson,Ukraine SSR,Anan'ev,Odessa,Russian Empire,Soviet Union
1158,MGL_STR_NVYB,-1946101,3525,Mosty,Grodno,Grodno,Pale,Bialystok,Grodno,Białystok,Grodna,Grodno,Russian Empire,Soviet Union
1159,KIV_SKV_NVFS,-517402,3526,Mosty Małe,Rawa,Galicia,Galicia,Lwow,Galicia,Lwów,Rawa Ruska,Rawa Ruska,Austrian Empire,Poland
1160,KHR_KHR_NVYB,-1946144,3530,Mozyr,Mozyr,Minsk,Pale,Polesie,Minsk,Belarus SSR,Mozyr',Polesie,Russian Empire,Soviet Union
1161,PTR_RVA_NWMS,-517465,3531,Mrotschen,Wyrzysk,Preussen,Prussia,Warsaw,Preußen,Poznań,Posen,Wyrzysk,Germany,Poland
1162,GLC_LWW_NWMS,-1946576,3532,Mstibovo,Volkovysk,Grodno,Pale,Bialystok,Grodno,Białystok,Volkovysk,Wołkowysk,Russian Empire,Soviet Union
1163,WRS_PLN_NWMS,-1946579,3534,Mstislavl,Mstislavl,Mogilev,Pale,Mogilev,Mogilev,Belarus SSR,Mstislavl',Mogilev,Russian Empire,Soviet Union
1164,GLC_LWW_NWSL,-1946578,3535,Mstizh,Borisov,Minsk,Pale,Minsk,Minsk,Belarus SSR,Borisov,Minsk,Russian Empire,Soviet Union
1165,GLC_TRN_NWSL,-517524,3536,Mstów,Czestochowa,Piotrkow,Congress Poland,Kielce,Piotrków,Kielce,Chenstokhov,Częstochowa,Russian Empire,Poland
1166,LBL_LBL_NWNY,-517537,3537,Mszana Dolna,Limanowa,Galicia,Galicia,Cracow,Galicia,Kraków,Limanowa,Limanowa,Austrian Empire,Poland
1167,LMZ_LMZ_NVGR,-517546,3538,Mszczonów,Blonie,Warszawa,Congress Poland,Warsaw,Warszawa,Warszawa,Blony,Błonie,Russian Empire,Poland
1168,MNS_NVG_NVGR,-550171,3540,Muehlhausen (I),,,,East Prussia,,,,,,
1169,GRD_SLN_NVLN,-1054967,3559,Staraia Murafa,Lampol,Podolia,Pale,Vinnitsa,Podolia,Ukraine SSR,Iampol',Vinnitsa,Russian Empire,Soviet Union
1170,VLN_LDA_NVYD,-1047211,3560,Muravitsa,Dubno,Volhynia,Pale,Volhynia,Volhynia,Wołyń,Dubno,Dubno,Russian Empire,Soviet Union
1171,GRD_VLK_NVYD,-1047220,3561,Murovannye Kurilovtsy,Novaia Ushitsa,Podolia,Pale,Vinnitsa,Podolia,Ukraine SSR,Novaia Ushitsa,Vinnitsa,Russian Empire,Soviet Union
1172,WRS_WRS_NWYD,-2616935,3563,Musniki,Vilnius,Vilna,Pale,Ukmerge,Vilna,,Vilnius,Ukmergė,,Soviet Union
1173,GRD_SKL_NVYD,-517607,3565,Muszyna,Nowy Sacz,Galicia,Galicia,Cracow,Galicia,Kraków,Nowy Sącz,Nowy Sącz,,Poland
1174,KLC_STP_NWYK,-517651,3570,Myślenice,Myslenice,Galicia,Galicia,Cracow,Galicia,Kraków,Myślenice,Myślenice,,Poland
2720,VLN_DSN_NVPG,-517680,3571,Myslowice,Schlesien,Prussia,,Silesia,Preußen,Sląsk,Schlesien,Katowice,Germany,Poland
1175,GLC_CRC_NWYS,-517704,3572,Myszków,Bedzin,Piotrkow,Congress Poland,Kielce,Piotrków,Kielce,Bendin,Zawiercie,Russian Empire,Poland
1176,LMZ_OST_NR,-517712,3573,Myshinets,Ostrolenka,Lomza,Congress Poland,Bialystok,Łomża,Białystok,Ostrolenka,Ostrołęka,Russian Empire,Poland
1177,MGL_SNN_OBCH,-517739,3578,Nadarzyn,Blonie,Warszawa,Congress Poland,Warsaw,Warszawa,Warszawa,Blony,Błonie,Russian Empire,Poland
1178,KVN_NVL_ABL,-1047303,3580,Nadezhnaia,Mariupol,Ekaterinoslav,Mainland Russia,Zaporozhe,Ekaterinoslav,Ukraine SSR,Mariupol',Zaporozhe,Russian Empire,Soviet Union
1179,GLC_STN_OBRT,-1047320,3583,Nadwórna,Nadworna,Galicia,Galicia,Stanislawow,Galicia,Stanisławów,Nadwórna,Nadwórna,,Soviet Union
1180,POD_OLG_OBDV,-1047331,3584,Malyi I Bolshoi Nagartov,Kherson,Kherson,Pale,Nikolaiev,Kherson,Ukraine SSR,Kherson,Nikolaiev,Russian Empire,Soviet Union
1181,MGL_ORS_OBLT,,3585,Nagorzanka,Buczacz,Galicia,Galicia,Tarnopol,,,,,,
1182,PRU_PSN_OBRS,-1047330,3603,Nahaczów,Jaworow,Galicia,Galicia,Lwow,Galicia,Lwów,Jaworów,Jaworów,,Soviet Union
1183,KIV_KIV_OBKH,-517826,3604,Nakel,Wyrzysk,Preussen,Prussia,Poznan,Preußen,Poznań,Posen,Wyrzysk,Germany,Poland
1184,KHR_ODS_OCHK,,3607,Nalenczow,Pulawy,Lublin,Congress Poland,Lublin,,,,,,
1185,GLC_CRC_OCHT,-1946652,3608,Nalibok,Oshmiany,Vilna,Pale,Nowogrodek,Vilna,Nowogródek,Oshmiany,Wołożyn,,Soviet Union
2749,GRD_SKL_ODLS,-517848,3610,Namyslow,Schlesien,Prussia,,Lower Silesia,Preußen,Preußen,Schlesien,Niederschlesien,Germany,Poland
1186,KHR_ODS_ODSS,-1047372,3618,Narajów,Brzezany,Galicia,Galicia,Tarnopol,Galicia,Tarnopol,Brzeżany,Brzeżany,,Soviet Union
1187,RDM_OPC_ODRZ,-517875,3619,Narev,Bielsk,Grodno,Pale,Bialystok,Grodno,Białystok,Bielsk,Bielsk,Russian Empire,Poland
1188,LVL_RIG_OGR,-517877,3620,Narevka,Pruzhany,Grodno,Pale,Bialystok,Grodno,Białystok,Pruzhany,Bielsk,Russian Empire,Poland
1189,LBL_LBR_OKRZ,-1047381,3621,Narodichi,Ovruch,Volhynia,Pale,Zhitomir,Volhynia,Ukraine SSR,Ovruch,Zhitomir,Russian Empire,Soviet Union
1190,WRS_WRS_OKNW,-517886,3623,Narol,Cieszanow,Galicia,Galicia,Lwow,Galicia,Lwów,Cieszanów,Lubaczów,,Poland
1191,GLC_TRN_OLSK,-1946669,3624,Narovlia,Riechitsa,Minsk,Pale,Polesie,Minsk,Belarus SSR,Riechitsa,Polesie,Russian Empire,Soviet Union
1192,PRU_SCH_RSNB,-2623958,3625,Narva,Iamburg,Sankt-Peterburg,Mainland Russia,,Sankt-Peterburg,,Iamburg,,Russian Empire,Soviet Union
1193,GLC_LWW_OLSZ,-517913,3629,Nasielsk,Pultusk,Warszawa,Congress Poland,Warsaw,Warszawa,Warszawa,Pultusk,Pułtusk,Russian Empire,Poland
1194,VLH_OVR_OLVS,,3634,Naugard,Pommern,Preussen,Prussia,Pomerania,,,,,,
2675,POD_OLG_OLGP,,3634,Naugard,Pommern,Prussia,,Pomerania,,,,,,
1195,VLH_LTS_OLZR,-1047417,3639,Nawarya,Lwow,Galicia,Galicia,Lwow,Galicia,Lwów,Lwów,Lwów,,Soviet Union
1196,VLN_TRK_OLKN,-518022,3656,Neidenburg,Nidzica,Preussen,Prussia,East Prussia,Preußen,Preußen,Ostpreußen,Ostpreußen,,Poland
2732,KLC_OLK_OLKS,-519190,3658,Nysa,Schlesien,Prussia,,Upper Silesia,Preußen,Preußen,Schlesien,Oberschlesien,Germany,Poland
1197,GLC_CRC_OLPN,-2617087,3661,Nemokshty,Rossieny,Kovno,Pale,Raseiniai,Kovno,,Rossieny,Raseiniai,Russian Empire,Soviet Union
1198,KIV_ZVN_OLSH,-1047506,3664,Nemirov,Bratslav,Podolia,Pale,Vinnitsa,Podolia,Ukraine SSR,Bratslav,Vinnitsa,Russian Empire,Soviet Union
1199,PRU_OST_ALLN_2,-2617098,3665,Niemonoitse,Troki,Vilna,Pale,Alytus,Vilna,,Troki,Alytus,,Soviet Union
1200,VLH_DBN_OLYK,-2617100,3666,Radzivilishki,Poneviezh,Kovno,Pale,Birzai,Kovno,,Poneviezh,Biržai,Russian Empire,Soviet Union
1201,KVN_NVL_GNSH,-3211216,3671,Nereta,Fridrikhshtadt,Courland,Mainland Russia,Zemgale,Courland,Zemgale,Fridrikhshtadt,Jēkabpils,Russian Empire,Soviet Union
2754,VLN_TRK_GNSH,-529632,3687,Sroda Slaska,Schlesien,Prussia,,Lower Silesia,Preußen,Preußen,Schlesien,Niederschlesien,Germany,Poland
2766,VLH_VLD_OPLN,-518601,3693,Nowa Sol,Schlesien,Prussia,,Lower Silesia,Preußen,Preußen,Schlesien,Niederschlesien,Germany,Poland
2727,RDM_OPT_OPTW,-523821,3696,Prudnik,Schlesien,Prussia,,Upper Silesia,Preußen,Preußen,Schlesien,Oberschlesien,Germany,Poland
1202,KLC_PNC_OPTW,-531884,3702,Neustettin,Pommern,Preussen,Prussia,Pomerania,Preußen,Preußen,Pommern,Pommern,Germany,Poland
1203,PSK_OPC_OPCH,-2617128,3705,Nevorany,Telshi,Kovno,Pale,Telsai,Kovno,,Tel'shi,Telšiai,Russian Empire,Soviet Union
1204,RDM_OPC_OPCZ,-2964395,3707,Nevel,Nevel,Vitebsk,Pale,Kalinin,Vitebsk,Russian SSR,Nevel',Kalinin,Russian Empire,Soviet Union
1205,LBL_PLW_OPL,-518042,3710,Niebylec,Rzeszow,Galicia,Galicia,Lwow,Galicia,Lwów,Rzeszów,Strzyżów,,Poland
1206,KIV_LPV_ORTV,-1946156,3731,Medviedichi,Slutsk,Minsk,Pale,Nowogrodek,Minsk,Nowogródek,Slutsk,Baranowicze,Russian Empire,Soviet Union
1207,TRD_BRD_ORKH,-1946708,3734,Negnevichi,Novogrudok,Minsk,Pale,Nowogrodek,Minsk,Nowogródek,Novogrudok,Nowogródek,Russian Empire,Soviet Union
1208,BSS_ORG_ORGV,-518213,3735,Niemce,Bedzin,Piotrkow,Congress Poland,Lublin,Piotrków,Kielce,Bendin,Będzin,Russian Empire,Poland
1209,POD_KMN_ORYN,-2617092,3736,Niemenchin,Vilnius,Vilna,Pale,Vilna,Vilna,Wilno,Vilnius,Wilno-Troki,,Soviet Union
1210,ORL_ORL_ORL,-1047507,3737,Niemirów,Rawa,Galicia,Galicia,Lwow,Galicia,Lwów,Rawa Ruska,Rawa Ruska,Austrian Empire,Soviet Union
1211,GRD_BLS_ORL,-518245,3738,Nemirovo,Bielsk,Grodno,Pale,Bialystok,Grodno,Białystok,Bielsk,Bielsk,Russian Empire,Poland
1212,VLN_LDA_ORL,-518285,3741,Niepołomice,Bochnia,Galicia,Galicia,Cracow,Galicia,Kraków,Bochnia,Bochnia,Austrian Empire,Poland
1213,GLC_LWW_ORW,-1047558,3742,Nesukhoizhi,Kovel,Volhynia,Pale,Volhynia,Volhynia,Wołyń,Kovel',Kowel,Russian Empire,Soviet Union
1214,MGL_ORS_ORSH,-1946768,3743,Nesvizh,Slutsk,Minsk,Pale,Nowogrodek,Minsk,Nowogródek,Slutsk,Nieśwież,Russian Empire,Soviet Union
1215,PRU_OST_ORTL,-518342,3744,Nieszawa,Nieszawa,Warszawa,Congress Poland,Warsaw,Warszawa,Warszawa,Neshava,Nieszawa,Russian Empire,Poland
1216,KLS_VLN_OSJK,-1047887,3747,Niezhin,Niezhin,Chernigov,Pale,Chernigov,Chernigov,Ukraine SSR,Niezhin,Chernigov,Russian Empire,Soviet Union
1217,SDL_GRV_OSCK,-1047257,3751,Nikolaev,Kherson,Kherson,Pale,Nikolaiev,Kherson,Ukraine SSR,Kherson,Nikolaiev,Russian Empire,Soviet Union
1218,GLC_CRC_OSK,,3752,Nikolaiken,Ketrzyn,Preussen,Prussia,East Prussia,,,,,,
1219,WRS_NSH_OSCN,-1047643,3753,Nikolaev,Proskurov,Podolia,Pale,Kamenets-Podolski,Podolia,Ukraine SSR,Proskurov,Kamenets-Podolski,Russian Empire,Soviet Union
1220,TRD_BRD_BRDN,-1047778,3754,Nikopol,Ekaterinoslav,Ekaterinoslav,Mainland Russia,Dnepropetrovsk,Ekaterinoslav,Ukraine SSR,Ekaterinoslav,Dnepropetrovsk,Russian Empire,Soviet Union
1221,MNS_BBR_OSPV,-518436,3759,Nisko,Nisko,Galicia,Galicia,Lwow,Galicia,Lwów,Nisko,Nisko,Austrian Empire,Poland
1222,GLC_STN_OSLW,-518458,3761,Niwka,Bedzin,Piotrkow,Congress Poland,Kielce,Piotrków,Kielce,Bendin,Będzin,Russian Empire,Poland
1223,VLH_RVN_OSV,-1946823,3762,Nivki,Vileika,Vilna,Pale,Vilna,Vilna,Wilno,Vileika,Wilejka,,Soviet Union
1224,CRN_OST_OSTR,-1047796,3763,Niżankowice,Przemysl,Galicia,Galicia,Lwow,Galicia,Lwów,Przemyśl,Przemyśl,,Soviet Union
1225,PRU_OST_OSTR,-1047807,3764,Amur,Novomoskovsk,Ekaterinoslav,Mainland Russia,Dnepropetrovsk,Ekaterinoslav,Ukraine SSR,Novomoskovsk,Dnepropetrovsk,Russian Empire,Soviet Union
1226,VLH_OST_OSTR,-1047832,3767,Niżniów,Tlumacz,Galicia,Galicia,Stanislawow,Galicia,Stanisławów,Tłumacz,Tłumacz,,Soviet Union
1227,LMZ_OSTL_OSTR,,3773,Noerenberg,Pommern,Preussen,Prussia,Pomerania,,,,,,
2671,VLH_NVG_OSTR,,3773,Noerenberg,Pommern,Prussia,,Pomerania,,,,,,
1228,MNS_MNS_OSTR,-1051547,3774,Nogaisk,Berdiansk,Taurida,Pale,Zaporozhe,Taurida,Ukraine SSR,Berdiansk,Zaporozhe,Russian Empire,Soviet Union
1229,PSK_OST_OSTR,,3779,Nordenburg,Frydlad,Preussen,Prussia,East Prussia,,,,,,
1230,MGL_SNN_OSTR,-1047900,3785,Norinsk,Ovruch,Volhynia,Pale,Zhitomir,Volhynia,Ukraine SSR,Ovruch,Zhitomir,Russian Empire,Soviet Union
1231,SDL_VLD_OSTR,-1946857,3787,Nosovichi,Gomel,Mogilev,Pale,Gomel,Mogilev,Belarus SSR,Gomel',Gomel,Russian Empire,Soviet Union
1232,RDM_OPT_OSTR,-1047912,3788,Nosovka,Niezhin,Chernigov,Pale,Chernigov,Chernigov,Ukraine SSR,Niezhin,Chernigov,Russian Empire,Soviet Union
1233,LMZ_OST_OSTR,-1048544,3789,Novoselitsy,Khotin,Bessarabia,Pale,Bessarabia,Bessarabia,Basarabia,Khotin,Hotin,Russian Empire,Soviet Union
1234,PRU_PSN_OSTR,-1048027,3797,Novaia Praga,Aleksandriia,Kherson,Pale,Kirovograd,Kherson,Ukraine SSR,Aleksandriia,Kirovograd,Russian Empire,Soviet Union
1235,VLH_DBN_OSTR,-1051730,3798,Novaia Priluka,Berdichev,Kiev,Pale,Vinnitsa,Kiev,Ukraine SSR,Berdichev,Vinnitsa,Russian Empire,Soviet Union
1236,VLN_LDA_OSTR,-1047930,3799,Novaia Ushitsa,Novaia Ushitsa,Podolia,Pale,Kamenets-Podolski,Podolia,Ukraine SSR,Novaia Ushitsa,Kamenets-Podolski,Russian Empire,Soviet Union
1237,VTB_DRS_OSV,-2968530,3805,Velikii Novgorod,Novgorod,Novgorod,Mainland Russia,Leningrad,Novgorod,Russian SSR,Novgorod,Leningrad,Russian Empire,Soviet Union
1238,GLC_CRC_OSWC,-1048076,3806,Novgorod-Sieversk,Novgorod-Sieversk,Chernigov,Pale,Chernigov,Chernigov,Ukraine SSR,Novgorod-Sieversk,Chernigov,Russian Empire,Soviet Union
1239,VLN_OSH_OSHM,-1048149,3811,Novo-Arkhangelsk,Elizavetgrad,Kherson,Pale,Kirovograd,Kherson,Ukraine SSR,Elizavetgrad,Kirovograd,Russian Empire,Soviet Union
1240,GLC_STN_OTTY,-1048192,3814,Bogodarovka,Aleksandrovsk,Ekaterinoslav,Mainland Russia,Zaporozhe,Ekaterinoslav,Ukraine SSR,Aleksandrovsk,Zaporozhe,Russian Empire,Soviet Union
1241,WRS_NWM_OTWC,-1048924,3819,Novo-Konstantinov,Litin,Podolia,Pale,Kamenets-Podolski,Podolia,Ukraine SSR,Litin,Kamenets-Podolski,Russian Empire,Soviet Union
1242,KHR_ODS_OVDP,-1048376,3821,Novomirgorod,Elizavetgrad,Kherson,Pale,Kirovograd,Kherson,Ukraine SSR,Elizavetgrad,Kirovograd,Russian Empire,Soviet Union
1243,VLH_OVR_OVRC,-1048384,3822,Novomoskovsk,Novomoskovsk,Ekaterinoslav,Mainland Russia,Dnepropetrovsk,Ekaterinoslav,Ukraine SSR,Novomoskovsk,Dnepropetrovsk,Russian Empire,Soviet Union
1244,MNS_BBR_OZRC,-1048452,3823,Novo-Pavlovka,Ananev,Kherson,Pale,Odessa,Kherson,Ukraine SSR,Anan'ev,Odessa,Russian Empire,Soviet Union
1245,POD_MGL_OZRN,-1048509,3826,Novo-Poltavka,Kherson,Kherson,Pale,Nikolaiev,Kherson,Ukraine SSR,Kherson,Nikolaiev,Russian Empire,Soviet Union
1246,RDM_OPT_OZRW,-2970183,3828,Novorzhev,Novorzhev,Pskov,Mainland Russia,Kalinin,Pskov,Russian SSR,Novorzhev,Kalinin,Russian Empire,Soviet Union
1247,VLH_VLD_OZDT,-2970575,3830,Novosokolniki,Velikie Luki,Pskov,Mainland Russia,Kalinin,Pskov,Russian SSR,Velikie Luki,Kalinin,Russian Empire,Soviet Union
1248,MNS_IGM_UZLN,-1048752,3831,Pavlovsk,Elizavetgrad,Kherson,Pale,Kirovograd,Kherson,Ukraine SSR,Elizavetgrad,Kirovograd,Russian Empire,Soviet Union
1249,KLS_LNC_OZRK,-1048782,3832,Novo-Vitebsk,Kherson,Kherson,Pale,Dnepropetrovsk,Kherson,Ukraine SSR,Kherson,Dnepropetrovsk,Russian Empire,Soviet Union
1250,PTR_LSK_PBNC,-1048796,3833,Novo-Vorontsovka,Kherson,Kherson,Pale,Nikolaiev,Kherson,Ukraine SSR,Kherson,Nikolaiev,Russian Empire,Soviet Union
