line_id,code,jg_id,ejl_line,name,dist,prov,area,region,prov1900,prov1930,jg_dist,jg_dist1930,country1900,country1930
154,KIV_KIV_BRDN,-1035940,566,Bolechów,Dolina,Galicia,Galicia,Stanislawow,Galicia,Stanisławów,Dolina,Dolina,Austrian Empire,Soviet Union
155,POD_LMP_BRVK,-1035949,569,Bolgrad,Izmail,Bessarabia,Pale,Bessarabia,Bessarabia,Basarabia,Izmail,Ismail,Russian Empire,Soviet Union
156,GLC_CRC_BRW,-494493,570,Bolimów,Lowicz,Warszawa,Congress Poland,Lodz,Warszawa,Warszawa,Lovich,Łowicz,Russian Empire,Poland
157,KIV_SKV_BRSH,-1059017,573,Vradievka,Ananev,Kherson,Pale,Odessa,Kherson,Ukraine SSR,Anan'ev,Odessa,Russian Empire,Soviet Union
158,GLC_TRN_BRSZ,-1057571,574,Bolshaia Aleksandrovka,Kherson,Kherson,Pale,Nikolaiev,Kherson,Ukraine SSR,Kherson,Nikolaiev,Russian Empire,Soviet Union
159,GLC_LWW_BRYN,-1036032,575,Bolshie Nizgurtsy,Berdichev,Kiev,Pale,Zhitomir,Kiev,Ukraine SSR,Berdichev,Zhitomir,Russian Empire,Soviet Union
160,PLT_PRS_BRSP,-1056385,576,Bolshoi Tokmak,Berdiansk,Taurida,Pale,Zaporozhe,Taurida,Ukraine SSR,Berdiansk,Zaporozhe,Russian Empire,Soviet Union
161,CRN_BRZ_BRZN,-1036038,577,Bołszowce,Rohatyn,Galicia,Galicia,Stanislawow,Galicia,Stanisławów,Rohatyn,Rohatyn,Austrian Empire,Soviet Union
162,MNS_RCH_BRGN,-1034974,586,Mikhailovka,Dubno,Volhynia,Pale,Volhynia,Volhynia,Wołyń,Dubno,Dubno,Russian Empire,Soviet Union
163,POD_VNN_BRLV,-1941088,588,Borisov,Borisov,Minsk,Pale,Minsk,Minsk,Belarus SSR,Borisov,Minsk,Russian Empire,Soviet Union
164,LMZ_OST_BRNS,-1036155,594,Borodianka,Kiev,Kiev,Pale,Kiev,Kiev,Ukraine SSR,Kiev,Kiev,Russian Empire,Soviet Union
165,KVN_NVL_BRSL,-1036183,596,Borovka,Lampol,Podolia,Pale,Vinnitsa,Podolia,Ukraine SSR,Iampol',Vinnitsa,Russian Empire,Soviet Union
166,KHR_ALK_BRTL,-494726,598,Borowa,Mielec,Galicia,Galicia,Cracow,Galicia,Kraków,Mielec,Mielec,Austrian Empire,Poland
167,KHR_ELZ_BRTS,-1036201,602,Borshchagovka,Skvira,Kiev,Pale,Vinnitsa,Kiev,Ukraine SSR,Skvira,Vinnitsa,Russian Empire,Soviet Union
168,POD_BRT_BRTS,-1036203,603,Borszczów,Brody,Galicia,Galicia,Tarnopol,Galicia,Tarnopol,Borszczów,Borszczów,,Soviet Union
169,PRU_OST_BRNS,-1036118,604,Borynia,Turka,Galicia,Galicia,Lwow,Galicia,Lwów,Turka,Turka,Austrian Empire,Soviet Union
170,GRD_BRS_BRST,-1036130,606,Borispol,Pereiaslav,Poltava,Pale,Kiev,Poltava,Ukraine SSR,Pereiaslav,Kiev,Russian Empire,Soviet Union
171,EKT_SLV_BRNK,-1036254,608,Borzna,Borzna,Chernigov,Pale,Chernigov,Chernigov,Ukraine SSR,Borzna,Chernigov,Russian Empire,Soviet Union
172,ORL_BRN_BRNS,-1941818,627,Bragin,Riechitsa,Minsk,Pale,Polesie,Minsk,Belarus SSR,Riechitsa,Polesie,Russian Empire,Soviet Union
173,BSS_KHT_BRCH,-1036303,629,Brailov,Vinnitsa,Podolia,Pale,Vinnitsa,Podolia,Ukraine SSR,Vinnitsa,Vinnitsa,Russian Empire,Soviet Union
174,BSS_SRK_BRCH,-495065,635,Branshchik,Ostrov,Lomza,Congress Poland,Bialystok,Łomża,Białystok,Ostrov,Ostrów,Russian Empire,Poland
175,PRU_WST_STRS,-1941824,636,Braslav,Novoaleksandrovsk,Kovno,Pale,Vilna,Kovno,Wilno,Novoaleksandrovsk,Brasław,Russian Empire,Soviet Union
176,GLC_TRN_BRDY,-1036326,639,Bratoliubovka,Aleksandriia,Kherson,Pale,Kirovograd,Kherson,Ukraine SSR,Aleksandriia,Kirovograd,Russian Empire,Soviet Union
177,LMZ_OST_BRK,-1036330,640,Bratskoe,Elizavetgrad,Kherson,Pale,Odessa,Kherson,Ukraine SSR,Elizavetgrad,Odessa,Russian Empire,Soviet Union
178,GLC_STN_BRZN,-1036331,641,Bratslav,Bratslav,Podolia,Pale,Vinnitsa,Podolia,Ukraine SSR,Bratslav,Vinnitsa,Russian Empire,Soviet Union
179,CRN_OST_BRVR,-495057,644,Braunsberg,Braniewo,Preussen,Prussia,East Prussia,Preußen,Preußen,Ostpreußen,Ostpreußen,,Poland
2613,KVN_PNV_BRNV,-1153702,647,Breaza,Kimpolung,Bukovina,,Bukovina,Bukovina,Bucovina,Kimpolung,Câmpu-Lung,Austrian Empire,Romania
2627,KIV_RDM_BRSL,-1153697,647,Breaza,Unknown,Bukovina,,Bukovina,Wallachia (Greater),Muntenia,Prahova,Prahova,,Romania
2750,WRS_VLT_BRZS,-537080,656,Wroclaw,Schlesien,Prussia,,Lower Silesia,Preußen,Preußen,Schlesien,Niederschlesien,Germany,Poland
180,KLC_MKH_BRZS,-1941830,657,Brest-Litovsk,Brest-Litovsk,Grodno,Pale,Polesie,Grodno,Polesie,Brest-Litovsk,Brześć nad Bugiem,Russian Empire,Soviet Union
181,GLC_TRN_BRZZ,-1036421,666,Brianka,Slavianoserbsk,Ekaterinoslav,Mainland Russia,Voroshilovgrad,Ekaterinoslav,Ukraine SSR,Slavianoserbsk,Voroshilovgrad,Russian Empire,Soviet Union
182,GLC_CRC_BRZS,-2893495,667,Briansk,Briansk,Orel,Mainland Russia,Oriol,Orel,Russian SSR,Briansk,Oriol,Russian Empire,Soviet Union
2528,GRD_GRD_VLKB,-495064,667,Briansk,Bielsk,Grodno,Pale,Oriol,Grodno,Białystok,Bielsk,Bielsk,Russian Empire,Poland
183,GLC_LWW_BRZZ,-2276135,668,Brichany,Khotin,Bessarabia,Pale,Bessarabia,Bessarabia,Basarabia,Khotin,Hotin,Russian Empire,Soviet Union
184,PRU_PMM_BBLT,-2276136,669,Bricheva,Soroki,Bessarabia,Pale,Bessarabia,Bessarabia,Basarabia,Soroki,Soroca,Russian Empire,Soviet Union
2743,GLC_TRN_BCZC,-495435,670,Brzeg,Schlesien,Prussia,,Lower Silesia,Preußen,Preußen,Schlesien,Niederschlesien,Germany,Poland
2628,MGL_RGC_BDKS,,676,Brodina,Radautz,Bukovina,,Bukovina,,,,,,
185,GLC_TRN_BDZN,-495143,677,Strasburg,Brodnica,Preussen,Prussia,Pomerania,Preußen,Pomorze,Westpreußen,Brodnica,,Poland
186,LBL_LBR_BDZS,-1036374,678,Brody,Brody,Galicia,Galicia,Tarnopol,Galicia,Tarnopol,Brody,Brody,Austrian Empire,Soviet Union
187,PRU_PMM_BTW,-495197,679,Brok,Ostrov,Lomza,Congress Poland,Bialystok,Łomża,Białystok,Ostrov,Ostrów,Russian Empire,Poland
188,PRU_PSN_BK,-1036390,680,Brożniów,Dolina,Galicia,Galicia,Stanislawow,Galicia,Stanisławów,Kałusz,Dolina,,Soviet Union
189,GLC_STN_BKCZ,-1036400,682,Brovary,Oster,Chernigov,Pale,Kiev,Chernigov,Ukraine SSR,Oster,Kiev,Russian Empire,Soviet Union
190,MNS_MZY_BKCH,-3207496,687,Brunovishki,Poneviezh,Kovno,Pale,Courland,Kovno,Zemgale,Poneviezh,Bauska,Russian Empire,Soviet Union
191,KIV_UMN_BK,-1036408,688,Brusilov,Radomysl,Kiev,Pale,Zhitomir,Kiev,Ukraine SSR,Radomysl',Zhitomir,Russian Empire,Soviet Union
192,GLC_LWW_BKWS,-495464,691,Brześć Kujawski,Wloclawek,Warszawa,Congress Poland,Warsaw,Warszawa,Warszawa,Vlotslavsk,Włocławek,Russian Empire,Poland
193,GLC_TRN_BRKN,-518798,693,Brzesko Nowe,Miechow,Kielce,Congress Poland,Kielce,Kielce,Kielce,Miekhov,Miechów,Russian Empire,Poland
194,GLC_STN_BRSZ,-1035414,694,Brzeżany,Brzezany,Galicia,Galicia,Tarnopol,Galicia,Tarnopol,Brzeżany,Brzeżany,,Soviet Union
195,GLC_TRN_BSK,-495653,695,Brzostek,Pilzno,Galicia,Galicia,Cracow,Galicia,Kraków,Pilzno,Pilzno,,Poland
196,KLC_STP_BSK,-1941478,696,Velikaia Berestovitsa,Grodno,Grodno,Pale,Bialystok,Grodno,Białystok,Grodna,Grodno,Russian Empire,Soviet Union
197,GLC_LWW_BTL,-1035407,697,Brzozdowce,Bobrka,Galicia,Galicia,Lwow,Galicia,Lwów,Bóbrka,Bóbrka,,Soviet Union
198,VLN_TRK_BTRM,-494121,699,Bublitz,Pommern,Preussen,Prussia,Pomerania,Preußen,Preußen,Pommern,Pommern,Germany,Poland
2611,KLS_SRD_BRZN,-1153939,705,Bucsoaia,Kimpolung,Bukovina,,Bukovina,Bukovina,Bucovina,Kimpolung,Câmpu-Lung,Austrian Empire,Romania
199,KHR_TRS_BZNV,-1036442,706,Buczacz,Buczacz,Galicia,Galicia,Tarnopol,Galicia,Tarnopol,Buczacz,Buczacz,Austrian Empire,Soviet Union
200,LBL_LBL_BYCH,-1941900,709,Buda Koshelevo,Rogachev,Mogilev,Pale,Gomel,Mogilev,Belarus SSR,Rogachev,Gomel,Russian Empire,Soviet Union
201,PRU_PSN_BRMB,-1036463,715,Budzanów,Czortkow,Galicia,Galicia,Tarnopol,Galicia,Tarnopol,Czortków,Trembowla,,Soviet Union
202,MGL_STR_STRY,,716,Budziska,Lukow,Lublin,Congress Poland,Lublin,,,,,,
203,KIV_KIV_BYSH,-496474,726,Bütow,Pommern,Preussen,Prussia,Pomerania,Preußen,Preußen,Pommern,Pommern,Germany,Poland
204,VLN_VLN_BYST,-496135,734,Buk,Grodzisk,Preussen,Prussia,Poznan,Preußen,Poznań,Posen,Grodzisk,Germany,Poland
205,PTR_BRZ_BRZZ,-1036565,735,Bukaczowce,Rohatyn,Galicia,Galicia,Stanislawow,Galicia,Stanisławów,Rohatyn,Rohatyn,Austrian Empire,Soviet Union
206,PRU_PMM_CMMN,-1941943,736,Bukcha,Mozyr,Minsk,Pale,Polesie,Minsk,Belarus SSR,Mozyr',Polesie,Russian Empire,Soviet Union
207,BSS_SRK_KPRS,-1036577,737,Buki,Uman,Kiev,Pale,Kiev,Kiev,Ukraine SSR,Uman',Kiev,Russian Empire,Soviet Union
208,BSS_BND_NVYK,-496259,738,Bukowsko,Sanok,Galicia,Galicia,Lwow,Galicia,Lwów,Sanok,Sanok,Austrian Empire,Poland
2757,WRS_WRS_CCHW,-494467,740,Boleslawiec,Schlesien,Prussia,,Lower Silesia,Preußen,Preußen,Schlesien,Niederschlesien,Germany,Poland
209,VLN_SVN_TSKN,-1036638,753,Burkanów,Trembowla,Galicia,Galicia,Tarnopol,Galicia,Tarnopol,Podhajce,Podhajce,Austrian Empire,Soviet Union
210,KVN_KVN_CHKS,-1036656,754,Bursztyn,Rohatyn,Galicia,Galicia,Stanislawow,Galicia,Stanisławów,Rohatyń,Rohatyn,,Soviet Union
211,BSS_KHT_CHPL,-1036687,756,Busk,Kamionka,Galicia,Galicia,Tarnopol,Galicia,Tarnopol,Kamionka Strumiłowa,Kamionka Strumiłowa,,Soviet Union
212,WRS_PLN_CZRW,-496307,757,Busk,Stopnica,Kielce,Congress Poland,Kielce,Kielce,Kielce,Stopnica,Stopnica,,Poland
213,LVL_VND_VNDN,-1035671,762,Butla,Turka,Galicia,Galicia,Lwow,Galicia,Lwów,Turka,Turka,Austrian Empire,Soviet Union
214,BSS_AKK_AKKR,-2613523,763,Butrimantsy,Troki,Vilna,Pale,Alytus,Vilna,,Troki,Alytus,,Soviet Union
215,GLC_LWW_CWKW,-496302,770,Burzenin,Sieradz,Kalisz,Congress Poland,Lodz,Kalisz,Łódż,Sieradz',Sieradz,Russian Empire,Poland
216,KLC_MKH_CHRS,-1036734,772,Buzinovo,Tiraspol,Kherson,Pale,Odessa,Kherson,Ukraine SSR,Tiraspol',Odessa,Russian Empire,Soviet Union
217,VTB_LPL_CHSH,-496341,773,Bychawa,Lublin,Lublin,Congress Poland,Lublin,Lublin,Lublin,Liublin,Lublin,Russian Empire,Poland
218,MGL_CHS_CHSY,-496361,774,Bromberg,Bydgoszcz,Preussen,Prussia,Poznan,Preußen,Poznań,Posen,Bydgoszcz,Germany,Poland
219,POD_OLG_CHCH,-1942018,775,Staryi Bykhov,Staro-Bykhov,Mogilev,Pale,Mogilev,Mogilev,Belarus SSR,Staro-Bykhov,Mogilev,Russian Empire,Soviet Union
220,MGL_RGC_CHCH,-1036778,776,Byshev,Kiev,Kiev,Pale,Kiev,Kiev,Ukraine SSR,Kiev,Kiev,Russian Empire,Soviet Union
221,LBL_KHL_CHLM,-1942031,778,Bystritsa,Vilnius,Vilna,Pale,Vilna,Vilna,Wilno,Vilnius,Wilno-Troki,,Soviet Union
222,PRU_WST_KLM,-495559,781,Brzeziny,Brzeziny,Piotrkow,Congress Poland,Lodz,Piotrków,Łódż,Breziny,Brzeziny,Russian Empire,Poland
2645,POD_KMN_CHMR,-1040516,784,Kabeshti,Storojinet,Bukovina,,Bukovina,Bukovina,Bucovina,Storojinet,Storojineţ,Austrian Empire,Soviet Union
223,KLC_KLC_CHCN,-506688,790,Cammin,Pommern,Preussen,Prussia,Pomerania,Preußen,Preußen,Pommern,Pommern,Germany,Poland
2609,MGL_SNN_CHR,-1155616,794,Campulung Moldovenesc,Kimpolung,Bukovina,,Bukovina,Bukovina,Bucovina,Kimpolung,Câmpu-Lung,Austrian Empire,Romania
224,MGL_CHR_CHRK,-2276517,797,Kapreshty,Soroki,Bessarabia,Pale,Bessarabia,Bessarabia,Basarabia,Soroki,Soroca,Russian Empire,Soviet Union
2612,KIV_CHR_CHRK,-1155893,802,Cirlibaba,Kimpolung,Bukovina,,Bukovina,Bukovina,Bucovina,Kimpolung,Câmpu-Lung,Austrian Empire,Romania
2746,POD_LMP_CHRN,-522936,803,Pokoj,Schlesien,Prussia,,Upper Silesia,Preußen,Preußen,Schlesien,Oberschlesien,Germany,Poland
225,VLH_ZHT_CHRN,-2276537,811,Novye Kaushany,Bendery,Bessarabia,Pale,Bessarabia,Bessarabia,Basarabia,Bendery,Tighina,Russian Empire,Soviet Union
226,CRN_CHR_CHRN,,813,Cechowka,Warszawa,Warszawa,Congress Poland,Warsaw,,,,,,
227,KIV_RDM_CHRN,-2613541,817,Tseikiny,Sventsiany,Vilna,Pale,Vilna,Vilna,Wilno,Sventsiany,Święciany,,Soviet Union
228,POD_PRS_CHRN,-2613546,818,Chekishki,Kovno,Kovno,Pale,Kaunas,Kovno,,Kovna,Kaunas,Russian Empire,Soviet Union
229,MNS_IGM_IGMN,-2276208,822,Chepeliutsy,Khotin,Bessarabia,Pale,Bessarabia,Bessarabia,Basarabia,Khotin,Hotin,Russian Empire,Soviet Union
2601,VLH_ZHT_CHRV,-1037073,824,Chernivtsi,Czernowitz,Bukovina,,Bukovina,Bukovina,Bucovina,Czernowitz,Cernăuţi,Austrian Empire,Soviet Union
230,KIV_CHG_CHGR,-498377,828,Czerwińsk,Plonsk,Warszawa,Congress Poland,Warsaw,Warszawa,Warszawa,Plonsk,Płońsk,Russian Empire,Poland
231,BSS_KSH_KSHN,-3207702,829,Venden,Venden,Livland,Mainland Russia,Vidzeme,Livland,Vidzeme,Venden,Cēsis,Russian Empire,Soviet Union
2706,DNV_UST_CHST,,834,Cesky Tesin,Schlesien,Prussia,,Silesia,,,,,,
232,GLC_STN_CHLW,-1035629,835,Akkerman,Akkerman,Bessarabia,Pale,Bessarabia,Bessarabia,Basarabia,Akkerman,Cetatea Albă,Russian Empire,Soviet Union
233,KLC_STP_CHML,-496612,836,Cewków,Cieszanow,Galicia,Galicia,Lwow,Galicia,Lwów,Cieszanów,Lubaczów,,Poland
234,GLC_STN_CHCM,-496678,843,Charsznica,Miechow,Kielce,Congress Poland,Kielce,Kielce,Kielce,Miekhov,Miechów,Russian Empire,Poland
235,WRS_VLT_CHDC,-1942065,844,Chashniki,Lepel,Vitebsk,Pale,Vitebsk,Vitebsk,Belarus SSR,Lepel',Vitebsk,Russian Empire,Soviet Union
236,LBL_LBL_CHDL,-1942070,847,Chausy,Chausy,Mogilev,Pale,Mogilev,Mogilev,Belarus SSR,Chausy,Mogilev,Russian Empire,Soviet Union
237,GLC_LWW_CHDR,-1036900,849,Chechelnik,Olgopol,Podolia,Pale,Vinnitsa,Podolia,Ukraine SSR,Ol'gopol',Vinnitsa,Russian Empire,Soviet Union
238,PTR_BND_CZLD,-1942075,850,Chechersk,Rogachev,Mogilev,Pale,Gomel,Mogilev,Belarus SSR,Rogachev,Gomel,Russian Empire,Soviet Union
239,PRU_WST_KNTZ,-496725,851,Chełm,Chelm,Lublin,Congress Poland,Lublin,Lublin,Lublin,Kholm,Chełm,Russian Empire,Poland
240,GLC_TRN_CHLJ,-496752,852,Kulm,Chelmno,Preussen,Prussia,Pomerania,Preußen,Pomorze,Westpreußen,Chełmno,,Poland
2768,KIV_RDM_CHPV,-496761,854,Chelmza,Westpreußen,Prussia,,Pomerania,Preußen,Pomorze,Westpreußen,Toruń,,Poland
241,GLC_TRN_CHRS,-1036928,855,Chemerovtsy,Kamenets-Podolsk,Podolia,Pale,Kamenets-Podolski,Podolia,Ukraine SSR,Kamenets-Podol'sk,Kamenets-Podolski,Russian Empire,Soviet Union
242,GRD_BLST_KHRS,-496707,857,Chęciny,Jedrzejow,Kielce,Congress Poland,Kielce,Kielce,Kielce,Kiel'tsy,Kielce,Russian Empire,Poland
243,PLC_PRS_CHRZ,-1942116,859,Chereia,Sienno,Mogilev,Pale,Vitebsk,Mogilev,Belarus SSR,Sienno,Vitebsk,Russian Empire,Soviet Union
244,PRU_WST_CHRS,-1942118,860,Cherikov,Cherikov,Mogilev,Pale,Mogilev,Mogilev,Belarus SSR,Cherikov,Mogilev,Russian Empire,Soviet Union
245,KIV_UMN_KHRS,-1037001,861,Cherkasy,Cherkasy,Kiev,Pale,Kiev,Kiev,Ukraine SSR,Cherkasy,Kiev,Russian Empire,Soviet Union
246,LBL_INV_CHRZ,-1037051,864,Chernevtsy,Lampol,Podolia,Pale,Vinnitsa,Podolia,Ukraine SSR,Iampol',Vinnitsa,Russian Empire,Soviet Union
247,VLH_ZHT_CHDN,-1037129,865,Cherniakhov,Zhitomir,Volhynia,Pale,Zhitomir,Volhynia,Ukraine SSR,Zhitomir,Zhitomir,Russian Empire,Soviet Union
248,CRN_NVZ_CHRV,-1037057,866,Chernigov,Chernigov,Chernigov,Pale,Chernigov,Chernigov,Ukraine SSR,Chernigov,Chernigov,Russian Empire,Soviet Union
249,GLC_LWW_CHYR,-1037390,867,Chernobyl,Radomysl,Kiev,Pale,Kiev,Kiev,Ukraine SSR,Radomysl',Kiev,Russian Empire,Soviet Union
250,GRD_BLS_TSKH,-1037164,870,Chernoostrov,Proskurov,Podolia,Pale,Kamenets-Podolski,Podolia,Ukraine SSR,Proskurov,Kamenets-Podolski,Russian Empire,Soviet Union
251,WRS_NSH_CCHC,-1942192,871,Igumen,Igumen,Minsk,Pale,Minsk,Minsk,Belarus SSR,Igumen,Minsk,Russian Empire,Soviet Union
252,RDM_ILZ_CPLW,-1037255,872,Chervonnoe,Zhitomir,Volhynia,Pale,Zhitomir,Volhynia,Ukraine SSR,Zhitomir,Zhitomir,Russian Empire,Soviet Union
253,GLC_LWW_CPLC,-1037320,874,Chigirin,Chigirin,Kiev,Pale,Kirovograd,Kiev,Ukraine SSR,Chigirin,Kirovograd,Russian Empire,Soviet Union
254,GLC_LWW_CSZN,-2276223,876,Kishinev,Kishinev,Bessarabia,Pale,Bessarabia,Bessarabia,Basarabia,Kishinev,Chişinău,Russian Empire,Soviet Union
255,GLC_CRC_CZKW,-1056480,878,Chistiakova,Ust-Medveditskaia,Don Voyska,Mainland Russia,Stalino,Don Voyska,Ukraine SSR,Ust'-Medveditskaia,Stalino,Russian Empire,Soviet Union
256,BSS_BND_CHMS,-1041398,881,Chlewczany,Rawa,Galicia,Galicia,Stanislawow,Galicia,Lwów,Rawa Ruska,Rawa Ruska,Austrian Empire,Soviet Union
257,GLC_LWW_CSN,-496856,883,Chmielnik,Stopnica,Kielce,Congress Poland,Kielce,Kielce,Kielce,Stopnica,Stopnica,,Poland
258,RDM_OPT_CMLW,-1041559,885,Chocimierz,Tlumacz,Galicia,Galicia,Stanislawow,Galicia,Stanisławów,Tłumacz,Tłumacz,,Soviet Union
259,GLC_CRC_KRKW,-496938,886,Chodecz,Wloclawek,Warszawa,Congress Poland,Warsaw,Warszawa,Warszawa,Vlotslavsk,Włocławek,Russian Empire,Poland
260,KIV_LPV_TSYB,-496940,887,Chodel,Lublin,Lublin,Congress Poland,Lublin,Lublin,Lublin,Liublin,Lublin,Russian Empire,Poland
261,LBL_KHL_CYCW,-1041452,888,Chodorów,Bobrka,Galicia,Galicia,Lwow,Galicia,Lwów,Bóbrka,Bóbrka,,Soviet Union
262,GLC_TRN_CYGN,-498232,889,Czeladź,Bedzin,Piotrkow,Congress Poland,Poznan,Piotrków,Kielce,Bendin,Będzin,Russian Empire,Poland
263,GRD_BRS_CHRN,-496992,890,Konitz,Chojnice,Preussen,Prussia,Pomerania,Preußen,Pomorze,Westpreußen,Chojnice,,Poland
264,PRU_PSN_CZRN,-1057316,891,Chołojów,Kamionka,Galicia,Galicia,Tarnopol,Galicia,Tarnopol,Kamionka Strumiłowa,Radziechów,,Soviet Union
265,GLC_CRC_CZRN,-1037385,896,Chopovichi,Radomysl,Kiev,Pale,Zhitomir,Kiev,Ukraine SSR,Radomysl',Zhitomir,Russian Empire,Soviet Union
266,VLH_LTS_CHRT,-1041534,897,Chorostków,Husiatyn,Galicia,Galicia,Tarnopol,Galicia,Tarnopol,Husiatyń,Kopyczyńce,,Soviet Union
267,GLC_CRC_CZCH,-497072,898,Khorosh,Bielostok,Grodno,Pale,Bialystok,Grodno,Białystok,Bielostok,Białystok,Russian Empire,Poland
268,PTR_BND_CZLD_2,-497082,899,Chorzele,Przasnysz,Plock,Congress Poland,Warsaw,Płock,Warszawa,Prasnysh,Przasnysz,Russian Empire,Poland
2724,LBL_LBR_CZMR,-497098,900,Chorzow,Schlesien,Prussia,,Silesia,Preußen,Sląsk,Schlesien,Katowice,Germany,Poland
269,VLH_KVL_CHRM,-500574,901,Christburg,Sztum,Preussen,Prussia,East Prussia,Preußen,Preußen,Westpreußen,Ostpreußen,,Poland
270,GRD_BRS_CHRN_2,-1041605,902,Khristinovka,Uman,Kiev,Pale,Kiev,Kiev,Ukraine SSR,Uman',Kiev,Russian Empire,Soviet Union
271,LMZ_OSTL_CHRV,-497249,904,Chrzanów,Janow,Lublin,Congress Poland,Lublin,Lublin,Lublin,Ianov,Janów,Russian Empire,Poland
272,GLC_STN_CZLH,-1037412,907,Chudnov,Zhitomir,Volhynia,Pale,Zhitomir,Volhynia,Ukraine SSR,Zhitomir,Zhitomir,Russian Empire,Soviet Union
273,GLC_TRN_CZRT,-2899947,910,Churovichi,Novozybkov,Chernigov,Pale,Oriol,Chernigov,Russian SSR,Novozybkov,Oriol,Russian Empire,Soviet Union
274,GLC_STN_CZRT,-1041891,912,Chyrów,Stare Miasto,Galicia,Galicia,Lwow,Galicia,Lwów,Stare Miasto,Stary Sambor,Austrian Empire,Soviet Union
275,GLC_LWW_CZDC,-497464,917,Tsiekhanovets,Bielsk,Grodno,Pale,Bialystok,Grodno,Białystok,Bielsk,Bielsk,Russian Empire,Poland
276,LMZ_OST_CHZH,-497470,918,Ciechocinek,Nieszawa,Warszawa,Congress Poland,Warsaw,Warszawa,Warszawa,Neshava,Nieszawa,Russian Empire,Poland
277,KVN_VLK_DBK,-497568,919,Ciepielów,Ilza,Radom,Congress Poland,Kielce,Radom,Kielce,Iłża,Iłża,,Poland
278,PRU_PMM_DBR,-497579,920,Cieplice,Jaroslaw,Galicia,Galicia,Lwow,Galicia,Lwów,Jarosław,Jarosław,,Poland
279,VTB_DVN_DGD,-497632,921,Cieszanów,Cieszanow,Galicia,Galicia,Lwow,Galicia,Lwów,Cieszanów,Lubaczów,,Poland
2715,KLC_KLC_DLSZ,-497660,922,Cieszyn,Schlesien,Prussia,,Silesia,Silesia,Sląsk,Cieszyn,Cieszyn,,Poland
280,PTR_BND_DNDW,-497672,923,Ciężkowice,Grybow,Galicia,Galicia,Cracow,Galicia,Kraków,Grybów,Grybów,,Poland
281,GLC_TRN_DRCH,-2276243,926,Chimishliia,Bendery,Bessarabia,Pale,Bessarabia,Bessarabia,Basarabia,Bendery,Tighina,Russian Empire,Soviet Union
2615,MNS_BBR_NVYD,,927,Cincau,Kotzman,Bukovina,,Bukovina,,,,,,
2656,KVN_TLS_DRBN,,928,Ciornohuzi,Wiznitz,Bukovina,,Bukovina,,,,,,
2642,VLN_TRK_DRSN,-1036976,930,Cheresh,Storojinet,Bukovina,,Bukovina,Bukovina,Bucovina,Storojinet,Storojineţ,Austrian Empire,Soviet Union
282,KIV_LPV_NVYI,-497723,931,Cisna,Lisko,Galicia,Galicia,Lwow,Galicia,Lwów,Lisko,Lisko,Austrian Empire,Poland
2640,MGL_STR_DSHK,-1046528,932,Chudey,Storojinet,Bukovina,,Bukovina,Bukovina,Bucovina,Storojinet,Storojineţ,Austrian Empire,Soviet Union
283,VLN_TRK_DG,-497769,938,Ćmielów,Opatow,Radom,Congress Poland,Kielce,Radom,Kielce,Opatov,Opatów,Russian Empire,Poland
2624,VTB_DVN_DVNS,,947,Comanesti,Unknown,Bukovina,,Bukovina,,,,,,
2701,VLN_SVN_DGLS,,958,Cosel,Schlesien,Prussia,,Upper Silesia,,,,,,
2616,MNS_MZY_DVYD,-1042070,959,Kitsman,Kotzman,Bukovina,,Bukovina,Bukovina,Bucovina,Kotzman,Cernăuţi,Austrian Empire,Soviet Union
2646,VLN_TRK_DKSH,-1043064,960,Kostintsy,Storojinet,Bukovina,,Bukovina,Bukovina,Bucovina,Storojinet,Storojineţ,Austrian Empire,Soviet Union
284,MNS_NVG_DLTC,-510625,964,Kraków,Krakow,Galicia,Galicia,Cracow,Galicia,Kraków,Kraków,Kraków,,Poland
2639,GLC_STN_DLTY,-1043430,970,Krasnoyilsk,Storojinet,Bukovina,,Bukovina,Bukovina,Bucovina,Storojinet,Storojineţ,Austrian Empire,Soviet Union
285,GLC_CRC_DBC,-1056757,993,Tsybulev,Lipovets,Kiev,Pale,Vinnitsa,Kiev,Ukraine SSR,Lipovets,Vinnitsa,Russian Empire,Soviet Union
286,LBL_PLW_DBLN,-497819,994,Cyców,Chelm,Lublin,Congress Poland,Lublin,Lublin,Lublin,Kholm,Chełm,Russian Empire,Poland
287,SML_PRC_PRCH,-1052608,995,Cygany,Brody,Galicia,Galicia,Tarnopol,Galicia,Tarnopol,Borszczów,Borszczów,,Soviet Union
288,VLH_DBN_DMDV,-1942127,998,Chernavchitsy,Brest-Litovsk,Grodno,Pale,Polesie,Grodno,Polesie,Brest-Litovsk,Brześć nad Bugiem,Russian Empire,Soviet Union
289,GLC_STN_DMYC,-498056,999,Czarnikau,Czarnkow,Preussen,Prussia,Poznan,Preußen,Poznań,Posen,Czarnków,Germany,Poland
290,RDM_OPT_DNKW,-498126,1000,Czarny Dunajec,Nowy Targ,Galicia,Galicia,Cracow,Galicia,Kraków,Nowy Targ,Nowy Targ,Austrian Empire,Poland
291,VLH_RVN_DRZH,-1055092,1001,Chartoriisk,Lutsk,Volhynia,Pale,Volhynia,Volhynia,Wołyń,Lutsk,Łuck,Russian Empire,Soviet Union
