code,id,name,dist,prov,code_prov,code_dist
EML_ITL_BLGN,-111742,Bologna,,Emilia,,
LMB_ITL_BZZL,-112067,Bozzolo,,Lombardy,,
LMB_ITL_BRSC,-112155,Brescia,,Lombardy,,
EML_ITL_BSST,-112367,Busseto,,Emilia,,
PDM_ITL_CRMG,-113374,Carmagnola,,Piedmont,,
EML_ITL_CRP,-113432,Carpi,,Emilia,,
PDM_ITL_CSLM,-113750,Casale Monferrato,,Piedmont,,
ERD_SZL_ACS,-1150749,Acis,Szilágy,Erdely,,
MLD_PTN_ADJD,-1150780,Adjud,Putna,Moldavia,,
MRM_SZT_ADRN,-1150786,Adrian,Szatmár,Maramaros,,
ERD_ALS_AD,-1150859,Aiud,Alsó-Fehér,Erdely,,
ERD_ALS_ALBI,-1150871,Alba Iulia,Alsó-Fehér,Erdely,,
KRS_BHR_ALBS,-1150891,Albesti,Bihar,Korosvidek,,
KRS_BHR_ALSD,-1150942,Alesd,Bihar,Korosvidek,,
ERD_SZL_ALS,-1150946,Aleus,Szilágy,Erdely,,
WLL_TLR_ALXN,-1150947,Alexandria,Teleorman,Wallachia (Greater),,
KRS_ARD_ALMS,-1150991,Almas,Arad,Korosvidek,,
MRM_SZT_AMBD,-1151075,Ambud,Szatmár,Maramaros,,
MRM_SZT_ANDR,-1151106,Andrid,Szatmár,Maramaros,,
BNT_KRS_ANN,-1151125,Anina,Krassó-Szörény,Banat,,
MRM_SZT_AP,-1151155,Apa,Szatmár,Maramaros,,
KRS_ARD_ARD,-1151195,Arad,Arad,Korosvidek,,
BKV_GRH_ARBR,-1151210,Arbore,Gurahumora,Bukovina,63,2
ERD_SZL_ARCH,-1151221,Archid,Szilágy,Erdely,,
MRM_SZT_ARDD,-1151243,Ardud,Szatmár,Maramaros,,
MRM_SZT_ARDS,-1151246,Ardusat,Szatmár,Maramaros,,
ERD_SZL_ARNS,-1151292,Arinis,Szilágy,Erdely,,
WLL_PRH_AZG,-1151446,Azuga,Prahova,Wallachia (Greater),,
DBR_TLC_BBDG,-1151452,Babadag,Tulcea,Dobruja,,
MLD_BC_BC,-1151501,Bacau,Bacău,Moldavia,,
MLD_RMN_BCST,-1151515,Bacesti,Roman,Moldavia,,
ERD_HNY_BST,-1151576,Baesti,Hunyad,Erdely,,
MLD_SCV_B,-1151608,Baia,Suceava,Moldavia,,
MRM_SZT_BMR,-1151623,Baia Mare,Szatmár,Maramaros,,
MRM_SZT_BSPR,-1151626,Baia Sprie,Szatmár,Maramaros,,
MLD_DRH_BJR,-1151702,Bajura,Dorohoi,Moldavia,,
BKV_SCZ_BLCN,-1151714,Balaceana,Suczawa,Bukovina,63,10
MLD_TTV_BNC,-1151959,Banca,Tutova,Moldavia,,
WLL_ARG_BSCV,-1152145,Bascov,Argeş,Wallachia (Greater),,
MRM_UGC_BTRC,-1152173,Batarci,Ugocsa,Maramaros,,
ERD_HNY_BTZ,-1152187,Batiz,Hunyad,Erdely,,
ERD_SZL_BCLN,-1152247,Beclean,Szolnok-Dobaka,Erdely,,
KRS_BHR_BS,-1152279,Beius,Bihar,Korosvidek,,
KRS_BHR_BLJN,-1152308,Belejeni,Bihar,Korosvidek,,
KRS_BHR_BL,-1152324,Beliu,Bihar,Korosvidek,,
MRM_MRM_BRBS,-1152366,Berbesti,Máramaros,Maramaros,,
MRM_SZT_BRC,-1152392,Bercu,Szatmár,Maramaros,,
MLD_CVR_BRST,-1152430,Beresti Tirg,Covurlui,Moldavia,,
ERD_UDV_BZDN,-1152512,Bezidu Nou,Udvarhely,Erdely,,
KRS_BHR_BHR,-1152571,Biharia,Bihar,Korosvidek,,
BNT_TRN_BLD,-1152598,Biled,Torontál,Banat,,
MLD_TTV_BRLD,-1152651,Barlad,Tutova,Moldavia,,
MRM_MRM_BRSN,-1152683,Birsana,Máramaros,Maramaros,,
MRM_MRM_BSTR,-1152776,Bistra,Máramaros,Maramaros,,
ERD_MRS_BSTR,-1152784,Bistra Muresului,Maros-Torda,Erdely,,
ERD_BSZ_BSTR,-1152796,Bistrita,Besztercze-Naszöd,Erdely,,
MLD_IS_BVLR,-1152818,Bivolari,Iaşi,Moldavia,,
MRM_SZT_BXD,-1152823,Bixad,Szatmár,Maramaros,,
ERD_ALS_BLJ,-1152842,Blaj,Alsó-Fehér,Erdely,,
ERD_SZL_BLJ,-1152843,Blaja,Szilágy,Erdely,,
MRM_MRM_BCCL,-1152957,Bocicoiel,Máramaros,Maramaros,,
MRM_MRM_BCCM,-1152958,Bocicoiu Mare,Máramaros,Maramaros,,
BNT_KRS_BCS,-1152964,Bocsa,Krassó-Szörény,Banat,,
ERD_SZL_BGTD,-1153028,Bogata De Sus,Szolnok-Dobaka,Erdely,,
MRM_MRM_BGDN,-1153075,Bogdan Voda,Máramaros,Maramaros,,
MRM_SZT_BGHS,-1153090,Boghis,Szatmár,Maramaros,,
ERD_UDV_BRDS,-1153252,Bordosiu,Udvarhely,Erdely,,
KRS_BHR_BRD,-1153278,Borod,Bihar,Korosvidek,,
MRM_MRM_BRS,-1153301,Borsa,Máramaros,Maramaros,,
ERD_CSK_BRSC,-1153314,Borsec,Csik,Erdely,,
MRM_SZT_BTZ,-1153401,Botiz,Szatmár,Maramaros,,
MRM_MRM_BTZ,-1153403,Botiza,Máramaros,Maramaros,,
MLD_BTS_BTSN,-1153418,Botosani,Botoşani,Moldavia,,
MLD_NMT_BZND,-1153460,Bozienii De Sus,Neamţ,Moldavia,,
ERD_HNY_BRD,-1153483,Brad,Hunyad,Erdely,,
WLL_BRL_BRL,-1153555,Braila,Brăila,Wallachia (Greater),,
ERD_BRS_BRSV,-1153613,Brasov,Brassó,Erdely,,
KRS_BHR_BRTC,-1153620,Bratca,Bihar,Korosvidek,,
WLL_VLC_BRVT,-1153681,Bravita,Vîlcea,Wallachia (Lesser),,
WLL_PRH_BRZ,-1153697,Breaza,Prahova,Wallachia (Greater),,
BKV_KMP_BRZ,-1153702,Breaza,Kimpolung,Bukovina,63,1
MRM_MRM_BRB,-1153712,Breb,Máramaros,Maramaros,,
WLL_PRH_BRBM,-1153732,Brebu Minastirei,Prahova,Wallachia (Greater),,
MLD_BC_BRST,-1153850,Brusturoasa,Bacău,Moldavia,,
MLD_BTS_BCC,-1153855,Bucecea,Botoşani,Moldavia,,
ERD_SZL_BCM,-1153898,Buciumi,Szilágy,Erdely,,
BKV_KMP_BCS,-1153939,Bucsoaia,Kimpolung,Bukovina,63,1
WLL_ILF_BCRS,-1153951,Bucuresti,Ilfov,Wallachia (Greater),,
ERD_BSZ_BDCD,-1153988,Budacu De Jos,Besztercze-Naszód,Erdely,,
PDM_ITL_CHR,-115399,Chieri,,Piedmont,,
MLD_NMT_BDST,-1154021,Budesti,Neamţ,Moldavia,,
MRM_MRM_BDST,-1154023,Budesti,Máramaros,Maramaros,,
MLD_NMT_BHS,-1154092,Buhusi,Neamţ,Moldavia,,
BNT_TRN_BLGR,-1154140,Bulgarus,Torontál,Banat,,
MLD_BTS_BRDJ,-1154220,Burdujeni,Botoşani,Moldavia,,
WLL_PRH_BSTN,-1154278,Busteni,Prahova,Wallachia (Greater),,
WLL_BZ_BZ,-1154334,Buzau,Buzău,Wallachia (Greater),,
ERD_CSK_CDRS,-1154398,Cadaresti,Csik,Erdely,,
MLD_BC_CT,-1154413,Caiuti,Bacău,Moldavia,,
BNT_TMS_CLC,-1154419,Calacea,Temes,Banat,,
WLL_DLJ_CLFT,-1154423,Calafat,Dolj,Wallachia (Lesser),,
WLL_ILM_CLRS,-1154435,Calarasi,Ialomiţa,Wallachia (Greater),,
ERD_KLZ_CLTL,-1154453,Calatele,Kolozs,Erdely,,
MRM_MRM_CLNS,-1154504,Calinesti,Máramaros,Maramaros,,
MRM_SZT_CLNS,-1154520,Calinesti Oas,Szatmár,Maramaros,,
ERD_SZL_CMR,-1154587,Camar,Szilágy,Erdely,,
MRM_SZT_CMRZ,-1154594,Camarzana,Szatmár,Maramaros,,
WLL_RMN_CRCL,-1154710,Caracal,Romanaţi,Wallachia (Lesser),,
BNT_KRS_CRNS,-1154728,Caransebes,Krassó-Szörény,Banat,,
MRM_SZT_CRS,-1154739,Caraseu,Szatmár,Maramaros,,
MRM_SZT_CR,-1154772,Carei,Szatmár,Maramaros,,
ERD_SZL_CS,-1154843,Caseiu,Szolnok-Doboka,Erdely,,
MRM_SZT_CVNC,-1154949,Cavnic,Szatmár,Maramaros,,
ERD_SZL_CHSL,-1155015,Cehu Silvaniei,Szilágy,Erdely,,
KRS_BHR_CC,-1155017,Ceica,Bihar,Korosvidek,,
KRS_BHR_CSR,-1155020,Ceisoara,Bihar,Korosvidek,,
KRS_ARD_CRM,-1155110,Cermei,Arad,Korosvidek,,
MLD_TTV_CRNT,-1155135,Cernati,Tutova,Moldavia,,
DBR_CNS_CRNV,-1155139,Cernavoda,Constanţa,Dobruja,,
ERD_SZL_CRNS,-1155147,Cernesti,Szolnok-Dobaka,Erdely,,
MRM_SZT_CRTZ,-1155178,Certeze,Szatmár,Maramaros,,
WLL_PRH_CH,-1155241,Cheia,Prahova,Wallachia (Greater),,
KRS_ARD_CHR,-1155322,Chier,Arad,Korosvidek,,
KRS_ARD_CHSN,-1155452,Chisineu Cris,Arad,Korosvidek,,
ERD_SZL_CHST,-1155480,Chiuiesti,Szolnok-Dobaka,Erdely,,
BNT_TMS_CHZT,-1155487,Chizatau,Temes,Banat,,
BNT_TMS_CCV,-1155490,Ciacova,Temes,Banat,,
MRM_UGC_CDRG,-1155525,Cidreag,Ugocsa,Maramaros,,
KRS_BHR_CMPN,-1155578,Cimpanii De Sus,Bihar,Korosvidek,,
ERD_TRD_CMPT,-1155596,Cimpia Turzii,Torda-Aranyos,Erdely,,
WLL_PRH_CMPN,-1155599,Cimpina,Prahova,Wallachia (Greater),,
WLL_MSC_CMPL,-1155611,Campulung,Muscel,Wallachia (Greater),,
MRM_MRM_CMPL,-1155614,Cimpulung La Tisa,Máramaros,Maramaros,,
BKV_KMP_CMPL,-1155616,Campulung Moldovenesc,Kimpolung,Bukovina,63,1
BKV_KMP_CRLB,-1155893,Cirlibaba,Kimpolung,Bukovina,63,1
ERD_SZL_CTC,-1155967,Citcau,Szolnok-Dobaka,Erdely,,
KRS_BHR_CTLC,-1156106,Ciutelec,Bihar,Korosvidek,,
ERD_KLZ_CLJN,-1156174,Cluj Napoca,Kolozs,Erdely,,
ERD_SZL_CC,-1156247,Cociu,Szolnok-Dobaka,Erdely,,
MLD_VSL_CDST,-1156281,Codaesti,Vaslui,Moldavia,,
MRM_SZT_CLTR,-1156421,Coltirea,Szatmár,Maramaros,,
DBR_CNS_CNST,-1156502,Constanta,Constanţa,Dobruja,,
KRS_BHR_CPCN,-1156540,Copaceni,Bihar,Korosvidek,,
ERD_SZL_CPLN,-1156558,Copalnic Manastur,Szolnok-Dobaka,Erdely,,
WLL_RMN_CRB,-1156569,Corabia,Romanaţi,Wallachia (Lesser),,
KRS_BHR_CRBS,-1156585,Corbesti,Bihar,Korosvidek,,
KRS_BHR_CRNS,-1156733,Cornisesti,Bihar,Korosvidek,,
MRM_SZT_CRD,-1156759,Corod,Szatmár,Maramaros,,
MRM_MRM_CST,-1156933,Costiui,Máramaros,Maramaros,,
MLD_BTS_CSL,-1156937,Cosula,Botoşani,Moldavia,,
KRS_BHR_CTGL,-1156961,Cotiglet,Bihar,Korosvidek,,
WLL_BRL_CTLN,-1157016,Cotu Lung,Brăila,Wallachia (Greater),,
BNT_TMS_CVC,-1157032,Covaci,Temes,Banat,,
MLD_FLC_CVSN,-1157037,Covasna,Fălciu,Moldavia,,
MRM_MRM_CRCN,-1157100,Craciunesti,Máramaros,Maramaros,,
MRM_SZT_CRDR,-1157124,Craidorolt,Szatmár,Maramaros,,
WLL_DLJ_CRV,-1157134,Craiova,Dolj,Wallachia (Lesser),,
ERD_SZL_CRSN,-1157150,Crasna,Szilágy,Erdely,,
MLD_DRH_CRST,-1157305,Cristinesti,Dorohoi,Moldavia,,
ERD_SZL_CRST,-1157310,Cristolt,Szolnok-Dobaka,Erdely,,
ERD_UDV_CRST,-1157318,Cristuru Secuiesc,Udvarhely,Erdely,,
KRS_BHR_CBLC,-1157409,Cubulcut,Bihar,Korosvidek,,
KRS_ARD_CRTC,-1157565,Curtici,Arad,Korosvidek,,
MLD_BC_DMNS,-1157678,Damienesti,Bacău,Moldavia,,
BKV_SCZ_DNL,-1157720,Danila,Suczawa,Bukovina,63,10
MLD_DRH_DRBN,-1157731,Darabani,Dorohoi,Moldavia,,
BKV_SCZ_DRMN,-1157744,Darmanesti,Suczawa,Bukovina,63,10
ERD_MRS_DD,-1157903,Deda,Maros-Torda,Erdely,,
ERD_SZL_DJ,-1157917,Dej,Szolnok-Dobaka,Erdely,,
BNT_TMS_DT,-1158011,Deta,Temes,Banat,,
ERD_HNY_DV,-1158015,Deva,Hunyad,Erdely,,
KRS_BHR_DSG,-1158127,Diosig,Bihar,Korosvidek,,
ERD_CSK_DTR,-1158157,Ditrau,Csik,Erdely,,
MRM_UGC_DBLT,-1158195,Dobolt,Ugocsa,Maramaros,,
KRS_BHR_DBRS,-1158219,Dobresti,Bihar,Korosvidek,,
MLD_BC_DFTN,-1158300,Dofteana,Bacău,Moldavia,,
MLD_SCV_DLHS,-1158321,Dolhasca,Suceava,Moldavia,,
ERD_SZL_DMNN,-1158357,Domnin,Szilágy,Erdely,,
BKV_SRT_DRNS,-1158383,Dornesti,Sereth,Bukovina,63,7
MLD_DRH_DRH,-1158403,Dorohoi,Dorohoi,Moldavia,,
MRM_MRM_DRGM,-1158546,Dragomiresti,Máramaros,Maramaros,,
MLD_FLC_DRNC,-1158645,Dranceni,Fălciu,Moldavia,,
WLL_MHD_DRBT,-1158652,Drobeta Turnu Severin,Mehedinţi,Wallachia (Lesser),,
KRS_BHR_DMBR,-1158726,Dumbrava,Bihar,Korosvidek,,
ERD_KS_DMBR,-1158765,Dumbraveni,Kis-Küküllö,Erdely,,
MLD_DRH_DMN,-1158800,Dumeni,Dorohoi,Moldavia,,
KRS_BHR_DSST,-1158868,Dusesti,Bihar,Korosvidek,,
ERD_FGR_FGRS,-1158970,Fagaras,Fogaras,Erdely,,
BNT_KRS_FGT,-1158979,Faget,Krassó-Szörény,Banat,,
MLD_FLC_FLC,-1159004,Falciu,Fălciu,Moldavia,,
MLD_SCV_FLTC,-1159010,Falticeni,Suceava,Moldavia,,
MRM_SZT_FRCS,-1159032,Farcasa,Szatmár,Maramaros,,
MRM_SZT_FRSG,-1159157,Fersig,Szatmár,Maramaros,,
ERD_MRS_FL,-1159198,Filea,Maros-Torda,Erdely,,
ERD_SZL_FZS,-1159377,Fizes,Szilágy,Erdely,,
MLD_PTN_FCSN,-1159454,Focsani,Putna,Moldavia,,
ERD_SZL_FDR,-1159459,Fodora,Szolnok-Dobaka,Erdely,,
MLD_CVR_FLTS,-1159483,Foltesti,Covurlui,Moldavia,,
BKV_KMP_FRSN,-1159506,Frasin,Kimpolung,Bukovina,63,1
BKV_RDT_FRTT,-1159547,Fratautii Noi,Radautz,Bukovina,63,8
MLD_BTS_FRMS,-1159598,Frumusica,Botoşani,Moldavia,,
WLL_GRJ_FRNZ,-1159609,Frunza,Gorj,Wallachia (Lesser),,
MLD_CVR_GLT,-1159773,Galati,Covurlui,Moldavia,,
KRS_BHR_GLSP,-1159831,Galospetreu,Bihar,Korosvidek,,
BNT_TMS_GT,-1159889,Gataia,Temes,Banat,,
ERD_HNY_GG,-1159950,Geoagiu,Hunyad,Erdely,,
KRS_BHR_GHNT,-1160000,Ghenetea,Bihar,Korosvidek,,
ERD_CSK_GHRG,-1160012,Gheorgheni,Csik,Erdely,,
ERD_SZL_GHRL,-1160041,Gherla,Szolnok-Dobaka,Erdely,,
MRM_UGC_GHRT,-1160051,Gherta Mica,Ugocsa,Maramaros,,
ERD_CSK_GHMS,-1160091,Ghimes,Csik,Erdely,,
ERD_SZL_GLG,-1160199,Gilgau,Szolnok-Dobaka,Erdely,,
MLD_DRH_GRBN,-1160228,Girbeni,Dorohoi,Moldavia,,
MRM_MRM_GLST,-1160328,Giulesti,Máramaros,Maramaros,,
WLL_VLS_GRG,-1160365,Giurgiu,Vlaşca,Wallachia (Greater),,
MRM_MRM_GLD,-1160419,Glod,Máramaros,Maramaros,,
KRS_BHR_GRS,-1160818,Grosi,Bihar,Korosvidek,,
KRS_ARD_GRHN,-1160943,Gurahont,Arad,Korosvidek,,
BKV_GRH_GRHM,-1160946,Gura Humorului,Gurahumora,Bukovina,63,2
KRS_ARD_GRB,-1161024,Gurba,Arad,Korosvidek,,
MRM_UGC_HLM,-1161123,Halmeu,Ugocsa,Maramaros,,
MLD_BTS_HNST,-1161139,Hanesti,Botoşani,Moldavia,,
ERD_HNY_HTG,-1161197,Hateg,Hunyad,Erdely,,
MLD_DRH_HVRN,-1161206,Havirna,Dorohoi,Moldavia,,
MLD_SCV_HC,-1161211,Heci,Suceava,Moldavia,,
ERD_KLZ_HD,-1161262,Hida,Kolozs,Erdely,,
MRM_SZT_HDG,-1161264,Hideaga,Szatmár,Maramaros,,
KRS_BHR_HDSL,-1161266,Hidisel,Bihar,Korosvidek,,
MLD_BTS_HRL,-1161298,Hirlau,Botoşani,Moldavia,,
ERD_SZL_HDD,-1161368,Hodod,Szilágy,Erdely,,
MRM_SZT_HMRD,-1161426,Homorodu De Mijloc,Szatmár,Maramaros,,
MRM_SZT_HVRL,-1161518,Hovrila,Szatmár,Maramaros,,
ERD_KLZ_HDN,-1161537,Huedin,Kolozs,Erdely,,
ERD_HNY_HNDR,-1161556,Hunedoara,Hunyad,Erdely,,
MLD_FLC_HS,-1161582,Husi,Fălciu,Moldavia,,
MRM_SZT_IDR,-1161622,Iadara,Szatmár,Maramaros,,
MRM_MRM_IP,-1161653,Iapa,Máramaros,Maramaros,,
MLD_IS_IS,-1161664,Iasi,Iaşi,Moldavia,,
BKV_RDT_ISLV,-1161668,Iaslovat,Radautz,Bukovina,63,8
ERD_SZL_ICLD,-1161711,Iclod,Szolnok-Dobaka,Erdely,,
MRM_SZT_IGHR,-1161740,Iegheriste,Szatmár,Maramaros,,
MRM_MRM_ID,-1161753,Ieud,Máramaros,Maramaros,,
ERD_ALS_IGH,-1161771,Ighiu,Alsó-Fehér,Erdely,,
ERD_SZL_ILND,-1161796,Ileanda,Szolnok-Dobaka,Erdely,,
BKV_GRH_ILSS,-1161822,Ilisesti,Gurahumora,Bukovina,63,2
ERD_BSZ_ILVM,-1161842,Ilva Mare,Besztercze-Naszód,Erdely,,
KRS_ARD_IN,-1161868,Ineu,Arad,Korosvidek,,
BKV_SCZ_ITCN,-1162017,Itcani,Suczawa,Bukovina,63,10
MLD_TCC_IVST,-1162056,Ivesti,Tecuci,Moldavia,,
MLD_BC_IZVR,-1162141,Izvoru Berheciului,Bacău,Moldavia,,
ERD_SZL_JB,-1162213,Jibou,Szilágy,Erdely,,
ERD_BSZ_JDVT,-1162222,Jidovita,Besztercze-Naszöd,Erdely,,
BNT_TRN_JMBL,-1162251,Jimbolia,Torontál,Banat,,
MRM_SZT_LZR,-1162527,Lazuri,Szatmár,Maramaros,,
ERD_BSZ_LCHN,-1162541,Lechnita,Besztercze-Naszöd,Erdely,,
KRS_BHR_LLST,-1162571,Lelesti,Bihar,Korosvidek,,
BNT_TRN_LNHM,-1162579,Lenauheim,Torontál,Banat,,
MRM_MRM_LRDN,-1162594,Leordina,Máramaros,Maramaros,,
MLD_SCV_LSPZ,-1162630,Lespezi,Suceava,Moldavia,,
BNT_TMS_LPV,-1162741,Lipova,Temes,Banat,,
MLD_SCV_LTN,-1162777,Liteni,Suceava,Moldavia,,
MRM_SZT_LVD,-1162795,Livada,Szatmár,Maramaros,,
MRM_SZT_LVDM,-1162805,Livada Mica,Szatmár,Maramaros,,
ERD_TRD_LDS,-1162933,Ludus,Torda-Aranyos,Erdely,,
BNT_KRS_LGJ,-1162943,Lugoj,Krassó-Szörény,Banat,,
ERD_MRS_LNCB,-1163044,Lunca Bradului,Maros-Torda,Erdely,,
ERD_CSK_LNCD,-1163055,Lunca De Jos,Csik,Erdely,,
KRS_BHR_LNCS,-1163141,Luncsoara,Bihar,Korosvidek,,
ERD_HNY_LPN,-1163180,Lupeni,Hunyad,Erdely,,
WLL_TLR_MGRL,-1163363,Magurele,Teleorman,Wallachia (Greater),,
MRM_MRM_MR,-1163578,Mara,Máramaros,Maramaros,,
KRS_BHR_MRGH,-1163660,Marghita,Bihar,Korosvidek,,
ERD_SZB_MRPD,-1163725,Marpod,Szeben,Erdely,,
ERD_NGY_MDS,-1163842,Medias,Nagy-Küküllö,Erdely,,
MRM_SZT_MDSA,-1163844,Mediesu Aurit,Szatmár,Maramaros,,
MRM_SZT_MCL,-1164024,Micula,Szatmár,Maramaros,,
MLD_DRH_MHLN,-1164085,Mihaileni,Dorohoi,Moldavia,,
MLD_BC_MLST,-1164168,Milestii De Sus,Bacău,Moldavia,,
BKV_SCZ_MTCD,-1164428,Mitocu Dragomirnei,Suczawa,Bukovina,63,10
MLD_BC_MNST,-1164552,Moinesti,Bacău,Moldavia,,
MRM_MRM_MS,-1164556,Moisei,Máramaros,Maramaros,,
BKV_KMP_MLDV,-1164579,Moldovita,Kimpolung,Bukovina,63,1
WLL_DMB_MRN,-1164616,Moreni,Dîmboviţa,Wallachia (Greater),,
MLD_SCV_MTC,-1164697,Motca,Suceava,Moldavia,,
KRS_ARD_NDB,-1164907,Nadab,Arad,Korosvidek,,
HNG_CSN_NDLC,-1164933,Nadlac,Csanád,Hungary,,
ERD_SZL_NMN,-1164943,Naimon,Szilágy,Erdely,,
MLD_PTN_NMLS,-1164952,Namoloasa,Putna,Moldavia,,
ERD_BSZ_NSD,-1164982,Nasaud,Besztercze-Naszód,Erdely,,
ERD_MRS_NZN,-1164999,Nazna,Maros-Torda,Erdely,,
LMB_ITL_CRMN,-116503,Cremona,,Lombardy,,
MLD_VSL_NGRS,-1165104,Negresti,Vaslui,Moldavia,,
MRM_SZT_NGRS,-1165114,Negresti Oas,Szatmár,Maramaros,,
ERD_SZL_NGRL,-1165122,Negrilesti,Szolnok-Dobaka,Erdely,,
MLD_TCC_NCRS,-1165233,Nicoresti,Tecuci,Moldavia,,
KRS_BHR_NMST,-1165259,Nimaesti,Bihar,Korosvidek,,
ERD_SZL_NSFL,-1165356,Nusfalau,Szilágy,Erdely,,
MLD_TCC_OCHN,-1165437,Ocheni,Tecuci,Moldavia,,
MRM_MRM_OCNS,-1165458,Ocna Sugatag,Máramaros,Maramaros,,
MLD_PTN_ODBS,-1165505,Odobesti,Putna,Moldavia,,
MRM_SZT_ODR,-1165513,Odoreu,Szatmár,Maramaros,,
ERD_UDV_ODRH,-1165515,Odorheiu Secuiesc,Udvarhely,Erdely,,
KRS_BHR_OGST,-1165527,Ogesti,Bihar,Korosvidek,,
WLL_ILF_OLTN,-1165647,Oltenita,Ilfov,Wallachia (Greater),,
MRM_MRM_ONCS,-1165668,Oncesti,Máramaros,Maramaros,,
KRS_BHR_ORD,-1165711,Oradea,Bihar,Korosvidek,,
ERD_HNY_ORST,-1165722,Orastie,Hunyad,Erdely,,
MRM_SZT_ORSN,-1165728,Orasu Nou,Szatmár,Maramaros,,
BNT_KRS_ORVT,-1165733,Oravita,Krassó-Szörény,Banat,,
ERD_KLZ_ORSF,-1165796,Orosfaia,Kolozs,Erdely,,
BNT_KRS_ORSV,-1165798,Orsova,Krassó-Szörény,Banat,,
KRS_BHR_OSRH,-1165835,Osorheiu,Bihar,Korosvidek,,
WLL_MHD_OSTR,-1165864,Ostrovu Mare,Mehedinți,Wallachia (Lesser),,
ERD_MRS_PDRN,-1165952,Padureni,Maros-Torda,Erdely,,
ERD_SZL_PLTN,-1166061,Paltinoasa,Szolnok-Dobaka,Erdely,,
MLD_PTN_PNC,-1166081,Panciu,Putna,Moldavia,,
ERD_KLZ_PNCN,-1166092,Paniceni,Kolozs,Erdely,,
ERD_SZL_PNTC,-1166106,Panticeu,Szolnok-Doboka,Erdely,,
MLD_SCV_PSCN,-1166189,Pascani,Suceava,Moldavia,,
MRM_SZT_PLSR,-1166317,Pelisor,Szatmár,Maramaros,,
BNT_TRN_PRM,-1166344,Periam,Torontál,Banat,,
KRS_BHR_PSTS,-1166427,Pestis,Bihar,Korosvidek,,
ERD_HNY_PTRL,-1166513,Petrila,Hunyad,Erdely,,
ERD_HNY_PTRS,-1166544,Petrosani,Hunyad,Erdely,,
MRM_MRM_PTRV,-1166548,Petrova,Máramaros,Maramaros,,
MLD_NMT_PTRN,-1166593,Piatra Neamt,Neamţ,Moldavia,,
KRS_ARD_PL,-1166681,Pilu,Arad,Korosvidek,,
PDM_ITL_CN,-116669,Cuneo,,Piedmont,,
MRM_SZT_PSCR,-1166822,Piscari,Szatmár,Maramaros,,
BNT_TMS_PSCH,-1166823,Pischia,Temes,Banat,,
KRS_BHR_PSCL,-1166830,Piscolt,Bihar,Korosvidek,,
WLL_PRH_PLST,-1167008,Ploiesti,Prahova,Wallachia (Greater),,
MLD_TTV_PLPN,-1167010,Plopana,Tutova,Moldavia,,
ERD_SZL_PLPS,-1167039,Plopis,Szilágy,Erdely,,
MLD_IS_PDIL,-1167185,Podu Iloaiei,Iaşi,Moldavia,,
MLD_TCC_PDTR,-1167225,Podu Turcului,Tecuci,Moldavia,,
ERD_MRS_PGC,-1167302,Pogaceaua,Maros-Torda,Erdely,,
ERD_TRD_PN,-1167345,Poiana,Torda-Aranyos,Erdely,,
ERD_SZL_PNBL,-1167379,Poiana Blenchii,Szolnok-Dobaka,Erdely,,
MRM_MRM_PNLD,-1167487,Poienile De Sub Munte,Máramaros,Maramaros,,
MRM_MRM_PNLI,-1167489,Poienile Izei,Máramaros,Maramaros,,
ERD_FGR_PRMB,-1167665,Porumbacu De Jos,Fogaras,Erdely,,
MRM_UGC_PRMB,-1167674,Porumbesti,Ugocsa,Maramaros,,
ERD_UDV_PRD,-1167748,Praid,Udvarhely,Erdely,,
MLD_VSL_PNGS,-1167991,Pungesti,Vaslui,Moldavia,,
ERD_SZL_PRCR,-1168013,Purcaret,Szolnok-Dobaka,Erdely,,
MLD_BC_RCCN,-1168077,Racaciuni,Bacău,Moldavia,,
BKV_RDT_RDT,-1168196,Radauti,Radautz,Bukovina,63,8
MLD_DRH_RDT,-1168197,Radauti,Dorohoi,Moldavia,,
KRS_ARD_RDN,-1168227,Radna,Arad,Korosvidek,,
MLD_FLC_RDCN,-1168244,Raducaneni,Fălciu,Moldavia,,
ERD_SZL_RC,-1168441,Recea,Szilágy,Erdely,,
ERD_MRS_RGHN,-1168488,Reghin,Maros-Torda,Erdely,,
KRS_BHR_RMT,-1168498,Remetea,Bihar,Korosvidek,,
MRM_MRM_RMT,-1168512,Remeti,Máramaros,Maramaros,,
MRM_MRM_RPD,-1168522,Repedea,Máramaros,Maramaros,,
BNT_KRS_RST,-1168531,Resita,Krassó-Szörény,Banat,,
ERD_SZL_RTG,-1168539,Reteag,Szolnok-Dobaka,Erdely,,
KRS_BHR_RN,-1168573,Rieni,Bihar,Korosvidek,,
WLL_RMN_RMNC,-1168613,Rimnicu Sarat,Rîmnicu-Sărat,Wallachia (Greater),,
WLL_VLC_RMNC,-1168614,Ramnicu Valcea,Vîlcea,Wallachia (Lesser),,
ERD_BSZ_RDN,-1168714,Rodna,Besztercze-Naszód,Erdely,,
KRS_BHR_RGZ,-1168739,Rogoz,Bihar,Korosvidek,,
MLD_RMN_RMN,-1168754,Roman,Roman,Moldavia,,
MRM_MRM_RNDJ,-1168804,Rona De Jos,Máramaros,Maramaros,,
MRM_MRM_RNDS,-1168806,Rona De Sus,Máramaros,Maramaros,,
WLL_TLR_RSRD,-1168882,Rosiori De Vede,Teleorman,Wallachia (Greater),,
