code,id,name,dist,prov,code_prov,code_dist
KV_SKV_KHDR,-1041450,Khodorkiv,Skvira,Kiev,16,8
GLC_BBR_KHDR,-1041452,Khodoriv,Bóbrka,Galicia,62,19
KRP_UNG_KHLM,-1041463,Kholmets,Ung,Karpatalja,,
PLT_KHR_KHRL,-1041516,Khorol,Khorol,Poltava,33,15
GLC_HST_KHRS,-1041534,Khorostkiv,Husiatyń,Galicia,62,68
PDL_GSN_KHSH,-1041550,Khashchuvatye,Gaisin,Podolia,32,5
GLC_TLM_KHTY,-1041559,Khotymyr,Tłumacz,Galicia,62,59
BSS_KHT_KHTY,-1041561,Khotyn,Khotin,Bessarabia,3,8
KV_UMN_KHRY,-1041605,Khrystynivka,Uman',Kiev,16,10
KRP_UNG_KHDL,-1041632,Khudlovo,Ung,Karpatalja,,
KV_CHR_KHDY,-1041634,Khudyaky,Cherkassy,Kiev,,
MRM_MRM_KHST,-1041640,Khust,Máramaros,Maramaros,,
GLC_STR_KHYR,-1041891,Khyriv,Stare Miasto,Galicia,62,42
KRP_UNG_KYBL,-1041895,Kyblyary,Ung,Karpatalja,,
VLH_OST_KLKY,-1041921,Kilikiyev,Ostrog,Volhinia,8,10
BSS_IZM_KLY,-1041922,Kiliya,Izmail,Bessarabia,3,5
KHR_ELZ_KRVH,-1041993,Kirovohrad,Elizavetgrad,Kherson,47,4
VLH_VLD_KSLN,-1042031,Kiselin,Vladimir-Volynskii,Volhinia,,
PDL_NV_KYTH,-1042064,Kytaihorod,Novaia Ushitsa,Podolia,32,11
KV_LPV_KYTH,-1042066,Kytaihorod,Lipovets,Kiev,16,6
BKV_KTZ_KTSM,-1042070,Kitsman,Kotzman,Bukovina,63,5
VLH_LTS_KVRT,-1042075,Kivertsy,Lutsk,Volhinia,8,7
VLH_RVN_KLSV,-1042140,Klesiv,Rovno,Volhinia,8,11
VLH_RVN_KLVN,-1042145,Klevan,Rovno,Volhinia,8,11
BSS_KHT_KLSH,-1042180,Klishkivtsi,Khotin,Bessarabia,3,8
KRP_BRG_KLYC,-1042207,Klyucharki,Bereg,Karpatalja,,
GLC_RHT_KNHY,-1042227,Kniahynychi,Rohatyn,Galicia,62,55
GLC_SNT_KNYZ,-1042240,Knyazhe,Śniatyn,Galicia,62,52
PLT_KBL_KBLY,-1042262,Kobelyaki,Kobeliaki,Poltava,33,5
MRM_MRM_KBYL,-1042274,Kobyletska Polyana,Máramaros,Maramaros,,
VLH_ZHT_KDNY,-1042311,Kodnya,Zhitomir,Volhinia,8,1
PDL_BLT_KDYM,-1042313,Kodyma,Balta,Podolia,32,2
VLH_LTS_KLKY,-1042370,Kolky,Lutsk,Volhinia,8,7
MRM_MRM_KLCH,-1042373,Kolochava,Máramaros,Maramaros,,
GLC_KLM_KLMY,-1042414,Kolomyya,Kołomyja,Galicia,62,54
KHR_ELZ_KLNY2,-1042435,Koloniya Gromokley,Elizavetgrad,Kherson,47,4
VLH_LTS_KLNY,-1042463,Koloniya Olizarka,Lutsk,Volhinia,8,7
PDL_IMP_KMRH,-1042536,Komarhorod,Iampol',Podolia,32,12
GLC_RDK_KMRN,-1042541,Komarno,Rudki,Galicia,62,37
KV_BRD_MKHN,-1042625,Makhnivka,Berdichev,Kiev,16,2
KV_LPV_KNL,-1042649,Konela,Lipovets,Kiev,16,6
PDL_BLT_KNTS,-1042652,Kinets'pil',Balta,Podolia,32,2
CHR_KNT_KNTP,-1042673,Konotop,Konotop,Chernigov,48,6
VLH_LTS_KPCH,-1042753,Kopachivka,Lutsk,Volhinia,8,7
PDL_MGL_KPHR,-1042774,Kopaihorod,Mogilev,Podolia,32,8
GLC_HST_KPYC,-1042792,Kopychyntsi,Husiatyń,Galicia,62,68
VLH_NVG_KRTS,-1042840,Korets,Novograd-Volynskii,Volhinia,,
KV_SKV_KRNY,-1042859,Kornyn,Skvira,Kiev,16,8
VLH_ZSL_KRNY,-1042861,Kornytsya,Zaslavl',Volhinia,8,4
MRM_UGC_KRLV,-1042888,Korolevo,Ugocsa,Maramaros,,
CHR_KRL_KRP,-1042893,Korop,Krolevets,Chernigov,48,7
GLC_TLM_KRPT,-1042894,Koropets,Tłumacz,Galicia,62,59
VLH_OVR_KRST,-1042907,Korosten,Ovruch,Volhinia,8,9
KV_RDM_KRST,-1042923,Korostyshiv,Radomysl',Kiev,16,7
KV_KNV_KRSN,-1042950,Korsun' Shevchenkivs'kyy,Kanev,Kiev,16,5
VLH_KVL_KRTL,-1042954,Kortelesy,Kovel',Volhinia,8,5
BKV_WZN_KRYT,-1042966,Korytne,Wiznitz,Bukovina,63,6
CHR_SSN_KRKV,-1042969,Koriukivka,Sosnitsa,Chernigov,48,13
MRM_MRM_KSHL,-1043006,Koshel'ovo,Máramaros,Maramaros,,
KRP_BRG_KSN,-1043030,Koson,Bereg,Karpatalja,,
PDL_KMN_KSHR,-1043042,Kosohirka,Kamenets-Podol'sk,Podolia,,
GLC_KSW_KSV,-1043044,Kosiv,Kosów,Galicia,62,51
MRM_MRM_KSVS,-1043052,Kosivska Polyana,Máramaros,Maramaros,,
BKV_STR_KSTN,-1043064,Kostintsy,Storojinet,Bukovina,63,9
VLH_RVN_KSTP,-1043071,Kostopil,Rovno,Volhinia,8,11
KHR_ANN_KTVS,-1043129,Kotovsk,Anan'ev,Kherson,47,3
VLH_KVL_KVL,-1043191,Kovel,Kovel',Volhinia,8,5
KV_TRS_KVSH,-1043201,Kivshovata,Tarashcha,Kiev,16,9
CHR_KZL_KZLT,-1043235,Kozelets,Kozelets,Chernigov,48,5
VLH_DBN_KZN,-1043252,Kozin,Dubno,Volhinia,8,3
GLC_BRZ_KZLV,-1043268,Kozliv,Brzeżany,Galicia,62,64
GLC_BRZ_KZV,-1043283,Kozova,Brzeżany,Galicia,62,64
GLC_JWR_KRKV,-1043295,Krakovets,Jaworów,Galicia,62,25
KHR_IZM_KRMT,-1043300,Kramators'k,Izium,Kharkov,46,7
VLH_STR_KRSY,-1043316,Krasyliv,Starokonstantinov,Volhinia,8,12
EKT_BKH_KRSN,-1043387,Krasnoarmiys'k,Bakhmut,Yekaterinoslav,13,3
PLT_KNS_KRSN,-1043421,Krasnohrad,Konstantinograd,Poltava,33,6
BKV_STR_KRSN,-1043430,Krasnoyilsk,Storojinet,Bukovina,63,9
EKT_ALK_KRSN,-1043475,Krasnoselka,Aleksandrovsk,Yekaterinoslav,13,2
VLH_NVG_KRSN,-1043500,Krasnostav,Novograd-Volynskii,Volhinia,,
PDL_IMP_KRSN,-1043526,Krasne,Iampol',Podolia,32,12
KV_KV_HRMN,-1043535,Hermanivka,Kiev,Kiev,16,1
VLH_DBN_KRSN,-1043536,Krasne,Dubno,Volhinia,8,3
PLT_KRM_KRMN,-1043663,Kremenchuk,Kremenchug,Poltava,33,7
VLH_KRM_KRMN,-1043668,Kremenets,Kremenets,Volhinia,8,6
GLC_NDW_TTRV,-1043681,Tatariv,Nadwórna,Galicia,62,53
MRM_MRM_KRYC,-1043712,Krychovo,Máramaros,Maramaros,,
VLH_RVN_KRCH,-1043713,Krichil'sk,Rovno,Volhinia,8,11
KRP_UGC_KRYV,-1043757,Kryva,Ugocsa,Karpatalja,,
PDL_BLT_KRYV,-1043802,Kryve Ozero,Balta,Podolia,32,2
CHR_KRL_KRLV,-1043812,Krolevets,Krolevets,Chernigov,48,7
PDL_BLT_KRT,-1043897,Kruti,Balta,Podolia,32,2
KHR_KHR_KRYV,-1043968,Kryvyy Rih,Kherson,Kherson,47,1
PDL_OLG_KRYZ,-1043973,Kryzhopil,Ol'gopol',Podolia,32,9
VLH_OVR_KSVR,-1043978,Ksaveriv,Ovruch,Volhinia,8,9
PDL_GSN_KBLC,-1043997,Kublich,Gaisin,Podolia,32,5
GLC_BRS_KDRY,-1044040,Kudryntsi,Borszczów,Galicia,62,62
GLC_LWW_KKZV,-1044060,Kukeziv,Lwów,Galicia,62,31
VLH_STR_KLCH,-1044080,Kulchyny,Starokonstantinov,Volhinia,8,12
GLC_ZLK_KLYK,-1044096,Kulykiv,Żółkiew,Galicia,62,46
PDL_GSN_KN,-1044127,Kuna,Gaisin,Podolia,32,5
VLH_OST_KNV,-1044131,Kuniv,Ostrog,Volhinia,8,10
VLH_STR_KPL,-1044144,Kupil,Starokonstantinov,Volhinia,8,12
VLH_VLD_KPYC,-1044147,Kupychiv,Vladimir-Volynskii,Volhinia,,
KHR_KPN_KPYN,-1044158,Kup'yans'k,Kupiansk,Kharkov,46,8
PDL_KMN_KPYN,-1044167,Kupyn,Kamenets-Podol'sk,Podolia,,
MRM_MRM_KSHN,-1044256,Kushnytsya,Máramaros,Maramaros,,
GLC_KSW_KTY,-1044301,Kuty,Kosów,Galicia,62,51
VLH_STR_KZMY,-1044335,Kuz'myn,Starokonstantinov,Volhinia,8,12
KRP_BRG_KZMY,-1044338,Kuzmyno,Bereg,Karpatalja,,
PDL_PRS_KZMY,-1044346,Kuz'myn,Proskurov,Podolia,32,10
MRM_MRM_KVSY,-1044360,Kvasy,Máramaros,Maramaros,,
KV_KV_KYV,-1044367,Kyiv,Kiev,Kiev,16,1
PDL_GSN_LDYZ,-1044387,Ladyzhyn,Gaisin,Podolia,32,5
KV_UMN_LDYZ,-1044388,Ladyzhinka,Uman',Kiev,16,10
GLC_NDW_LNCH,-1044405,Lanchyn,Nadwórna,Galicia,62,53
GLC_BRS_LNVT,-1044417,Lanivtsi,Borszczów,Galicia,62,62
VLH_KRM_LNVT,-1044418,Lanivtsi,Kremenets,Volhinia,8,6
GLC_STR_LVCH,-1044471,Lavochnoye,Stryj,Galicia,62,57
KRP_UNG_LYKH,-1044541,Lyakhivtsi,Ung,Karpatalja,,
VLH_ZHT_LSHC,-1044627,Lishchyn,Zhitomir,Volhinia,8,1
GLC_BRD_LSHN,-1044632,Leshniv,Brody,Galicia,62,63
BSS_BND_LSN,-1044659,Lisne,Bendery,Bessarabia,3,3
PDL_LTC_LTYC,-1044673,Letychiv,Letichev,Podolia,32,6
VLH_ZHT_LVKV,-1044697,Levkov,Zhitomir,Volhinia,8,1
GLC_TRK_LMN,-1044762,Limna,Turka,Galicia,62,45
MRM_MRM_LYPC,-1044773,Lypcha,Máramaros,Maramaros,,
MRM_MRM_LYPT,-1044776,Lypetska Polyana,Máramaros,Maramaros,,
KV_LPV_LYPV,-1044802,Lypovets,Lipovets,Kiev,16,6
GLC_BHR_LYST,-1044834,Lysets',Bohorodczany,Galicia,62,47
VLH_LTS_LSHN,-1044836,Lishnevka,Lutsk,Volhinia,8,7
EKT_BKH_LYSY,-1044843,Lysychansk,Bakhmut,Yekaterinoslav,13,3
MRM_MRM_LYSY,-1044844,Lysychovo,Máramaros,Maramaros,,
GLC_STR_LYSY,-1044881,Lysyatychi,Stryj,Galicia,62,57
PDL_LTN_LTYN,-1044884,Lityn,Litin,Podolia,32,7
VLH_VLD_LKCH,-1044937,Lokachi,Vladimir-Volynskii,Volhinia,,
PLT_LKH_LKHV,-1044941,Lokhvytsia,Lokhvitsa,Poltava,33,8
GLC_BRD_LPTY,-1044974,Lopatyn,Brody,Galicia,62,63
MRM_MRM_LPKH,-1044984,Lopukhiv,Máramaros,Maramaros,,
GLC_BRS_LSYC,-1045013,Losyach,Borszczów,Galicia,62,62
CHR_HRD_LVYN,-1045025,Lovyn,Horodnia,Chernigov,,
EKT_PVL_LZV,-1045058,Lozova,Pavlograd,Yekaterinoslav,13,7
PLT_LBN_LBNY,-1045095,Lubny,Lubny,Poltava,33,9
PDL_KMN_LCHY,-1045111,Luchynets,Kamenets-Podol'sk,Podolia,,
VLH_OVR_LHYN,-1045139,Luhyny,Ovruch,Volhinia,8,9
EKT_SLV_LHNS,-1045160,Luhansk,Slavianoserbsk,Yekaterinoslav,13,8
GLC_SMB_LK,-1045167,Luka,Sambor,Galicia,62,39
KV_LPV_LKSH,-1045183,Lukashivka,Lipovets,Kiev,16,6
VLH_KVL_LKV,-1045207,Lukov,Kovel',Volhinia,8,5
BKV_CZR_LKVY,-1045210,Lukovytsya,Czernowitz,Bukovina,63,4
GLC_KLS_LKVY,-1045216,Lukvytsya,Kałusz,Galicia,62,49
VLH_LTS_LTSK,-1045249,Lutsk,Lutsk,Volhinia,8,7
GLC_LWW_LVV,-1045268,Lviv,Lwów,Galicia,62,31
KHR_KHR_LVV,-1045273,Lvove,Kherson,Kherson,47,1
KV_ZVN_LYSY,-1045327,Lysyanka,Zvenigorodka,Kiev,16,4
VLH_NVG_LYBR,-1045332,Lyubar,Novograd-Volynskii,Volhinia,,
GLC_ZLK_LYBL,-1045342,Lyubelya,Żółkiew,Galicia,62,46
MNS_PNS_LYBS,-1045349,Lyubeshiv,Pinsk,Minsk,22,7
VLH_VLD_LYBM,-1045397,Lyuboml,Vladimir-Volynskii,Volhinia,,
KHR_VLK_LYBT,-1045401,Lyubotyn,Valki,Kharkov,46,4
KRP_UNG_LYT,-1045433,Lyuta,Ung,Karpatalja,,
GLC_RW_MHRV,-1045468,Maheriv,Rawa Ruska,Galicia,62,36
KV_KV_MKRV,-1045481,Makariv,Kiev,Kiev,16,1
PDL_KMN_MKV,-1045516,Makiv,Kamenets-Podol'sk,Podolia,,
KRP_BRG_MLDB,-1045589,Mala Dobron',Bereg,Karpatalja,,
VLH_KVL_MLHL,-1045593,Mala Hlusha,Kovel',Volhinia,8,5
KRP_UGC_MLKP,-1045604,Mala Kopanya,Ugocsa,Karpatalja,,
KHR_KHR_MLSD,-1045653,Mala Siedemynukha,Kherson,Kherson,47,1
VLH_RVN_MLSD,-1045689,Male Sedlishche,Rovno,Volhinia,8,11
KV_RDM_MLYN,-1045702,Malyn,Radomysl',Kiev,16,7
KRP_UNG_MLHV,-1045771,Mali Heivtsi,Ung,Karpatalja,,
KRP_UNG_MLYB,-1045800,Malyi Bereznyi,Ung,Karpatalja,,
GLC_STN_MRYM,-1045982,Mariyampil,Stanisławów,Galicia,62,58
EKT_MRP_MRPL,-1045996,Mariupol,Mariupol',Yekaterinoslav,13,5
PDL_IMP_MRKV,-1046024,Markivka,Iampol',Podolia,32,12
KHR_ODS_MYK,-1046261,Mayaki,Odessa,Kherson,47,5
MRM_MRM_MYDN,-1046268,Maydan,Máramaros,Maramaros,,
GLC_DRH_MDNY,-1046356,Medenychi,Drohobycz,Galicia,62,22
KV_CHG_MDVD,-1046370,Medvedivka,Chigirin,Kiev,16,12
KV_KNV_MDVN,-1046393,Medvin,Kanev,Kiev,16,5
PDL_LTC_MDZH,-1046397,Medzhybizh,Letichev,Podolia,32,6
TRD_MLT_MLTP,-1046418,Melitopol,Melitopol',Taurida,41,5
VLH_KVL_MLNY,-1046438,Melnytsya,Kovel',Volhinia,8,5
GLC_BRS_MLNY,-1046439,Melnytsya Podilska,Borszczów,Galicia,62,62
CHR_SSN_MN,-1046450,Mena,Sosnitsa,Chernigov,48,13
GLC_DLN_MZHR,-1046512,Mizhrichchya,Dolina,Galicia,62,48
VLH_RVN_MZHY,-1046516,Mezhyrichi,Rovno,Volhinia,8,11
MRM_MRM_MZHH,-1046523,Mizhhirya,Máramaros,Maramaros,,
BKV_STR_CHDY,-1046528,Chudey,Storojinet,Bukovina,63,9
VLH_RVN_MZHY2,-1046531,Mezhyrichi,Rovno,Volhinia,8,11
PDL_LTN_MZHR,-1046534,Mezhirov,Litin,Podolia,32,7
BKV_WZN_MYHV,-1046548,Myhove,Wiznitz,Bukovina,63,6
GLC_BRD_MKLY,-1046695,Mikolayuv,Brody,Galicia,62,63
GLC_NDW_MYKL,-1046700,Mykulychyn,Nadwórna,Galicia,62,53
GLC_TRN_MKLN,-1046703,Mikulintsy,Tarnopol,Galicia,62,72
BKV_WZN_MLYV,-1046709,Miliyeve,Wiznitz,Bukovina,63,6
VLH_KVL_MLYN,-1046724,Milyanovichi,Kovel',Volhinia,8,5
KRP_UNG_MYN,-1046731,Mynai,Ung,Karpatalja,,
PDL_NV_MYNK,-1046739,Myn'kivtsi,Novaia Ushitsa,Podolia,32,11
PLT_MRG_MYRH,-1046747,Myrhorod,Mirgorod,Poltava,33,10
VLH_NVG_MYRP,-1046799,Myropil,Novograd-Volynskii,Volhinia,,
VLH_DBN_MZCH,-1046849,Mizoch,Dubno,Volhinia,8,3
PDL_VNN_MZYK,-1046852,Mizyakov,Vinnitsa,Podolia,32,4
VLH_DBN_MLYN,-1046859,Mlyniv,Dubno,Volhinia,8,3
PDL_MGL_MHYL,-1046905,Mohyliv Podilskyy,Mogilev,Podolia,32,8
KV_ZVN_MKRK,-1046938,Mokra Kalyhirka,Zvenigorodka,Kiev,16,4
KV_LPV_MNST,-1047028,Monastyrishche,Lipovets,Kiev,16,6
GLC_BCZ_MNST,-1047031,Monastyryska,Buczacz,Galicia,62,65
KV_CHR_MSHN,-1047094,Moshny,Cherkasy,Kiev,16,11
GLC_KSW_MSKL,-1047110,Moskalivka,Kosów,Galicia,62,51
GLC_MSC_MSTY,-1047129,Mostyska,Mościska,Galicia,62,32
KHR_ANN_MSTV,-1047138,Mostovoye,Anan'ev,Kherson,47,3
KRP_BRG_MKCH,-1047179,Mukacheve,Bereg,Karpatalja,,
VLH_DBN_MRVY,-1047211,Muravytsi,Dubno,Volhinia,8,3
PDL_NV_MRVN,-1047220,Murovani Kurylivtsi,Novaia Ushitsa,Podolia,32,11
KRP_BRG_MZHY,-1047245,Muzhiyevo,Bereg,Karpatalja,,
KHR_KHR_MYKL,-1047257,Mykolayiv,Kherson,Kherson,47,1
GLC_ZYD_MYKL,-1047258,Mykolayiv,Żydaczów,Galicia,62,60
EKT_MRP_NDZH,-1047303,Nadezhnaya,Mariupol',Yekaterinoslav,13,5
GLC_NDW_NDVR,-1047320,Nadvirna,Nadwórna,Galicia,62,53
GLC_JWR_NHCH,-1047330,Nahachiv,Jaworów,Galicia,62,25
KHR_KHR_NGRT,-1047331,Nagartava,Kherson,Kherson,47,1
GLC_BRZ_NRYV,-1047372,Narayiv,Brzeżany,Galicia,62,64
VLH_OVR_NRDY,-1047381,Narodychi,Ovruch,Volhinia,8,9
KV_VSL_NSTS,-1047388,Nastashka,Vasilkov,Kiev,,
GLC_LWW_NVRY,-1047417,Navariya,Lwów,Galicia,62,31
EKT_ALK_NZRV,-1047425,Nazarovicheva,Aleksandrovsk,Yekaterinoslav,13,2
MNS_PNS_NBL,-1047431,Nobel,Pinsk,Minsk,22,7
MRM_MRM_NHRV,-1047467,Nehrovets,Máramaros,Maramaros,,
KRP_BRG_NLPY,-1047487,Nelipyno,Bereg,Karpatalja,,
PDL_BRT_NMYR,-1047506,Nemyriv,Bratslav,Podolia,32,3
GLC_RW_NMYR,-1047507,Nemyriv,Rawa Ruska,Galicia,62,36
BKV_KTZ_NPLK,-1047527,Nepolokivtsi,Kotzman,Bukovina,63,5
BSS_KHT_NPRT,-1047528,Neporotovo,Khotin,Bessarabia,3,8
MRM_MRM_NRSN,-1047533,Neresnytsya,Máramaros,Maramaros,,
VLH_KVL_NSKH,-1047558,Nesukhoyezhe,Kovel',Volhinia,8,5
PDL_PRS_NKLY,-1047643,Nikolayev,Proskurov,Podolia,32,10
GLC_BBR_MYKL,-1047644,Mykolayiv,Bóbrka,Galicia,62,19
BSS_AKK_MYKL,-1047737,Mykolayivka Novorosiyska,Akkerman,Bessarabia,3,2
EKT_EKT_NKPL,-1047778,Nikopol,Ekaterinoslav,Yekaterinoslav,13,1
GLC_PRZ_NYZH,-1047796,Nyzhankovychi,Przemyśl,Galicia,62,34
EKT_NVM_NZHN,-1047807,Nizhnedneprovsk,Novomoskovsk,Yekaterinoslav,13,6
MRM_MRM_NYZH2,-1047827,Nyzhnye Selyshche,Máramaros,Maramaros,,
GLC_TRK_NYZH,-1047829,Nyzhnye Vysotske,Turka,Galicia,62,45
GLC_TLM_NYZH,-1047832,Nyzhniv,Tłumacz,Galicia,62,59
BKV_STR_NYZH,-1047844,Nyzhni Stanivitzi,Storojinet,Bukovina,63,9
KRP_BRG_NYZH,-1047847,Nyzhni Vorota,Bereg,Karpatalja,,
MRM_MRM_NYZH3,-1047857,Nyzhnii Studenyi,Máramaros,Maramaros,,
GLC_TRK_NYZH2,-1047885,Nyzhnya Yablun'ka,Turka,Galicia,62,45
CHR_NZH_NZHY,-1047887,Nizhyn,Niezhin,Chernigov,48,11
VLH_OVR_NRNS,-1047900,Norinsk,Ovruch,Volhinia,8,9
CHR_NZH_NSVK,-1047912,Nosivka,Niezhin,Chernigov,48,11
PDL_NV_NVUS,-1047930,Nova Ushytsya,Novaia Ushitsa,Podolia,32,11
VLH_NVG_NVCH,-1047955,Nova Chortoriya,Novograd-Volynskii,Volhinia,,
KHR_KHR_NVKV,-1047998,Novi Kovna,Kherson,Kherson,47,1
KHR_KHR_NVOD,-1048018,Nova Odesa,Kherson,Kherson,47,1
KHR_ALK_NVPR,-1048027,Nova Praha,Aleksandriia,Kherson,47,2
CHR_NVG_NVHR,-1048076,Novhorod Siverskyy,Novgorod-Sieversk,Chernigov,,
KHR_ELZ_NVRK,-1048149,Novoarkhanhelsk,Elizavetgrad,Kherson,47,4
EKT_ALK_NVDR,-1048192,Novodarivka,Aleksandrovsk,Yekaterinoslav,13,2
VLH_NVG_NVHR,-1048276,Novohrad Volynskyy,Novograd-Volynskii,Volhinia,,
KHR_ELZ_NVMY,-1048376,Novomyrhorod,Elizavetgrad,Kherson,47,4
EKT_NVM_NVMS,-1048384,Novomoskovs'k,Novomoskovsk,Yekaterinoslav,13,6
KHR_ANN_NVPV,-1048452,Novopavlivka,Anan'ev,Kherson,47,3
KHR_KHR_NVPD,-1048493,Novo Podolsk,Kherson,Kherson,47,1
KHR_KHR_NVPL,-1048509,Novopoltavka,Kherson,Kherson,47,1
KRP_UGC_NVSL,-1048542,Novoselytsya,Ugocsa,Karpatalja,,
MRM_MRM_NVSL,-1048543,Novoselytsya,Máramaros,Maramaros,,
BSS_KHT_NVSL,-1048544,Novoselytsya,Khotin,Bessarabia,3,8
KHR_KHR_SHLM,-1048564,Sholom Aleichem,Kherson,Kherson,47,1
TRD_EVP_NVSL,-1048651,Novoselivs'ke,Evpatoriia,Taurida,41,4
KHR_ELZ_NVKR,-1048752,Novoukrayinka,Elizavetgrad,Kherson,47,4
GLC_SKL_VRYZ,-1048754,Varyazh,Sokal,Galicia,62,41
KHR_KHR_NVVT,-1048782,Novo Vitebsk,Kherson,Kherson,47,1
KHR_KHR_NVVR,-1048796,Novovorontsovka,Kherson,Kherson,47,1
KRP_BRG_NVDV,-1048815,Nove Davydkovo,Bereg,Karpatalja,,
GLC_DBR_NVMS,-1048834,Nove Misto,Dobromil,Galicia,62,21
KRP_BRG_BRHY,-1048837,Berehuyfalu,Bereg,Karpatalja,,
KHR_KHR_NVZH,-1048855,Novozhitomir,Kherson,Kherson,47,1
EKT_ALK_NVZL,-1048857,Novozlatopil',Aleksandrovsk,Yekaterinoslav,13,2
KHR_KHR_NVYY,-1048877,Novyy Buh,Kherson,Kherson,47,1
GLC_BBR_NVST,-1048906,Novi Strilyshcha,Bóbrka,Galicia,62,19
VLH_OVR_NVVL,-1048910,Novi Velednyky,Ovruch,Volhinia,8,9
KV_SKV_NVFS,-1048914,Novofastiv,Skvira,Kiev,16,8
PDL_LTN_NVKS,-1048924,Novokostyantyniv,Litin,Podolia,32,7
VLH_KRM_NVYY,-1048946,Novyy Oleksinets,Kremenets,Volhinia,8,6
PDL_VNN_NVYY,-1048951,Novyy Pikov,Vinnitsa,Podolia,32,4
GLC_KMN_NVYV,-1048977,Novyi Vytkiv,Kamionka Strumiłowa,Galicia,62,67
GLC_LWW_NVYY,-1048978,Novyy Yarychiv,Lwów,Galicia,62,31
KV_TRS_ZHYV,-1048981,Zhyvotiv,Tarashcha,Kiev,16,9
KRP_BRG_OBV,-1048998,Obava,Bereg,Karpatalja,,
GLC_HRD_OBRT,-1049005,Obertyn,Horodenka,Galicia,62,50
PDL_OLG_OBDV,-1049025,Obodivka,Ol'gopol',Podolia,32,9
KV_KV_OBKH,-1049050,Obukhiv,Kiev,Kiev,16,1
KHR_ODS_OCHK,-1049062,Ochakiv,Odessa,Kherson,47,5
KHR_ODS_ODS,-1049092,Odesa,Odessa,Kherson,47,5
GLC_BRS_OKPY,-1049162,Okopy,Borszczów,Galicia,62,62
KV_CHG_OLKS,-1049206,Oleksandrivka,Chigirin,Kiev,16,12
KHR_ALK_OLKS,-1049208,Oleksandriya,Aleksandriia,Kherson,47,2
GLC_ZLC_OLSK,-1049235,Olesko,Złoczów,Galicia,62,75
VLH_OVR_OLVS,-1049236,Olevsk,Ovruch,Volhinia,8,9
GLC_BRS_OLYV,-1049241,Oliyevo Koralivka,Borszczów,Galicia,62,62
PDL_OLG_OLHP,-1049259,Olhopil,Ol'gopol',Podolia,32,9
PDL_NV_VLKH,-1049276,Vil'khovets',Novaia Ushitsa,Podolia,32,11
MRM_UGC_VLKH,-1049283,Vilkhivka,Ugocsa,Maramaros,,
MRM_MRM_VLKH,-1049290,Vil'khivtsi,Máramaros,Maramaros,,
KV_ZVN_OLSH,-1049299,Olshana,Zvenigorodka,Kiev,16,4
KRP_UNG_VLSH,-1049329,Vil'shynky,Ung,Karpatalja,,
VLH_DBN_OLYK,-1049331,Olyka,Dubno,Volhinia,8,3
MRM_UGC_ONK,-1049349,Onok,Ugocsa,Maramaros,,
VLH_VLD_OPLN,-1049363,Opalin,Vladimir-Volynskii,Volhinia,,
KV_LPV_ORTV,-1049383,Orativ,Lipovets,Kiev,16,6
TRD_BRD_ORKH,-1049405,Orikhiv,Berdiansk,Taurida,41,2
PDL_KMN_ORYN,-1049433,Orynyn,Kamenets-Podol'sk,Podolia,,
GLC_DRH_ORV,-1049478,Orov,Drohobycz,Galicia,62,22
VLH_RVN_OSV,-1049557,Osova,Rovno,Volhinia,8,11
CHR_OST_OSTR,-1049587,Oster,Oster,Chernigov,48,12
VLH_OST_OSTR,-1049602,Ostroh,Ostrog,Volhinia,8,10
VLH_NVG_OSTR,-1049607,Ostropil,Novograd-Volynskii,Volhinia,,
VLH_DBN_OSTR,-1049643,Ostrozhets,Dubno,Volhinia,8,3
GLC_TLM_OTYN,-1049692,Otyniya,Tłumacz,Galicia,62,59
KHR_ODS_OVDP,-1049696,Ovidiopol,Odessa,Kherson,47,5
VLH_OVR_OVRC,-1049703,Ovruch,Ovruch,Volhinia,8,9
PDL_MGL_OZRY,-1049716,Ozaryntsi,Mogilev,Podolia,32,8
GLC_ZLC_OZRN,-1049724,Ozerna,Złoczów,Galicia,62,75
GLC_BRS_OZRY,-1049749,Ozeryany,Borszczów,Galicia,62,62
VLH_DBN_OZRY,-1049752,Ozeryany,Dubno,Volhinia,8,3
VLH_VLD_OZRY,-1049754,Ozeryany,Vladimir-Volynskii,Volhinia,,
VLH_STR_OZHY,-1049767,Ozhyhivtsi,Starokonstantinov,Volhinia,8,12
VLH_VLD_OZYT,-1049771,Ozyutichi,Vladimir-Volynskii,Volhinia,,
GLC_CZR_PLSH,-1049786,Palashevka,Czortków,Galicia,62,66
BKV_STR_PNK,-1049811,Panka,Storojinet,Bukovina,63,9
KRP_BRG_PTSK,-1049926,Patskan'ovo,Bereg,Karpatalja,,
EKT_PVL_PVLH,-1049945,Pavlohrad,Pavlograd,Yekaterinoslav,13,7
KV_SKV_PVLC,-1050019,Pavoloch,Skvira,Kiev,16,8
GLC_KLM_PCHN,-1050032,Pechenizhyn,Kołomyja,Galicia,62,54
PDL_BRT_PCHR,-1050048,Pechora,Bratslav,Podolia,32,3
KRP_BRG_PRCH,-1050084,Perechin,Bereg,Karpatalja,,
GLC_DLN_PRHN,-1050093,Perehinske,Dolina,Galicia,62,48
TRD_PRK_PRKP,-1050105,Perekop,Perekop,Taurida,41,6
GLC_PRZ_PRMY,-1050142,Peremyshlyany,Przemyślany,Galicia,62,70
