code,id,name,enc_name,enc_page
BDN_GRM_HMSB,-1790229,Hemsbach,HEMSBACH,508
WRT_GRM_HNGS,-1790325,Hengstfeld,,
PRU_RHN_HNNW,-1790431,Hennweiler,HENNWEILER,508
HSS_GRM_HPPN,-1790475,Heppenheim An Der Bergstrasse,HEPPENHEIM AN DER BERGSTRASSE,508
HSS_GRM_HPPN2,-1790476,Heppenheim An Der Wiese,HEPPENHEIM AN DER WIESE,509
PRU_WST_HRBD,-1790497,Herbede,HERBEDE,509
PRU_HSS_HRBR,-1790544,Herborn,HERBORN,509
PRU_WST_HRFR,-1790622,Herford,HERFORD,509
HSS_GRM_HRGR,-1790636,Hergershausen,HERGERSHAUSEN,510
PRU_HSS_HRLS,-1790693,Herleshausen,HERLESHAUSEN,510
PRU_RHN_HRMS,-1790814,Hermeskeil,HERMESKEIL,510
PRU_WST_HRN,-1790852,Herne,HERNE,510
WRT_GRM_HRRL,-1791057,Herrlingen,HERRLINGEN,511
BYR_GRM_HRSC,-1791149,Herschberg,HERSCHBERG,511
BYR_GRM_HRXH,-1791216,Herxheim Am Berg,,
BYR_GRM_HSSD,-1791372,Hessdorf,HESSDORF,512
PRU_HSS_HSSS,-1791454,Hessisch Oldendorf,HESSISCH OLDENDORF,512
HSS_GRM_HSSL,-1791469,Hessloch,HESSLOCH,512
PRU_HSS_HBCH,-1791596,Heubach,HEUBACH AN DER RHOEN,512
BYR_GRM_HCHL,-1791674,Heuchelheim,HEUCHELHEIM,512
HSS_GRM_HSNS,-1791756,Heusenstamm,HEUSENSTAMM,512
PRU_RHN_HLBR,-1791939,Hilbringen,HILBRINGEN,512
PRU_WST_HLCH,-1791940,Hilchenbach,,
SCH_MNN_HLDB,-1791944,Hildburghausen,HILDBURGHAUSEN,513
PRU_RHN_HLDN,-1791953,Hilden,HILDEN,513
PRU_HNN_HLDS,-1791959,Hildesheim,HILDESHEIM,513
HSS_GRM_HLLS,-1792058,Hillesheim,HILLESHEIM,513
HSS_GRM_HMBC,-1792160,Himbach,HIMBACH,513
PRU_HSS_HNTR,-1792785,Hintersteinau,HINTERSTEINAU,514
BYR_GRM_HRSC2,-1792939,Hirschaid,HIRSCHAID,515
HSS_HSS_HRSC,-1793126,Hirschhorn,,515
WRT_GRM_HCHB,-1793423,Hochberg,HOCHBERG,516
BYR_GRM_HCHB,-1793424,Hochberg,HÖCHBERG,464
BYR_GRM_HCHH,-1793571,Hochheim,HOECHHEIM,518
PRU_HSS_HCHH,-1793576,Hochheim Am Main,HOCHHEIM AM MAIN,517
PRU_RHN_HCHN,-1793660,Hochneukirch,HOCHNEUKIRCH,517
BYR_GRM_HCHS,-1793726,Hochspeyer,HOCHSPEYER,517
PRU_HSS_HCHS,-1793733,Hochst,HOECHST AM MAIN,518
HSS_GRM_HCHS,-1793749,Hochst An Der Nidder,HOECHST AN DER NIDDER,518
HSS_GRM_HCHS2,-1793801,Hochst Im Odenwald,HOECHST IM ODENWALD,519
BDN_GRM_HCKN,-1793901,Hockenheim,HOCKENHEIM,517
BYR_GRM_HF,-1793985,Hof,HOF,520
BDN_GRM_HFFN,-1794169,Hoffenheim,HOFFENHEIM,520
PRU_HSS_HFGS,-1794194,Hofgeismar,HOFGEISMAR,520
PRU_HSS_HFHM,-1794220,Hofheim Am Taunus,HOFHEIM (II),521
BYR_GRM_HFHM,-1794222,Hofheim In Unterfranken,HOFHEIM (I),521
WRT_GRM_HHBC,-1794555,Hohebach,HOHEBACH,521
PRU_WST_HHNL,-1795128,Hohenlimburg,HOHENLIMBURG,521
PRU_HSS_HHRG,-1795940,Hohr Grenzhausen,GRENZHAUSEN,453
PRU_HSS_HLZP,-1796739,Holzappel,HOLZAPPEL,523
PRU_HSS_HLZH,-1797000,Holzhausen An Der Haide,HOLZHAUSEN AN DER HAIDE,524
PRU_HSS_HLZH2,-1797004,Holzhausen Uber Aar,HOLZHAUSEN UEBER DER AAR,524
HSS_GRM_HLZH,-1797054,Holzheim,HOLZHEIM,524
BRN_GRM_HLZM,-1797166,Holzminden,HOLZMINDEN,524
HSS_GRM_HMBR,-1797288,Homberg,HOMBERG AN DER OHM,524
PRU_HSS_HMBR,-1797289,Homberg,HOMBERG AN DER EFZE,524
BYR_GRM_HMBR,-1797322,Homburg Am Main,HOMBURG AM MAIN,525
PRU_HSS_HF,-1797472,Hoof,HOOF,525
OLD_GRM_HPPS,-1797629,Hoppstadten,HOPPSTAEDTEN,525
BYR_GRM_HRBA,-1797649,Horb Am Main,,
WRT_GRM_HRBA,-1797667,Horb Am Neckar,HORB,525
PRU_WST_HRD,-1797698,Horde,HOERDE,519
PRU_HSS_HRNG,-1797753,Horinghausen,HOERINGHAUSEN,519
LPP_GRM_HRN,-1797844,Horn,HORN (I),526
PRU_WST_HRST,-1798138,Horst,HORST-EMSCHLER,529
BYR_GRM_HRST,-1798164,Horstein,HOERSTEIN,519
PRU_WST_HRST2,-1798228,Horstmar,HORSTMAR,529
BYR_GRM_HSBC,-1798275,Hosbach,HOESBACH,519
PRU_RHN_HTTN,-1798338,Hottenbach,,
PRU_WST_HXTR,-1798448,Hoxter,HOEXTER,519
PRU_HSS_HNFL,-1799335,Hunfeld,HUENFELD,534
BYR_GRM_HTTN,-1799757,Huttenbach,HUETTENBACH,534
BYR_GRM_HTTN2,-1799810,Huttenheim,,
PRU_RHN_HTTR,-1799866,Huttersdorf,BETTINGEN-HUETTERSDORF,134
PRU_WST_IBBN,-1799954,Ibbenburen,IBBENBUEREN,541
BYR_GRM_ICHN,-1799995,Ichenhausen,ICHENHAUSEN,541
BDN_GRM_IHRN,-1800155,Ihringen,IHRINGEN,233
BYR_GRM_ILLR,-1800218,Illereichen,ILLEREICHEN-ALTENSTADT,545
PRU_RHN_ILLN,-1800233,Illingen,ILLINGEN,546
BDN_GRM_ILVS,-1800304,Ilvesheim,ILVESHEIM,547
HSS_GRM_INGL,-1800753,Ingelheim Am Rhein,INGELHEIM,547
BYR_GRM_INGN,-1800766,Ingenheim,INGENHEIM,547
PRU_WST_ISRL,-1801105,Iserlohn,ISERLOHN,551
BDN_GRM_ITTL,-1801202,Ittlingen,ITTLINGEN,552
WRT_GRM_JBNH,-1801666,Jebenhausen,,
OLD_GRM_JVR,-1801884,Jever,JEVER,573
BDN_GRM_JHLN,-1802040,Johlingen,JOEHLINGEN,576
PRU_RHN_JCHN,-1802145,Juchen,,
HSS_GRM_JGNH,-1802201,Jugenheim,JUGENHEIM,579
BYR_GRM_KSRS,-1802780,Kaiserslautern,KAISERSLAUTERN,583
PRU_RHN_KLKR,-1802947,Kalkar,KALKAR,587
PRU_WST_KMN,-1803347,Kamen,KAMEN (II),590
BDN_GRM_KRLS,-1803994,Karlsruhe,KARLSRUHE,444
PRU_HSS_KSSL,-1804271,Kassel,KASSEL,566
PRU_RHN_KMPN,-1805148,Kempen,KEMPEN,614
HSS_GRM_KSTR,-1805440,Kestrich,KESTRICH,615
PRU_HSS_KTTN,-1805471,Kettenbach,KETTENBACH,616
PRU_SCH_KL,-1805669,Kiel,KIEL,621
BDN_GRM_KPPN,-1805999,Kippenheim,KIPPENHEIM,627
BDN_GRM_KRCH,-1806205,Kirchen,KIRCHEN,627
PRU_HSS_KRCH,-1806290,Kirchhain,KIRCHHAIN,627
BYR_GRM_KRCH,-1806316,Kirchheimbolanden,KIRCHHEIMBOLANDEN,628
BYR_GRM_KTZN,-1806637,Kitzingen,KITZINGEN,632
BYR_GRM_KLNB,-1807092,Kleinbockenheim,KLEINBOCKENHEIM,633
BYR_GRM_KLNB2,-1807277,Kleineibstadt,KLEINEIBSTADT,634
BDN_GRM_KLNC,-1807286,Kleineicholzheim,KLEINEICHOLZHEIM,634
BYR_GRM_KLNR,-1807438,Kleinerdlingen,,
BYR_GRM_KLNH,-1808045,Kleinheubach,KLEINHEUBACH,634
BYR_GRM_KLNL,-1808212,Kleinlangheim,KLEINLANGHEIM,634
BYR_GRM_KLNS,-1808619,Kleinsteinach,KLEINSTEINACH,634
BYR_GRM_KLNW,-1808743,Kleinwallstadt,KLEINWALLSTADT,634
PRU_RHN_KBLN,-1809855,Koblenz,,
PRU_RHN_KLN,-1810561,Koln,COLOGNE,266
BDN_GRM_KNGS,-1810828,Konigsbach,KOENIGSBACH,641
BYR_GRM_BDKN,-1810974,Bad Konigshofen Im Grabfeld,KOENIGSHOFEN-IM-GRABFELD,643
BDN_GRM_KNST,-1811125,Konstanz,KONSTANT,655
PRU_HSS_KRBC,-1811268,Korbach,KORBACH,658
PRU_RHN_KRFL,-1812296,Krefeld,KREFELD,675
BYR_GRM_KRGS,-1812848,Kriegshaber,"KRIEGSHABER, SCHW",639
BYR_GRM_KRMB,-1813399,Krumbach Hurben,KRUMBACH-HUERBEN,681
BDN_GRM_KLSH,-1814235,Kulsheim,KUELSHEIM,687
BYR_GRM_KPS,-1814445,Kups,,
BDN_GRM_LHR,-1814929,Lahr,LAHR,361
BYR_GRM_LMBS,-1815047,Lambsheim,LAMBSHEIM,701
BYR_GRM_LND,-1815168,Landau,LANDAU,702
PRU_RHN_LNGN,-1815838,Langenlonsheim,LANGENLONSHEIM,704
PRU_HSS_LNGN,-1815898,Langenschwarz,,
PRU_HSS_LNGN2,-1815904,Langenselbold,LANGENSELBOLD,704
WRT_GRM_LDNB,-1816613,Laudenbach,LAUDENBACH (I),709
BYR_GRM_LDNB,-1816614,Laudenbach,LAUDENBACH (II),709
PRU_RHN_LFRS,-1816704,Laufersweiler,LAUFERSWEILER,710
WRT_GRM_LPHM,-1816740,Laupheim,LAUPHEIM,710
HSS_GRM_LTRB,-1816888,Lauterbach,LAUTERBACH,710
PRU_HNN_LR,-1817121,Leer,LEER,712
BYR_GRM_LMRS,-1817589,Leimersheim,LEIMERSHEIM,713
SCH_GRM_LPZG,-1817680,Leipzig,,
HSS_GRM_LNGF,-1817990,Lengfeld,LENGFELD,719
BYR_GRM_LTRS,-1818532,Leutershausen,LEUTERSHAUSEN (I),725
BDN_GRM_LTRS,-1818533,Leutershausen,LEUTERSHAUSEN (II),725
PRU_HSS_LCHN,-1818658,Lichenroth,LICHENROTH,727
BDN_GRM_LCHT,-1818682,Lichtenau,LICHTENAU,727
BYR_GRM_LCHT,-1818748,Lichtenfels,LICHTENFELS,727
PRU_HSS_LMBR,-1819175,Limburg An Der Lahn,LIMBURG,731
HSS_GRM_LNDH,-1819630,Lindheim,LINDHEIM,731
PRU_RHN_LNNC,-1819803,Linnich,LINNICH,732
PRU_WST_LPPS,-1819959,Lippstadt,LIPPSTADT,735
BYR_GRM_LSBR,-1819969,Lisberg,LISBERG,737
PRU_HSS_LHRH,-1820701,Lohrhaupten,LOHRHAUPTEN,746
HSS_GRM_LLLR,-1820803,Lollar,LOLLAR,746
HSS_GRM_LNDR,-1820835,Londorf,LONDORF,747
BDN_GRM_LRRC,-1820950,Lorrach,LOERRACH,744
HSS_GRM_LRSC,-1820954,Lorsch,LORSCH,748
PRU_RHN_LSNC,-1821007,Losnich,,
LBC_GRM_LBCK,-1821233,Lubeck,LUEBECK,762
PRU_BRN_LCKN,-1821352,Luckenwalde,LUCKENWALDE,759
WRT_GRM_LDWG,-1821445,Ludwigsburg,LUDWIGSBURG,760
BYR_GRM_LDWG,-1821461,Ludwigshafen Am Rhein,LUDWIGSHAFEN,761
PRU_SCH_LTHR2,-1821906,Lutherstadt Wittenberg,WITTENBERG,1451
PRU_SCH_MGDB,-1822294,Magdeburg,MAGDEBURG,782
BYR_GRM_MNBR,-1822585,Mainbernheim,MAINBERNHEIM,784
BYR_GRM_MNST,-1822608,Mainstockheim,MAINSTOCKHEIM,784
HSS_GRM_MNZ,-1822614,Mainz,MAINZ,233
BDN_GRM_MLSC,-1822793,Malsch,MALSCH BEI KARLSRUHE,789
BDN_GRM_MLSC2,-1822794,Malsch (Bei Wiesloch),MALSCH BEI WIESLOCH,789
BDN_GRM_MNNH,-1822951,Mannheim,MANNHEIM,790
PRU_HSS_MNSB,-1822983,Mansbach,MANSBACH,792
PRU_HSS_MRDR,-1823104,Mardorf,MARDORF,794
PRU_HSS_MRKB,-1823506,Markobel,MARKOEBEL,796
BYR_GRM_MRKT,-1823535,Markt Berolzheim,MARKT BEROLZHEIM,796
BYR_GRM_MRKT2,-1823537,Marktbreit,MARKTBREIT,797
BYR_GRM_MRLD,-1823616,Maroldsweisach,MAROLDSWEISACH,797
PRU_RHN_MYN,-1824196,Mayen,MAYEN,801
PRU_RHN_MCKN,-1824263,Meckenheim,MECKENHEIM,801
PRU_HSS_MRHL,-1824352,Meerholz,MEERHOLZ,806
PRU_HSS_MMBR,-1824577,Meimbressen,MEIMBRESSEN,806
SCH_MNN_MNNG,-1824620,Meiningen,MEININGEN,806
PRU_HSS_MLSN,-1824818,Melsungen,MELSUNGEN,807
BYR_GRM_MMML,-1824844,Memmelsdorf,MEMMELSDORF,809
BDN_GRM_MRCH,-1825012,Merchingen,MERCHINGEN,811
PRU_HSS_MRZH,-1825169,Merzhausen,MERZHAUSEN,812
PRU_RHN_MRZG,-1825172,Merzig,MERZIG,812
PRU_WST_MSCH,-1825179,Meschede,MESCHEDE,812
PRU_HSS_MDT,-1825388,Meudt,MEUDT,814
BDN_GRM_MCHL,-1825524,Michelfeld,MICHELFELD,818
HSS_GRM_MCHL,-1825565,Michelstadt,MICHELSTADT,818
PRU_RHN_MSNH,-1825659,Miesenheim,MIESENHEIM,807
PRU_WST_MNDN,-1825811,Minden,MINDEN,825
BDN_GRM_MNGL,-1825833,Mingolsheim,BAD MINGOLSHEIM,75
BYR_GRM_MTTL,-1826284,Mittelsinn,MITTELSINN,832
BYR_GRM_MTWT,-1826536,Mitwitz,,
PRU_RHN_MRS,-1826630,Moers,MOERS,839
LBC_GRM_MSLN,-1826746,Moisling,,
PRU_RHN_MNCH,-1826958,Monchengladbach,MOENCHENGLADBACH,836
PRU_HSS_MNTB,-1827107,Montabaur,MONTABAUR,845
PRU_HNN_MRNG,-1827598,Moringen,MORINGEN,847
BDN_GRM_MSBC,-1827735,Mosbach,MOSBACH,847
WRT_GRM_MHLN,-1828386,Muhlen Am Neckar,,
WRT_GRM_MHRN,-1828987,Muhringen,MUEHRINGEN,853
PRU_RHN_MLHM,-1829024,Mulheim An Der Ruhr,,
BDN_GRM_MLLH,-1829092,Mullheim,MUELLHEIM,854
BYR_GRM_MNCH,-1829149,Munchen,MÜNCHEN,105
PRU_HNN_HNNV2,-1829250,Hannoversch Munden,HANNOVERSCH MUENDEN,495
PRU_WST_MNST,-1829320,Munster,MUENSTER (II),854
PRU_HSS_NSS,-1829828,Nassau,NASSAU,876
PRU_BRN_NN,-1829936,Nauen,NAUEN,877
PRU_HSS_NMBR,-1829962,Naumburg,NAUMBURG,878
BDN_GRM_NCKR,-1830090,Neckarbischofsheim,NECKARBISCHOFSHEIM,878
PRU_WST_NHMH,-1830222,Neheim Husten,NEHEIM,879
BDN_GRM_NDNS,-1830263,Neidenstein,NEIDENSTEIN,880
PRU_HSS_NNTR,-1830358,Nentershausen,NENTERSHAUSEN,881
BYR_GRM_NNZN,-1830363,Nenzenheim,NENZENHEIM,881
PRU_HSS_NSSL,-1830447,Nesselroden,NESSELROEDEN,881
PRU_HSS_NTR,-1830495,Netra,NETRA,882
MCS_GRM_NBRN,-1830734,Neubrandenburg,NEUBRANDENBURG,882
MCS_GRM_NBKW,-1830784,Neubukow,NEUBUKOW,882
BYR_GRM_NLNN,-1832255,Neuleiningen,NEULEININGEN,883
PRU_RHN_NMGN,-1832301,Neumagen,NEUMAGEN,883
BYR_GRM_NMRK,-1832324,Neumarkt In Der Oberpfalz,NEUMARKT (I),1304
PRU_HSS_NMRS,-1832348,Neumorschen,NEUMORSCHEN,883
PRU_RHN_NNKR,-1832438,Neunkirchen,NEUNKIRCHEN (I),884
PRU_BRN_NRPP,-1832598,Neuruppin,NEURUPPIN,884
PRU_RHN_NSS,-1832757,Neuss,NEUSS,884
PRU_HNN_NSTD,-1832817,Neustadt Am Rubenberge,NEUSTADT AM RUEBENBERGE,885
BYR_GRM_NSTD,-1832818,Neustadt An Der Aisch,NEUSTADT AN DER AISCH,886
BYR_GRM_NSTD2,-1832821,Neustadt An Der Weinstrasse,NEUSTADT (I),885
BYR_GRM_NULM,-1832935,Neu Ulm,NEU-ULM,886
PRU_RHN_NWD,-1833037,Neuwied,,
HSS_GRM_NDD,-1833161,Nidda,NIDDA,888
PRU_HSS_NDRL,-1833239,Niederaula,NIEDERAULA,888
PRU_WST_NDRM,-1833743,Niedermarsberg,NIEDERMARSBERG,889
HSS_GRM_NDRO,-1833861,Nieder Ohmen,NIEDER-OHMEN,889
HSS_GRM_NDRO2,-1833863,Nieder Olm,NIEDER-OLM,889
HSS_GRM_NDRS,-1833961,Nieder Saulheim,NIEDER-SAULHEIM,270
WRT_GRM_NDRS,-1834046,Niederstetten,NIEDERSTETTEN,890
BYR_GRM_NDRW,-1834144,Niederwerrn,NIEDERWERRN,890
PRU_RHN_NDRZ,-1834181,Niederzissen,NIEDERZISSEN,890
BDN_GRM_NNNN,-1834700,Nonnenweier,NONNENWEIER,898
PRU_HNN_NRDN,-1834765,Norden,NORDEN,898
PRU_SCH_NRDH,-1834902,Nordhausen,NORDHAUSEN,898
BYR_GRM_NRDL,-1834971,Nordlingen,NOERDLINGEN,897
WRT_GRM_NRDS,-1835023,Nordstetten,NORDSTETTEN,899
BYR_GRM_NRNB,-1835238,Nurnberg,NÜRNBERG,320
BYR_GRM_OBBC,-1835369,Obbach,OBBACH,918
BYR_GRM_OBRL,-1835460,Oberaltertheim,OBERALTERTHEIM,919
PRU_HSS_OBRS,-1835497,Oberasphe,OBERASPHE,919
PRU_HSS_OBRL,-1835532,Oberaula,OBERAULA,919
PRU_RHN_OBRD,-1835798,Oberdollendorf,OBERDOLLENDORF,919
WRT_GRM_OBRD,-1835813,Oberdorf,OBERDORF,919
BYR_GRM_OBRL2,-1835958,Oberelsbach,OBERELSBACH,919
BDN_GRM_OBRG,-1836273,Obergimpern,OBERGIMPERN,919
HSS_GRM_OBRG,-1836281,Ober Gleen,OBER-GLEEN,920
BDN_GRM_OBRG2,-1836322,Obergrombach,OBERGROMBACH,920
PRU_RHN_OBRH,-1836481,Oberhausen,OBERHAUSEN,920
HSS_GRM_OBRK,-1836832,Ober Klingen,OBER-KLINGEN,921
BYR_GRM_OBRL3,-1836938,Oberlauringen,OBERLAURINGEN,921
BYR_GRM_OBRL4,-1837050,Oberlustadt,OBERLUSTADT,921
HSS_GRM_OBRM,-1837132,Ober Mockstadt,OBER-MOCKSTADT,921
BYR_GRM_OBRM,-1837158,Obermoschel,OBERMOSCHEL,921
BYR_GRM_OBRN,-1837213,Obernbreit,OBERNBREIT,921
PRU_HSS_OBRN,-1837359,Obernkirchen,OBERNKIRCHEN,922
HSS_GRM_OBRR,-1837513,Ober Ramstadt,OBER-RAMSTADT,922
HSS_GRM_OBRS,-1837850,Oberseemen,OBERSEEMEN,922
BYR_GRM_OBRT,-1838107,Oberthulba,OBERTHULBA,922
PRU_HSS_OBRR,-1838156,Oberursel,OBERURSEL,922
PRU_RHN_OBRW,-1838332,Oberwesel,OBERWESEL,922
BYR_GRM_ODNB,-1838749,Odenbach,ODENBACH,924
BDN_GRM_ODNH,-1838770,Odenheim,ODENHEIM,924
PRU_RHN_ODNK,-1838780,Odenkirchen,ODENKIRCHEN,925
WRT_GRM_ODHM,-1838928,Oedheim,OEDHEIM,928
PRU_WST_OLD,-1838952,Oelde,OELDE,929
LPP_GRM_ORLN,-1838996,Oerlinghausen,OERLINGHAUSEN,257
BYR_GRM_OTTN,-1839049,Oettingen In Bayern,OETTINGEN,929
HSS_GRM_OFFN,-1839089,Offenbach,OFFENBACH AM MAIN,930
PRU_RHN_OFFN,-1839092,Offenbach Am Glan,OFFENBACH A. GLAN,929
BDN_GRM_OFFN,-1839098,Offenburg,OFFENBURG,930
OLD_GRM_OLDN,-1839439,Oldenburg,OLDENBURG,932
HSS_GRM_OPPN,-1839730,Oppenheim,OPPENHEIM,939
HSS_GRM_ORTN,-1839886,Ortenberg,ORTENBERG,945
PRU_RHN_OSNN,-1839942,Osann,OSANN,945
PRU_SCH_OSCH,-1839969,Oschersleben,OSCHERSLEBEN,945
PRU_HNN_OSNB,-1840017,Osnabruck,OSNABRUEK,947
BYR_GRM_OSTR,-1840233,Osterberg,OSTERBERG,949
PRU_HNN_OSTR,-1840498,Osterode Am Harz,OSTERODE AM HARZ,949
HSS_GRM_OSTH,-1840626,Osthofen,OSTHOFEN,949
BYR_GRM_OTTN2,-1840832,Ottensoos,OTTENSOOS,956
BYR_GRM_OTTR,-1840913,Otterstadt,OTTERSTADT,956
PRU_HSS_OTTR,-1840982,Ottrau,OTTRAU,956
PRU_RHN_OTTW,-1840988,Ottweiler,OTTWEILER,956
PRU_WST_OVNH,-1841040,Ovenhausen,OVENHAUSEN,957
PRU_WST_PDRB,-1841161,Paderborn,PADERBORN,961
PRU_HNN_PPNB,-1841383,Papenburg,PAPENBURG,967
MCS_GRM_PRCH,-1841468,Parchim,PARCHIM,968
PRU_WST_PCKL,-1841803,Peckelsheim,,
PRU_HNN_PN,-1841863,Peine,PIENE,978
HSS_GRM_PFFF,-1842418,Pfaffen Beerfurth,PFAFFEN-BEERFURTH,983
HSS_GRM_PFDD,-1842759,Pfeddersheim,PFEDDERSHEIM,983
WRT_GRM_PFLM,-1842910,Pflaumloch,PFLAUMLOCH,983
BDN_GRM_PFRZ,-1842944,Pforzheim,PFORZHEIM,983
HSS_GRM_PFNG,-1842989,Pfungstadt,PFUNGSTADT,984
BDN_GRM_PHLP,-1843006,Philippsburg,PHILIPPSBURG,984
BYR_GRM_PRMS,-1843341,Pirmasens,PIRMASENS,996
SCH_GRM_PLN,-1843625,Plauen,PLAUEN,999
PRU_RHN_PPPL,-1844229,Poppelsdorf,BONN-POPPELSDORF,170
PRU_BRN_PTSD,-1844464,Potsdam,POTSDAM,1017
PRU_BRN_PRNZ,-1844704,Prenzlau,PRENZLAU,1023
BYR_GRM_PRTZ,-1844761,Pretzfeld,PRETZFELD,1025
BYR_GRM_PRCH,-1844794,Prichsenstadt,PRICHSENSTADT,1026
BDN_GRM_RNDG,-1846401,Randegg,RANDEGG,1057
PRU_HSS_RSCH,-1846995,Rauischholzhausen,HOLZHAUSEN,524
PRU_HSS_RSCH2,-1847058,Rauschenberg,RAUSCHENBERG,1061
BYR_GRM_RCKN,-1847260,Reckendorf,RECKENDORF,1063
BYR_GRM_RGNS,-1847451,Regensburg,REGENSBURG,1065
HSS_GRM_RCHL,-1847737,Reichelsheim,REICHELSHEIM,1067
BYR_GRM_RCHN,-1847844,Reichenberg,REICHENBERG,1068
PRU_HSS_RCHN,-1847873,Reichensachsen,REICHENSACHSEN,1068
PRU_SCH_RNDS,-1848695,Rendsburg,RENDSBURG,1071
WRT_GRM_RXNG,-1849222,Rexingen,REXINGEN,1072
PRU_RHN_RHNN,-1849248,Rhaunen,RHAUNEN,1073
PRU_RHN_RHNB,-1849277,Rheinbach,RHEINBACH,1073
BDN_GRM_RHNB,-1849284,Rheinbischofsheim,RHEINBISCHOFSHEIM,1073
PRU_RHN_RHNH,-1849314,Rheinhausen,RHEINHAUSEN,1074
PRU_HSS_RHN,-1849362,Rhina,RHINA,1074
BDN_GRM_RCHN,-1849433,Richen,RICHEN,1076
HSS_GRM_RMBC,-1850194,Rimbach,RIMBACH,1083
BYR_GRM_RMPR,-1850226,Rimpar,RIMPAR,1084
BYR_GRM_RCKN2,-1850721,Rockenhausen,ROCKENHAUSEN,1084
BYR_GRM_RDLB,-1850792,Rodalben,RODALBEN,1084
PRU_HSS_RDLH,-1850859,Rodelheim,ROEDELHEIM,1085
BYR_GRM_RDLS,-1850867,Rodelsee,ROEDELSEE,1085
HSS_GRM_RHRB,-1851246,Rohrbach,ROHRBACH,1087
BDN_GRM_RHRB,-1851259,Rohrbach,,
HSS_GRM_RMRD,-1851687,Romrod,ROMROD,1091
PRU_HSS_RMST,-1851692,Romsthal,ROMSTHAL-ECKARDROTH,1091
HSS_GRM_RSSD,-1852200,Rossdorf,ROSSDORF,1093
MCS_GRM_RSTC,-1852370,Rostock,ROSTOCK,1093
PRU_HSS_RTNB,-1852525,Rotenburg An Der Fulda,ROTENBURG AN DER FULDA,1095
BYR_GRM_RTHB,-1852695,Roth Bei Nurnberg,ROTH BEI NUERNBERG,1095
BYR_GRM_RTHN,-1852906,Rothenburg Ob Der Tauber,ROTHENBURG OB DER TAUBER,1095
PRU_HSS_RTHN,-1852949,Rothenkirchen,,
BYR_GRM_RLZH,-1853818,Rulzheim,RUELZHEIM,1105
BDN_GRM_RST,-1854104,Rust,RUST,1107
PRU_RHN_SRBR,-1854320,Saarbrucken,SAARBRUECKEN,1114
PRU_RHN_SRBR2,-1854323,Saarburg,BEURIG-SAARBURG,134
PRU_RHN_SRLS,-1854336,Saarlouis,SAARLOUIS,1115
PRU_RHN_SRWL,-1854347,Saarwellingen,SAARWELLINGEN,1116
PRU_SCH_BDSL,-1854811,Bad Salzelmen,BAD SALZELMEN,77
PRU_WST_SLZK,-1854839,Salzkotten,SALZKOTTEN,1130
PRU_SCH_SLZW,-1854858,Salzwedel,SALZWEDEL,1130
PRU_RHN_SNKT,-1855359,Sankt Goar,SANKT GOAR,1133
PRU_HSS_SNKT,-1855361,Sankt Goarshausen,SANKT GOARSHAUSEN,1134
BYR_GRM_SNKT,-1855380,Sankt Ingbert,SANKT INGBERT,1134
PRU_RHN_SNKT2,-1855497,Sankt Tonis,SANKT TOENIS,1134
PRU_RHN_SNKT3,-1855507,Sankt Wendel,SANKT WENDEL,1135
BYR_GRM_SCHN,-1857058,Scheinfeld,SCHEINFELD,1146
PRU_HSS_SCHN,-1857249,Schenklengsfeld,SCHENKLENGSFELD,1146
PRU_SCH_SCHL,-1858380,Schleusingen,SCHLEUSINGEN,1147
PRU_HSS_SCHL,-1858783,Schluchtern,SCHLUECHTERN,1148
PRU_HSS_SCHM,-1858926,Schmalkalden,SCHMALKALDEN,1149
BDN_GRM_SCHM,-1859240,Schmieheim,SCHMIEHEIM,1149
BYR_GRM_SCHN2,-1859415,Schnaittach,SCHNAITTACH,1149
BYR_GRM_SCHL,-1859853,Schollkrippen,SCHOELLKRIPPEN,1150
PRU_BRN_SCHN,-1860200,Schoneberg,,
BYR_GRM_SCHP,-1860582,Schopfloch,SCHOPFLOCH,1151
PRU_HSS_SCHP,-1861287,Schupbach,SCHUPBACH,1151
BYR_GRM_SCHW,-1861452,Schwabach,SCHWABACH,1151
HSS_GRM_SCHW,-1861477,Schwabenheim,,
WRT_GRM_SCHW,-1861508,Schwabisch Hall,SCHWAEBISCH HALL,1152
LPP_GRM_SCHW,-1861630,Schwalenberg,SCHWALENBERG,988
BYR_GRM_SCHW2,-1861735,Schwanfeld,SCHWANFELD,1152
PRU_SCH_SCHW,-1861796,Schwarza,,
PRU_BRN_SCHW,-1862363,Schwedt,SCHWEDT AN DER ODER,1152
BYR_GRM_SCHW3,-1862382,Schwegenheim,SCHWEGENHEIM,1152
PRU_RHN_SCHW,-1862399,Schweich,SCHWEICH,1153
BYR_GRM_SCHW4,-1862496,Schweinfurt,SCHWEINFURT,1153
PRU_WST_SCHW,-1862622,Schwelm,SCHWELM,1153
MCS_GRM_SCHW,-1862713,Schwerin,SCHWERIN,1153
PRU_HSS_SLTR,-1863865,Selters,SELTERS,1160
HSS_GRM_SCKN,-1864227,Sickenhofen,SICKENHOFEN,1176
PRU_RHN_SGBR,-1864483,Siegburg,SIEGBURG,1178
BDN_GRM_SGLS,-1864498,Siegelsbach,SIEGELSBACH,1178
PRU_WST_SGN,-1864509,Siegen,SIEGEN,1178
PRU_RHN_SMMR,-1864992,Simmern,SIMMERN,1185
